주문날짜,상품명,수량,금액,평점,spend,clicks,stock_received,damaged_stock
2023-05-21,Wheat Flour,9,5069.81,3.5,27670.36,5999.0,5.0,2.0
2023-05-28,Baby Food,3,2052.69,2.5,19925.690000000002,2395.0,3.0,0.0
2023-05-28,Baby Wipes,4,1766.28,4.0,6611.48,1200.0,3.0,2.0
2023-05-28,Bananas,2,435.0,4.0,7946.23,2033.0,0.0,0.0
2023-05-28,Biscuits,6,4548.87,4.5,11367.8,2920.0,3.0,2.0
2023-05-28,Bread,1,951.43,4.0,3227.9,250.0,0.0,2.0
2023-05-28,Butter,3,1957.28,3.0,19536.88,1382.0,1.0,0.0
2023-05-28,Carrots,1,440.19,4.0,11616.76,744.0,0.0,0.0
2023-05-28,Cat Food,5,3937.8100000000004,3.0,12380.55,2312.0,0.0,2.0
2023-05-28,Cookies,3,1072.26,3.0,2119.85,461.0,0.0,0.0
2023-05-28,Cough Syrup,6,3820.89,3.5,23044.97,4349.0,7.0,4.0
2023-05-28,Curd,1,481.63,3.0,14234.52,2133.0,0.0,0.0
2023-05-28,Detergent,3,489.09,3.0,11616.76,744.0,3.0,2.0
2023-05-28,Dish Soap,4,1377.14,1.5,20762.190000000002,4225.0,1.0,0.0
2023-05-28,Dog Food,3,2026.38,4.0,4814.74,1723.0,3.0,0.0
2023-05-28,Frozen Biryani,2,738.56,4.0,7946.23,2033.0,4.0,0.0
2023-05-28,Frozen Vegetables,3,2939.9700000000003,3.0,7920.120000000001,638.0,0.0,0.0
2023-05-28,Iced Tea,3,36.96,3.0,2500.25,823.0,0.0,0.0
2023-05-28,Lemonade,5,1664.1999999999998,3.5,15623.779999999999,1939.0,0.0,0.0
2023-05-28,Lotion,1,319.8,4.0,2839.45,303.0,0.0,0.0
2023-05-28,Onions,5,3864.24,2.3333333333333335,6943.26,1971.0,1.0,0.0
2023-05-28,Orange Juice,2,1004.79,5.0,21548.53,3751.0,1.0,2.0
2023-05-28,Pain Reliever,8,4539.78,3.3333333333333335,27923.5,3957.0,3.0,4.0
2023-05-28,Pet Treats,6,4270.71,4.0,24128.61,4307.0,0.0,0.0
2023-05-28,Popcorn,6,1429.3,3.3333333333333335,14990.73,2487.0,3.0,2.0
2023-05-28,Potatoes,5,2812.1099999999997,4.0,23676.629999999997,3255.0,4.0,0.0
2023-05-28,Pulses,6,1733.7800000000002,2.0,13523.670000000002,1576.0,5.0,0.0
2023-05-28,Spinach,3,1892.52,3.0,2500.25,823.0,3.0,0.0
2023-05-28,Sugar,3,2127.24,5.0,11616.76,744.0,0.0,0.0
2023-05-28,Toilet Cleaner,8,710.14,3.6666666666666665,18578.29,3189.0,0.0,4.0
2023-05-28,Vitamins,4,3328.24,2.5,18781.97,3139.0,3.0,2.0
2023-06-04,Baby Wipes,7,1441.34,4.0,25466.48,4420.0,0.0,2.0
2023-06-04,Bananas,2,1457.46,2.0,4295.74,239.0,0.0,0.0
2023-06-04,Biscuits,2,966.1,1.0,4930.8,645.0,4.0,0.0
2023-06-04,Butter,1,959.01,4.0,13983.23,2319.0,3.0,0.0
2023-06-04,Cat Food,3,433.71000000000004,3.5,3896.3,814.0,4.0,4.0
2023-06-04,Chips,3,890.8199999999999,4.0,4678.02,460.0,4.0,2.0
2023-06-04,Cough Syrup,3,2357.01,4.0,4737.23,789.0,3.0,0.0
2023-06-04,Diapers,2,642.66,4.0,5713.54,477.0,3.0,0.0
2023-06-04,Dog Food,3,2493.3,4.0,5713.54,477.0,0.0,0.0
2023-06-04,Eggs,4,2787.51,3.6666666666666665,13649.919999999998,2492.0,1.0,2.0
2023-06-04,Frozen Biryani,1,475.04,4.0,5713.54,477.0,0.0,0.0
2023-06-04,Frozen Pizza,3,394.79,3.5,7954.07,1291.0,4.0,4.0
2023-06-04,Ice Cream,2,1232.9,5.0,4737.23,789.0,0.0,0.0
2023-06-04,Instant Noodles,2,458.76,4.0,4737.23,789.0,0.0,0.0
2023-06-04,Lotion,3,118.95,4.0,20869.81,2224.0,0.0,2.0
2023-06-04,Mango Drink,11,4087.6800000000003,3.0,13887.39,2955.0,0.0,2.0
2023-06-04,Nuts,1,267.61,5.0,6771.47,1625.0,0.0,0.0
2023-06-04,Onions,1,223.27,5.0,6622.389999999999,1605.0,0.0,2.0
2023-06-04,Pet Treats,1,83.18,5.0,6771.47,1625.0,0.0,2.0
2023-06-04,Salt,5,3092.5099999999998,3.3333333333333335,19507.26,3541.0,0.0,0.0
2023-06-04,Shampoo,1,432.39,4.0,6771.47,1625.0,0.0,2.0
2023-06-04,Sugar,3,2586.84,5.0,4664.28,1271.0,3.0,0.0
2023-06-04,Toilet Cleaner,5,1192.35,4.0,23440.39,3826.0,3.0,0.0
2023-06-04,Vitamins,5,4440.8,2.0,9328.56,2542.0,0.0,2.0
2023-06-04,Wheat Flour,1,568.94,4.0,4678.02,460.0,0.0,0.0
2023-06-11,Baby Wipes,4,881.0,2.6666666666666665,9974.689999999999,2629.0,4.0,0.0
2023-06-11,Bananas,2,1065.14,1.0,0.0,0.0,0.0,0.0
2023-06-11,Biscuits,2,1314.48,2.5,2963.2200000000003,1626.0,4.0,0.0
2023-06-11,Butter,2,1405.08,3.0,9886.27,946.0,0.0,0.0
2023-06-11,Cat Food,6,3673.77,4.0,34092.45,6252.0,6.0,2.0
2023-06-11,Cheese,4,3002.98,4.0,8108.49,1290.0,3.0,0.0
2023-06-11,Chips,1,296.94,4.0,1070.54,712.0,0.0,0.0
2023-06-11,Chocolates,2,454.44,5.0,13361.099999999999,2085.0,0.0,0.0
2023-06-11,Cola,8,4193.51,4.0,27468.51,3974.0,5.0,4.0
2023-06-11,Cough Syrup,2,1026.79,3.5,15738.27,4514.0,3.0,4.0
2023-06-11,Detergent,3,489.09,5.0,10474.7,1579.0,3.0,0.0
2023-06-11,Dish Soap,4,2091.84,3.3333333333333335,26494.39,4799.0,3.0,2.0
2023-06-11,Dog Food,1,81.35,5.0,10376.59,2126.0,3.0,2.0
2023-06-11,Eggs,5,1381.3400000000001,3.5,22234.52,4189.0,4.0,2.0
2023-06-11,Frozen Biryani,1,369.28,3.0,9886.27,946.0,0.0,0.0
2023-06-11,Frozen Pizza,6,1881.04,3.6666666666666665,28830.11,5021.0,3.0,0.0
2023-06-11,Frozen Vegetables,1,340.66,3.0,1070.54,712.0,0.0,0.0
2023-06-11,Ice Cream,2,1946.88,4.0,4395.91,1000.0,0.0,0.0
2023-06-11,Instant Noodles,2,458.76,5.0,9617.73,1200.0,0.0,2.0
2023-06-11,Lotion,6,3145.14,3.0,20760.42,2464.0,3.0,0.0
2023-06-11,Mangoes,3,2776.95,4.0,8202.36,2448.0,0.0,0.0
2023-06-11,Nuts,3,2929.65,4.0,15909.2,1842.0,0.0,0.0
2023-06-11,Onions,5,3290.3900000000003,4.0,15148.199999999999,1774.0,4.0,2.0
2023-06-11,Orange Juice,1,130.01,1.0,9246.39,1279.0,0.0,0.0
2023-06-11,Pain Reliever,1,822.63,3.0,8202.36,2448.0,0.0,0.0
2023-06-11,Pet Treats,3,1829.6100000000001,3.5,9246.39,1279.0,3.0,2.0
2023-06-11,Popcorn,4,939.2,3.0,20897.01,4151.0,0.0,0.0
2023-06-11,Potatoes,1,127.16,2.0,1070.54,712.0,0.0,0.0
2023-06-11,Pulses,3,307.32,4.0,10474.7,1579.0,4.0,2.0
2023-06-11,Soap,5,242.74999999999997,3.5,18516.66,3552.0,0.0,2.0
2023-06-11,Sugar,11,4789.51,4.0,22333.66,5236.0,12.0,4.0
2023-06-11,Toilet Cleaner,7,633.03,2.6666666666666665,9077.580000000002,2191.0,3.0,0.0
2023-06-11,Toothpaste,6,394.44,4.0,5466.45,1712.0,3.0,2.0
2023-06-11,Vitamins,7,4335.37,4.0,31918.22,6574.0,3.0,0.0
2023-06-11,Wheat Flour,2,886.34,3.0,1006.57,292.0,0.0,0.0
2023-06-18,Baby Wipes,3,718.38,4.0,29589.440000000002,4849.0,6.0,0.0
2023-06-18,Biscuits,3,841.0500000000001,3.0,1844.88,685.0,4.0,0.0
2023-06-18,Bread,4,3641.14,2.5,16534.98,2564.0,1.0,0.0
2023-06-18,Butter,4,3133.5299999999997,3.0,9836.220000000001,1725.0,0.0,2.0
2023-06-18,Cat Food,5,3789.61,3.0,11230.689999999999,2305.0,3.0,0.0
2023-06-18,Cereal,1,422.87,2.0,7515.7699999999995,1441.0,0.0,0.0
2023-06-18,Chips,1,422.14,4.0,2996.62,577.0,0.0,0.0
2023-06-18,Cookies,2,475.24,2.0,3981.26,187.0,3.0,2.0
2023-06-18,Cough Syrup,1,90.56,5.0,11501.81,1434.0,0.0,0.0
2023-06-18,Curd,3,1349.91,1.5,17435.71,2804.0,0.0,0.0
2023-06-18,Detergent,2,325.34,4.0,8234.07,1728.0,4.0,2.0
2023-06-18,Diapers,1,321.33,1.0,8267.49,1282.0,3.0,0.0
2023-06-18,Dish Soap,6,2386.08,4.0,16912.010000000002,3152.0,0.0,0.0
2023-06-18,Dog Food,3,2026.38,1.0,4266.5,854.0,4.0,0.0
2023-06-18,Eggs,6,3603.39,3.5,5858.41,669.0,0.0,4.0
2023-06-18,Frozen Biryani,5,3846.2000000000003,4.0,14083.75,2126.0,3.0,0.0
2023-06-18,Ice Cream,3,1849.35,1.0,5933.9,1370.0,0.0,0.0
2023-06-18,Iced Tea,1,12.32,4.0,0.0,0.0,0.0,2.0
2023-06-18,Instant Noodles,1,651.93,4.0,14351.85,2168.0,4.0,0.0
2023-06-18,Mango Drink,2,642.56,2.0,5933.9,1370.0,0.0,0.0
2023-06-18,Milk,1,598.83,2.0,5933.9,1370.0,0.0,2.0
2023-06-18,Orange Juice,5,3736.24,4.0,13746.46,2805.0,1.0,0.0
2023-06-18,Pain Reliever,3,1897.29,4.0,10299.869999999999,1181.0,0.0,2.0
2023-06-18,Pet Treats,9,5907.24,4.0,24078.79,4486.0,3.0,0.0
2023-06-18,Potatoes,2,424.28,3.0,14351.85,2168.0,0.0,0.0
2023-06-18,Pulses,2,523.23,2.0,7962.52,374.0,8.0,2.0
2023-06-18,Rice,3,340.98,2.5,8243.810000000001,2178.0,1.0,4.0
2023-06-18,Shampoo,6,1288.3899999999999,3.6666666666666665,11497.029999999999,1628.0,3.0,2.0
2023-06-18,Soap,4,3137.5600000000004,3.0,14723.85,2714.0,0.0,2.0
2023-06-18,Spinach,2,1261.68,4.0,0.0,0.0,0.0,2.0
2023-06-18,Toilet Cleaner,6,4498.0,3.3333333333333335,21468.53,5698.0,5.0,0.0
2023-06-18,Toothpaste,4,2722.37,2.5,24651.72,3349.0,0.0,2.0
2023-06-18,Vitamins,3,2405.43,4.0,10299.869999999999,1181.0,0.0,2.0
2023-06-18,Wheat Flour,3,291.12,3.0,7991.34,1040.0,0.0,0.0
2023-06-25,Baby Food,1,189.47,1.0,8272.5,933.0,0.0,0.0
2023-06-25,Baby Wipes,6,1328.3799999999999,1.6666666666666667,17140.269999999997,2304.0,3.0,0.0
2023-06-25,Bananas,1,728.73,1.0,5867.219999999999,1193.0,0.0,2.0
2023-06-25,Biscuits,2,966.1,1.0,6081.01,1620.0,0.0,2.0
2023-06-25,Butter,2,1449.68,4.0,0.0,0.0,0.0,0.0
2023-06-25,Cat Food,5,3804.6500000000005,3.5,7421.85,1597.0,0.0,0.0
2023-06-25,Cheese,5,3925.62,4.0,16279.319999999998,2504.0,0.0,0.0
2023-06-25,Chips,1,96.33,3.0,14145.75,2515.0,0.0,0.0
2023-06-25,Cola,1,891.6,4.0,11988.62,2453.0,0.0,0.0
2023-06-25,Cookies,1,951.27,5.0,6528.27,951.0,0.0,0.0
2023-06-25,Cough Syrup,6,4714.0199999999995,3.6666666666666665,19257.25,3636.0,0.0,0.0
2023-06-25,Curd,1,493.19,3.0,5867.219999999999,1193.0,0.0,0.0
2023-06-25,Diapers,3,963.99,4.0,1287.52,616.0,0.0,0.0
2023-06-25,Dish Soap,5,3797.78,4.0,9233.1,1712.0,4.0,4.0
2023-06-25,Dog Food,1,878.8,4.0,14729.329999999998,1831.0,3.0,0.0
2023-06-25,Eggs,1,826.21,1.0,6081.01,1620.0,0.0,0.0
2023-06-25,Frozen Vegetables,1,340.66,1.0,13353.48,2318.0,0.0,0.0
2023-06-25,Lemonade,2,665.68,1.0,0.0,0.0,0.0,0.0
2023-06-25,Lotion,2,652.84,4.0,0.0,0.0,0.0,0.0
2023-06-25,Mangoes,3,2840.58,2.0,6187.799999999999,1083.0,3.0,0.0
2023-06-25,Milk,2,1197.66,5.0,9331.15,1759.0,0.0,0.0
2023-06-25,Pain Reliever,13,8035.62,3.0,34923.43,5651.0,8.0,4.0
2023-06-25,Pet Treats,3,1225.22,2.5,14903.47,2991.0,3.0,0.0
2023-06-25,Pulses,3,594.45,3.0,0.0,0.0,0.0,0.0
2023-06-25,Salt,1,37.8,3.0,9233.1,1712.0,0.0,0.0
2023-06-25,Shampoo,8,2889.66,3.6666666666666665,22001.730000000003,3909.0,8.0,0.0
2023-06-25,Soap,8,7504.389999999999,3.0,26093.98,5328.0,7.0,0.0
2023-06-25,Toilet Cleaner,5,717.39,3.0,32155.29,6250.0,4.0,0.0
2023-06-25,Vitamins,3,2790.37,4.333333333333333,22764.23,5152.0,3.0,2.0
2023-07-02,Baby Wipes,9,4155.96,3.75,19477.7,3936.0,0.0,2.0
2023-07-02,Biscuits,5,2062.2200000000003,2.0,12256.99,3941.0,0.0,0.0
2023-07-02,Carrots,2,709.82,3.0,5899.22,928.0,3.0,2.0
2023-07-02,Cheese,3,288.27,3.0,2413.69,717.0,0.0,2.0
2023-07-02,Chips,2,749.36,2.0,5138.45,1357.0,0.0,0.0
2023-07-02,Chocolates,1,746.03,1.0,12087.21,1972.0,0.0,0.0
2023-07-02,Cola,7,4968.88,3.3333333333333335,20575.88,3888.0,1.0,2.0
2023-07-02,Cough Syrup,8,6225.63,3.75,18249.010000000002,3447.0,0.0,2.0
2023-07-02,Detergent,5,426.62,5.0,13098.11,3269.0,3.0,0.0
2023-07-02,Diapers,2,1654.88,2.0,4801.04,976.0,0.0,0.0
2023-07-02,Dish Soap,4,2846.9,2.5,14640.74,1620.0,4.0,0.0
2023-07-02,Dog Food,1,831.1,3.0,4518.42,1262.0,3.0,0.0
2023-07-02,Eggs,3,175.77,5.0,6299.71,793.0,0.0,2.0
2023-07-02,Frozen Pizza,3,863.4300000000001,3.0,12714.24,2314.0,0.0,0.0
2023-07-02,Frozen Vegetables,1,979.99,3.0,0.0,0.0,0.0,0.0
2023-07-02,Iced Tea,2,1452.82,4.0,5914.860000000001,2211.0,0.0,2.0
2023-07-02,Lotion,4,1775.78,3.0,17387.37,3212.0,0.0,0.0
2023-07-02,Mangoes,4,3787.44,3.5,14750.91,2664.0,0.0,2.0
2023-07-02,Milk,1,598.83,5.0,9548.98,2585.0,3.0,2.0
2023-07-02,Onions,2,1869.5,5.0,0.0,0.0,1.0,0.0
2023-07-02,Orange Juice,5,2855.8,3.3333333333333335,9656.869999999999,2619.0,0.0,0.0
2023-07-02,Pet Treats,2,1706.0,4.0,6932.110000000001,1979.0,0.0,2.0
2023-07-02,Popcorn,3,710.8499999999999,2.0,2477.44,766.0,3.0,2.0
2023-07-02,Potatoes,8,1981.8799999999999,3.0,14035.93,3700.0,12.0,2.0
2023-07-02,Pulses,2,876.96,4.0,4801.04,976.0,4.0,0.0
2023-07-02,Rice,1,134.69,3.0,11053.560000000001,1667.0,0.0,0.0
2023-07-02,Shampoo,3,1166.55,4.0,13098.11,3269.0,3.0,0.0
2023-07-02,Soap,3,1950.6,5.0,12714.24,2314.0,4.0,0.0
2023-07-02,Sugar,2,1098.94,2.0,6096.83,2428.0,0.0,0.0
2023-07-02,Toilet Cleaner,5,3180.83,4.0,14676.37,2487.0,3.0,2.0
2023-07-02,Tomatoes,1,209.59,3.0,11395.93,2034.0,0.0,0.0
2023-07-02,Toothpaste,6,3688.78,2.3333333333333335,18886.39,3848.0,8.0,4.0
2023-07-02,Wheat Flour,8,3732.15,2.3333333333333335,5899.22,928.0,3.0,2.0
2023-07-09,Baby Food,3,2794.83,3.0,5490.12,751.0,1.0,2.0
2023-07-09,Baby Wipes,4,1811.1799999999998,2.75,20753.46,3767.0,3.0,4.0
2023-07-09,Bananas,1,532.57,3.0,10475.25,1829.0,0.0,0.0
2023-07-09,Biscuits,9,3040.83,4.166666666666667,47430.63,7002.0,1.0,2.0
2023-07-09,Bread,4,1818.68,3.3333333333333335,23352.12,3195.0,1.0,0.0
2023-07-09,Carrots,1,440.19,4.0,4442.91,502.0,0.0,0.0
2023-07-09,Cat Food,6,3203.77,4.25,28605.17,5695.0,3.0,0.0
2023-07-09,Chips,1,422.14,3.0,0.0,0.0,0.0,0.0
2023-07-09,Cough Syrup,2,181.12,4.0,14750.14,2769.0,0.0,0.0
2023-07-09,Curd,2,986.38,2.0,14750.14,2769.0,0.0,2.0
2023-07-09,Detergent,2,1135.3600000000001,3.5,4001.79,994.0,0.0,2.0
2023-07-09,Dish Soap,3,2746.3500000000004,4.0,12565.86,4097.0,0.0,2.0
2023-07-09,Frozen Biryani,3,66.12,3.0,0.0,0.0,4.0,0.0
2023-07-09,Frozen Pizza,4,1733.99,4.5,11145.880000000001,1790.0,3.0,2.0
2023-07-09,Frozen Vegetables,3,1021.98,3.0,5508.87,1381.0,0.0,0.0
2023-07-09,Ice Cream,2,1232.9,4.0,11649.55,1247.0,0.0,2.0
2023-07-09,Iced Tea,1,726.41,5.0,1695.38,701.0,0.0,0.0
2023-07-09,Lotion,1,319.8,1.0,10475.25,1829.0,0.0,0.0
2023-07-09,Mango Drink,2,635.64,3.0,1695.38,701.0,1.0,0.0
2023-07-09,Milk,3,1796.4900000000002,2.0,1695.38,701.0,0.0,2.0
2023-07-09,Nuts,6,2168.3100000000004,2.0,31530.13,5980.0,0.0,2.0
2023-07-09,Onions,12,6426.46,3.0,31673.880000000005,8341.0,7.0,0.0
2023-07-09,Orange Juice,3,1445.99,3.0,29410.21,5892.0,0.0,0.0
2023-07-09,Pain Reliever,1,632.43,3.0,9091.939999999999,1650.0,4.0,0.0
2023-07-09,Pet Treats,6,4736.46,2.6666666666666665,29304.75,4114.0,3.0,2.0
2023-07-09,Popcorn,1,317.05,3.0,1695.38,701.0,0.0,0.0
2023-07-09,Pulses,3,1655.64,4.0,1391.16,696.0,1.0,0.0
2023-07-09,Salt,2,1245.62,2.0,0.0,0.0,0.0,0.0
2023-07-09,Spinach,2,1261.68,5.0,0.0,0.0,0.0,0.0
2023-07-09,Sugar,3,2127.24,4.0,14750.14,2769.0,0.0,0.0
2023-07-09,Toilet Cleaner,3,2570.67,5.0,14750.14,2769.0,0.0,2.0
2023-07-09,Tomatoes,1,869.22,4.0,0.0,0.0,0.0,0.0
2023-07-09,Toothpaste,5,2195.05,2.0,8291.08,1566.0,0.0,2.0
2023-07-09,Vitamins,5,3812.6800000000003,4.0,10998.99,2132.0,3.0,2.0
2023-07-16,Baby Food,4,3659.52,4.5,11818.55,2861.0,6.0,4.0
2023-07-16,Baby Wipes,2,548.5,4.0,6715.3,770.0,0.0,0.0
2023-07-16,Biscuits,4,546.4,3.0,18728.04,2921.0,3.0,0.0
2023-07-16,Bread,1,738.74,4.0,13405.07,2266.0,3.0,0.0
2023-07-16,Butter,1,724.84,2.0,12706.99,1987.0,3.0,0.0
2023-07-16,Carrots,2,1263.4,3.0,2733.68,262.0,0.0,0.0
2023-07-16,Cat Food,8,3986.04,4.0,23915.18,4742.0,1.0,2.0
2023-07-16,Cereal,2,845.74,2.0,9634.57,1279.0,3.0,0.0
2023-07-16,Chips,1,374.68,5.0,0.0,0.0,3.0,0.0
2023-07-16,Cola,5,2320.44,1.5,21216.92,2678.0,0.0,0.0
2023-07-16,Cough Syrup,5,4165.1900000000005,4.0,8521.28,1972.0,0.0,0.0
2023-07-16,Detergent,5,189.46,3.5,24222.3,3568.0,1.0,0.0
2023-07-16,Dish Soap,5,203.5,4.0,16532.0,2252.0,0.0,0.0
2023-07-16,Eggs,2,1652.42,5.0,6715.3,770.0,0.0,0.0
2023-07-16,Frozen Pizza,2,614.46,3.0,6204.959999999999,1226.0,0.0,0.0
2023-07-16,Ice Cream,2,281.6,4.0,9634.57,1279.0,0.0,2.0
2023-07-16,Iced Tea,2,1824.58,3.0,6204.959999999999,1226.0,0.0,0.0
2023-07-16,Lotion,7,2472.1500000000005,2.5,25448.879999999997,3395.0,4.0,2.0
2023-07-16,Orange Juice,2,882.4,4.0,8467.55,970.0,0.0,0.0
2023-07-16,Pain Reliever,2,174.6,4.0,5647.14,741.0,0.0,0.0
2023-07-16,Pet Treats,6,1708.3799999999999,5.0,4152.65,364.0,3.0,0.0
2023-07-16,Popcorn,3,710.8499999999999,4.0,4367.2,1094.0,0.0,0.0
2023-07-16,Shampoo,2,342.4,4.0,11675.5,2192.0,0.0,0.0
2023-07-16,Soap,4,2196.7200000000003,4.0,6986.82,731.0,4.0,0.0
2023-07-16,Toilet Cleaner,5,3368.5600000000004,3.3333333333333335,35131.02,5001.0,4.0,4.0
2023-07-16,Tomatoes,3,628.77,1.0,5647.14,741.0,0.0,0.0
2023-07-16,Toothpaste,3,2018.19,3.0,6541.32,1872.0,0.0,2.0
2023-07-16,Vitamins,1,183.76,4.0,3246.3,370.0,0.0,0.0
2023-07-16,Wheat Flour,4,1833.7000000000003,4.0,13865.73,2294.0,3.0,0.0
2023-07-23,Baby Food,3,2437.43,3.5,16854.66,4007.0,0.0,0.0
2023-07-23,Baby Wipes,2,548.5,5.0,9065.630000000001,1613.0,0.0,2.0
2023-07-23,Biscuits,7,4430.349999999999,4.0,26570.86,4399.0,4.0,2.0
2023-07-23,Carrots,3,1320.57,1.0,8454.85,973.0,0.0,0.0
2023-07-23,Cat Food,6,3009.7,4.0,32237.760000000002,5162.0,0.0,0.0
2023-07-23,Cheese,3,932.61,3.0,7720.950000000001,955.0,0.0,0.0
2023-07-23,Chips,2,749.36,4.0,0.0,0.0,4.0,0.0
2023-07-23,Chocolates,2,527.4,4.0,6846.84,1132.0,0.0,2.0
2023-07-23,Cough Syrup,2,1046.6999999999998,3.0,15912.470000000001,2745.0,4.0,2.0
2023-07-23,Curd,4,1863.2,2.5,18704.97,2757.0,0.0,2.0
2023-07-23,Detergent,2,67.52,2.0,7437.2300000000005,918.0,0.0,0.0
2023-07-23,Diapers,4,1285.32,4.5,11050.66,3053.0,0.0,0.0
2023-07-23,Dish Soap,3,1157.28,3.5,15029.66,2705.0,3.0,0.0
2023-07-23,Eggs,6,3695.4,3.3333333333333335,19291.82,3317.0,4.0,0.0
2023-07-23,Frozen Biryani,4,994.1600000000001,1.0,21093.190000000002,3746.0,3.0,0.0
2023-07-23,Frozen Pizza,4,1151.24,4.0,15892.080000000002,1891.0,3.0,2.0
2023-07-23,Frozen Vegetables,1,340.66,5.0,11677.72,2367.0,0.0,2.0
2023-07-23,Ice Cream,2,281.6,5.0,4201.07,1434.0,0.0,0.0
2023-07-23,Iced Tea,1,726.41,1.0,7437.2300000000005,918.0,0.0,2.0
2023-07-23,Mango Drink,3,1296.0,3.0,7720.950000000001,955.0,4.0,0.0
2023-07-23,Nuts,1,556.35,4.0,6635.9,910.0,3.0,0.0
2023-07-23,Orange Juice,1,441.2,2.0,11190.68,3216.0,0.0,0.0
2023-07-23,Pain Reliever,3,1748.61,1.0,4201.07,1434.0,0.0,0.0
2023-07-23,Pet Treats,6,3575.04,3.0,15977.970000000001,2516.0,7.0,2.0
2023-07-23,Potatoes,2,1776.32,3.0,10216.07,1488.0,1.0,0.0
2023-07-23,Pulses,2,976.29,3.5,19626.230000000003,4324.0,8.0,4.0
2023-07-23,Rice,3,404.07,4.0,3330.64,640.0,4.0,2.0
2023-07-23,Soap,4,3137.5600000000004,3.0,15701.53,2523.0,3.0,0.0
2023-07-23,Spinach,3,1892.52,4.0,6846.84,1132.0,0.0,0.0
2023-07-23,Vitamins,9,5874.57,4.333333333333333,9553.59,2142.0,0.0,0.0
2023-07-30,Baby Food,7,5549.45,2.3333333333333335,11867.76,3555.0,0.0,4.0
2023-07-30,Baby Wipes,4,2163.5,4.666666666666667,20471.829999999998,3622.0,3.0,0.0
2023-07-30,Bananas,2,435.0,1.0,11762.31,1232.0,0.0,0.0
2023-07-30,Bread,7,3596.5699999999997,2.25,26744.6,3907.0,0.0,4.0
2023-07-30,Butter,1,702.54,4.0,3496.61,610.0,0.0,2.0
2023-07-30,Cat Food,5,2713.9700000000003,4.0,18499.11,5585.0,6.0,2.0
2023-07-30,Cereal,4,886.37,2.5,18414.67,4164.0,0.0,0.0
2023-07-30,Cheese,8,1697.98,4.25,11227.18,3084.0,8.0,0.0
2023-07-30,Chips,3,288.99,3.0,9970.58,3140.0,0.0,2.0
2023-07-30,Cola,3,2215.38,4.0,12196.76,1542.0,0.0,0.0
2023-07-30,Cough Syrup,5,3848.71,2.3333333333333335,24401.62,5667.0,5.0,4.0
2023-07-30,Dish Soap,6,2652.98,2.3333333333333335,27198.870000000003,4348.0,1.0,2.0
2023-07-30,Dog Food,2,960.15,3.0,11126.91,1368.0,3.0,0.0
2023-07-30,Eggs,2,1979.76,3.5,16972.620000000003,3469.0,0.0,0.0
2023-07-30,Frozen Biryani,6,3436.71,4.0,16667.32,3366.0,0.0,0.0
2023-07-30,Frozen Pizza,3,863.4300000000001,2.0,2848.38,1511.0,4.0,2.0
2023-07-30,Iced Tea,3,2736.87,4.0,4107.89,1232.0,0.0,0.0
2023-07-30,Lotion,4,158.6,4.0,14852.77,4103.0,0.0,2.0
2023-07-30,Mangoes,1,946.86,1.0,11762.31,1232.0,0.0,2.0
2023-07-30,Milk,1,598.83,5.0,10696.01,1041.0,0.0,0.0
2023-07-30,Nuts,2,1953.1,4.0,0.0,0.0,4.0,2.0
2023-07-30,Onions,6,3867.81,4.5,0.0,0.0,0.0,2.0
2023-07-30,Pain Reliever,2,1061.7,3.0,1043.87,307.0,0.0,0.0
2023-07-30,Pet Treats,2,166.36,3.5,7812.880000000001,2317.0,3.0,0.0
2023-07-30,Potatoes,2,1562.16,4.0,2465.46,107.0,0.0,0.0
2023-07-30,Pulses,5,1642.03,3.3333333333333335,35464.57,4970.0,1.0,4.0
2023-07-30,Soap,1,918.58,5.0,8444.09,1024.0,4.0,0.0
2023-07-30,Sugar,3,1758.52,2.5,22167.34,4682.0,4.0,2.0
2023-07-30,Toilet Cleaner,8,3602.9900000000002,3.6666666666666665,15821.2,4516.0,7.0,2.0
2023-07-30,Tomatoes,3,2607.66,4.0,10119.22,1985.0,0.0,0.0
2023-07-30,Toothpaste,2,176.86,4.0,4311.82,542.0,0.0,0.0
2023-07-30,Wheat Flour,1,568.94,3.0,0.0,0.0,1.0,2.0
2023-08-06,Baby Food,1,931.61,3.0,6108.0,1554.0,4.0,0.0
2023-08-06,Baby Wipes,5,3643.61,2.3333333333333335,19268.21,3070.0,4.0,0.0
2023-08-06,Biscuits,1,831.43,5.0,8963.58,884.0,4.0,0.0
2023-08-06,Bread,8,4806.8,3.3333333333333335,14492.019999999999,2655.0,3.0,2.0
2023-08-06,Carrots,7,5778.22,3.6666666666666665,15338.14,1413.0,4.0,2.0
2023-08-06,Cat Food,5,3050.0500000000006,4.0,12733.55,2529.0,4.0,4.0
2023-08-06,Cereal,1,422.87,4.0,7892.58,693.0,0.0,2.0
2023-08-06,Cheese,3,503.05,2.5,18258.54,4153.0,0.0,0.0
2023-08-06,Chips,6,1413.03,2.5,3606.72,879.0,0.0,4.0
2023-08-06,Cola,2,1783.2,4.0,3512.06,1155.0,0.0,0.0
2023-08-06,Cookies,1,237.62,1.0,0.0,0.0,0.0,2.0
2023-08-06,Cough Syrup,5,3451.54,4.0,16856.16,1577.0,3.0,2.0
