주문날짜,target_audience,수량,금액,평점,배송소요시간,주문건수,spend,clicks,impressions,conversions,revenue_generated,roas
2023-08-11,Premium,3,1090.78,4.5,17.5,2,5264.24,1241.0,8928.0,103.0,12495.02,3.6500000000000004
2023-08-11,Regular,7,4924.48,4.0,15.333333333333334,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-12,Inactive,1,448.16,5.0,9.0,1,4696.57,294.0,8313.0,77.0,3360.12,3.49
2023-08-12,New Users,5,772.8800000000001,2.6666666666666665,15.333333333333334,3,15199.76,2503.0,24559.0,286.0,20602.78,2.768
2023-08-12,Premium,3,996.4200000000001,4.0,13.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-12,Regular,6,3527.7400000000002,4.333333333333333,20.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13,Inactive,2,1061.7,3.0,37.0,1,8432.2,1730.0,14682.0,101.0,10200.08,3.7
2023-08-13,New Users,5,4319.26,3.5,12.5,2,22924.29,2809.0,38370.0,294.0,35966.85,2.6283333333333334
2023-08-13,Premium,5,3488.39,3.5,26.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-13,Regular,1,395.82,5.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14,New Users,4,2137.49,3.0,12.666666666666666,3,14567.96,1153.0,21531.0,306.0,20360.67,2.96
2023-08-14,Premium,8,3594.27,3.0,17.6,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-14,Regular,2,964.12,5.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-15,Inactive,4,2710.56,1.0,23.0,2,6832.01,1001.0,7454.0,118.0,17567.47,2.295
2023-08-15,Premium,7,2335.31,3.0,22.75,4,2680.23,724.0,2036.0,49.0,7202.1,1.51
2023-08-15,Regular,2,795.1,4.0,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-16,Inactive,7,4524.15,3.6666666666666665,22.333333333333332,3,6516.280000000001,1230.0,16143.0,161.0,13253.88,1.875
2023-08-16,New Users,10,4777.17,3.5,17.0,4,3559.0,147.0,8050.0,20.0,4562.43,1.61
2023-08-16,Premium,1,96.33,3.0,20.0,1,5211.76,1152.0,8481.0,73.0,15916.01,2.325
2023-08-16,Regular,9,1909.7399999999998,4.0,18.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-17,Inactive,3,651.71,3.5,33.5,2,10825.95,1117.0,20545.0,115.0,8538.15,2.8433333333333333
2023-08-17,New Users,10,3234.42,3.5,22.0,4,1538.52,574.0,8367.0,41.0,7531.27,3.52
2023-08-17,Premium,3,489.09,3.0,11.0,1,4103.389999999999,1736.0,14778.0,176.0,8015.85,2.675
2023-08-17,Regular,9,5851.98,3.25,12.5,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-18,Inactive,12,2357.39,3.4,17.0,5,6408.139999999999,841.0,6179.0,73.0,5654.11,3.33
2023-08-18,New Users,4,3319.75,3.0,16.0,2,10408.21,2004.0,8655.0,126.0,19965.449999999997,2.85
2023-08-18,Premium,3,2804.25,3.0,18.0,1,6317.2300000000005,1564.0,3971.0,108.0,5238.26,2.43
2023-08-18,Regular,13,5799.87,3.3333333333333335,17.666666666666668,6,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-19,New Users,7,4741.97,3.25,17.0,4,4317.71,141.0,6449.0,41.0,7867.67,2.61
2023-08-19,Premium,9,4123.0199999999995,4.0,27.25,4,4679.47,882.0,6832.0,93.0,6198.03,1.6
2023-08-19,Regular,4,3674.9500000000003,3.0,16.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-20,Inactive,2,1452.82,3.0,43.0,1,6732.08,2296.0,15321.0,154.0,17084.09,2.69
2023-08-20,New Users,10,3802.2400000000002,2.5,22.5,4,4311.64,637.0,8594.0,78.0,9672.83,3.91
2023-08-20,Premium,5,2736.8,3.0,15.0,2,8062.76,1520.0,11674.0,131.0,14570.11,3.1566666666666667
2023-08-20,Regular,3,2662.44,4.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-21,Inactive,3,2810.94,4.0,16.0,1,4376.62,1109.0,13356.0,98.0,8955.09,2.4050000000000002
2023-08-21,New Users,5,4320.77,3.5,14.5,2,6854.74,1343.0,10864.0,147.0,14954.830000000002,2.58
2023-08-21,Premium,10,5195.51,3.0,22.25,4,6381.58,2643.0,22580.0,169.0,8074.24,2.75
2023-08-21,Regular,9,5577.93,2.3333333333333335,17.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-22,Inactive,5,3359.2400000000002,3.0,22.5,2,15955.720000000001,3287.0,39179.0,221.0,37565.49,2.4499999999999997
2023-08-22,New Users,1,440.19,1.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-22,Premium,6,5226.33,4.333333333333333,26.333333333333332,3,6666.86,1903.0,17823.0,123.0,16538.64,2.2966666666666664
2023-08-22,Regular,3,1250.53,3.0,27.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-23,Inactive,2,24.64,3.0,9.0,1,4938.76,1078.0,7220.0,127.0,8208.11,2.965
2023-08-23,New Users,4,2750.01,2.6666666666666665,24.333333333333332,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-23,Premium,1,826.21,4.0,17.0,1,8561.03,1610.0,17682.0,89.0,21425.78,2.81
2023-08-23,Regular,8,6069.469999999999,3.3333333333333335,18.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-24,Inactive,9,4846.46,2.6,16.6,5,7988.96,947.0,19165.0,222.0,14708.560000000001,3.4
2023-08-24,New Users,5,3742.7799999999997,2.3333333333333335,16.0,3,10946.08,2151.0,17197.0,285.0,23011.78,2.88
2023-08-24,Premium,11,3797.74,1.8,17.4,5,5446.01,1032.0,4643.0,37.0,8531.59,3.455
2023-08-24,Regular,3,288.27,3.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-25,Inactive,4,1938.5,3.6666666666666665,28.666666666666668,3,10418.76,1994.0,23165.0,195.0,33297.18,2.7
2023-08-25,New Users,8,5006.24,3.3333333333333335,27.0,3,3683.19,1084.0,13271.0,51.0,12041.220000000001,3.92
2023-08-25,Premium,3,2307.7200000000003,4.0,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-25,Regular,5,717.0699999999999,3.0,14.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26,Inactive,1,397.68,2.0,8.0,1,6759.99,896.0,16953.0,80.0,9163.970000000001,2.45
2023-08-26,New Users,6,1866.87,2.75,16.0,4,2695.32,623.0,8873.0,90.0,8170.46,2.69
2023-08-26,Premium,9,4742.43,4.0,18.2,5,10827.86,2797.0,14746.0,201.0,27957.170000000002,2.9825
2023-08-26,Regular,8,3346.69,1.6666666666666667,20.333333333333332,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-27,Inactive,3,1470.52,3.5,9.5,2,4817.99,1467.0,14313.0,108.0,5490.9400000000005,2.92
2023-08-27,New Users,8,4666.53,2.3333333333333335,13.666666666666666,3,5130.95,1317.0,7369.0,41.0,6567.18,3.06
2023-08-27,Premium,4,1273.26,4.0,15.5,2,12428.03,2743.0,26839.0,161.0,24946.649999999998,2.2024999999999997
2023-08-27,Regular,4,2300.3999999999996,3.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-28,Inactive,8,4541.13,4.0,19.0,3,7905.639999999999,1457.0,9953.0,139.0,16270.62,1.85
2023-08-28,New Users,3,2610.87,4.0,20.0,1,14742.23,2278.0,18793.0,267.0,21070.27,3.29
2023-08-28,Regular,4,1747.1599999999999,3.0,12.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29,Inactive,2,446.54,4.0,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-29,New Users,10,7492.14,3.8,19.0,5,9024.949999999999,2367.0,24208.0,234.0,18058.8,2.03
2023-08-29,Premium,3,2026.38,4.0,21.0,1,5805.45,1181.0,17517.0,200.0,21387.18,2.4499999999999997
2023-08-30,New Users,6,3519.6200000000003,3.0,14.0,3,13902.400000000001,2533.0,22199.0,216.0,23522.68,2.7575
2023-08-30,Premium,4,1557.5,3.0,17.5,2,4854.549999999999,731.0,7890.0,47.0,11583.29,2.3
2023-08-30,Regular,5,4246.030000000001,2.3333333333333335,19.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-31,Inactive,14,4445.88,3.5,16.833333333333332,6,14835.38,1885.0,6657.0,232.0,21993.35,3.0700000000000003
2023-08-31,New Users,4,2388.18,2.5,27.5,2,2077.29,458.0,2228.0,59.0,7680.8,3.54
2023-08-31,Regular,3,1498.06,3.0,19.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,Inactive,3,989.37,5.0,11.0,1,4346.98,187.0,7806.0,87.0,5141.73,3.23
2023-09-01,New Users,1,53.49,1.0,18.0,1,13731.2,1735.0,18523.0,220.0,23562.22,2.625
2023-09-01,Premium,5,811.11,2.3333333333333335,28.0,3,4533.01,605.0,6818.0,73.0,5054.01,3.68
2023-09-01,Regular,4,1785.08,3.5,16.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-02,Inactive,3,2186.19,1.0,31.0,1,15052.22,2069.0,12172.0,195.0,28812.92,2.76
2023-09-02,New Users,3,1202.76,4.0,10.0,1,5720.969999999999,1569.0,13205.0,116.0,12010.689999999999,2.13
2023-09-02,Regular,2,1345.46,3.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-03,Inactive,3,863.4300000000001,5.0,16.0,1,4140.24,313.0,4332.0,25.0,6738.96,3.85
2023-09-03,New Users,3,558.24,3.0,19.0,1,12771.92,2087.0,20152.0,220.0,30754.079999999998,3.1625
2023-09-03,Premium,1,316.02,5.0,15.0,1,6778.379999999999,1459.0,9032.0,59.0,12622.75,2.34
2023-09-04,Inactive,1,275.03,1.0,17.0,1,12596.14,2230.0,18821.0,225.0,29098.39,2.2425
2023-09-04,New Users,12,5520.73,3.4,13.2,5,9171.0,1393.0,11474.0,105.0,16155.91,2.1666666666666665
2023-09-04,Premium,3,2467.89,3.0,22.0,1,3669.96,1940.0,10609.0,123.0,9956.59,3.6100000000000003
2023-09-04,Regular,5,2656.68,4.0,29.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05,Inactive,7,5277.99,3.0,20.0,3,13130.14,2796.0,20869.0,271.0,36446.25,2.496
2023-09-05,Premium,11,8130.9400000000005,3.4,17.2,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-05,Regular,11,4976.03,3.8,15.6,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-06,Inactive,5,2823.74,3.6666666666666665,25.666666666666668,3,7664.449999999999,974.0,7041.0,124.0,14003.779999999999,2.385
2023-09-06,New Users,10,3354.41,4.0,17.5,4,10900.720000000001,2551.0,15603.0,161.0,17930.52,2.3066666666666666
2023-09-06,Premium,6,3088.23,4.25,16.25,4,7658.0,980.0,10213.0,79.0,12528.380000000001,2.625
2023-09-06,Regular,5,2861.16,3.5,11.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-07,Inactive,7,2757.29,4.333333333333333,15.666666666666666,3,7063.24,1584.0,15073.0,224.0,13729.529999999999,2.526666666666667
2023-09-07,New Users,8,2761.81,2.75,17.0,4,4759.49,474.0,2091.0,46.0,3624.31,2.8
2023-09-07,Premium,1,317.82,4.0,18.0,1,9470.49,2114.0,19304.0,181.0,19678.82,2.73
2023-09-07,Regular,7,2501.9900000000002,3.25,16.5,4,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-08,Premium,5,2849.4300000000003,1.5,14.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-08,Regular,8,3187.71,3.6,14.8,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-09,Inactive,11,5101.89,2.8,19.4,5,6675.1900000000005,2227.0,24123.0,221.0,24554.63,2.8699999999999997
2023-09-09,New Users,5,2937.68,3.25,30.25,4,3307.38,655.0,2999.0,71.0,9749.16,3.33
2023-09-09,Premium,7,5107.94,3.0,22.75,4,6860.32,1800.0,17799.0,204.0,17198.53,3.39
2023-09-09,Regular,7,5295.59,3.3333333333333335,18.333333333333332,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-10,New Users,5,3463.38,3.75,17.5,4,3266.85,349.0,9214.0,100.0,4929.18,3.53
2023-09-10,Premium,11,4250.31,3.6666666666666665,28.5,6,16488.760000000002,1164.0,19032.0,107.0,21678.56,2.935
2023-09-10,Regular,8,4269.1900000000005,3.6666666666666665,24.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-11,Inactive,3,1976.15,2.5,33.0,2,10808.89,2417.0,22688.0,247.0,32589.260000000002,2.4025
2023-09-11,New Users,5,3764.78,3.6666666666666665,13.666666666666666,3,10361.49,2697.0,18601.0,290.0,26467.16,2.835
2023-09-11,Premium,2,454.44,2.0,9.0,1,4902.4,117.0,5809.0,72.0,3821.27,2.78
2023-09-11,Regular,4,3123.34,4.0,15.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-12,Inactive,5,2667.18,3.5,10.5,2,8415.58,865.0,8607.0,146.0,7297.65,2.19
2023-09-12,New Users,1,877.98,3.0,13.0,1,11593.869999999999,1221.0,25424.0,113.0,16008.1,3.0175
2023-09-12,Premium,5,2297.63,4.0,11.0,2,9169.279999999999,965.0,6875.0,124.0,6412.2,2.605
2023-09-12,Regular,6,3864.63,4.0,21.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-13,Inactive,6,3662.8500000000004,2.0,15.5,2,3026.83,141.0,5842.0,89.0,3738.15,3.48
2023-09-13,Premium,2,386.92,3.0,14.0,1,2634.33,947.0,8514.0,16.0,6667.96,1.68
2023-09-13,Regular,6,1319.21,4.666666666666667,18.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-14,Inactive,2,339.76,3.0,17.0,1,10487.8,2102.0,18037.0,150.0,12870.279999999999,2.77
2023-09-14,New Users,10,7462.950000000001,3.75,13.25,4,2561.97,817.0,8684.0,16.0,8821.08,3.81
2023-09-14,Premium,3,2355.13,4.5,14.0,2,17169.22,1346.0,16085.0,262.0,23541.97,2.8325
2023-09-14,Regular,5,3129.68,3.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-15,Inactive,9,5931.83,1.75,18.0,4,4216.8099999999995,1362.0,11696.0,60.0,7562.48,3.29
2023-09-15,New Users,3,1824.0,1.0,18.0,1,6579.83,1219.0,21315.0,232.0,20158.06,2.22
2023-09-15,Premium,2,88.18,4.0,10.0,1,17548.96,2873.0,24438.0,272.0,26597.629999999997,2.075
2023-09-15,Regular,10,5697.75,2.4,15.6,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-16,Inactive,3,66.12,3.0,15.0,1,3676.72,276.0,4102.0,65.0,5272.74,1.66
2023-09-16,New Users,8,4172.69,2.25,15.0,4,4085.22,390.0,2083.0,30.0,5183.44,1.91
2023-09-16,Premium,1,44.09,4.0,23.0,1,6379.87,1711.0,15446.0,250.0,26299.22,2.42
2023-09-16,Regular,3,1317.72,3.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-17,New Users,2,1061.7,2.0,31.0,1,4073.6400000000003,902.0,8662.0,140.0,5844.39,2.075
2023-09-17,Premium,4,1553.6100000000001,3.5,18.0,2,7606.679999999999,2288.0,18308.0,155.0,8026.53,1.8933333333333335
2023-09-17,Regular,4,1300.4,3.0,27.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,New Users,3,657.12,2.0,12.0,3,8601.67,956.0,14461.0,47.0,14452.0,2.1550000000000002
2023-09-18,Premium,6,3050.58,4.0,15.5,2,7853.41,806.0,9456.0,143.0,10178.97,3.165
2023-09-18,Regular,6,2366.01,4.666666666666667,23.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-19,Inactive,6,4133.26,3.5,18.0,4,6193.06,640.0,12379.0,129.0,16249.86,2.635
2023-09-19,New Users,8,5616.14,3.3333333333333335,16.0,3,17286.22,2495.0,30822.0,241.0,22791.95,2.94
2023-09-19,Premium,2,326.06,4.0,25.0,1,3902.27,338.0,9881.0,54.0,4397.78,2.25
2023-09-20,Inactive,3,633.75,4.0,20.0,1,8181.24,543.0,8515.0,51.0,17518.83,2.5149999999999997
2023-09-20,New Users,1,631.7,4.0,6.0,1,14359.49,2567.0,28074.0,229.0,20303.4,2.654
2023-09-20,Premium,9,2500.87,3.4,15.0,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-21,Inactive,2,1128.3200000000002,4.0,37.0,2,1017.74,840.0,2875.0,30.0,7807.46,3.34
2023-09-21,New Users,3,113.4,3.0,18.0,1,3775.05,749.0,12000.0,83.0,6842.889999999999,2.49
2023-09-21,Premium,1,568.94,1.0,14.0,1,11451.07,2185.0,18263.0,239.0,32218.29,1.85
2023-09-21,Regular,5,4685.86,3.5,19.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-22,Inactive,9,1401.77,2.5,26.0,4,7338.36,714.0,8107.0,52.0,9946.63,1.955
2023-09-22,Premium,1,432.0,3.0,21.0,1,18325.39,2112.0,27645.0,247.0,30529.72,2.464
2023-09-22,Regular,6,3283.33,2.3333333333333335,14.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-23,Inactive,10,4979.9800000000005,3.75,20.5,4,1194.61,706.0,6922.0,48.0,9937.89,2.71
2023-09-23,New Users,9,5278.88,3.75,23.0,4,5889.389999999999,265.0,17983.0,93.0,16202.609999999999,2.83
2023-09-23,Premium,2,845.74,3.0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-23,Regular,6,4729.8099999999995,2.3333333333333335,19.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-24,Inactive,6,4197.48,2.0,14.0,2,1882.93,350.0,3299.0,76.0,3016.55,2.23
2023-09-24,New Users,2,1476.92,5.0,18.0,1,6041.2699999999995,2122.0,14705.0,122.0,21579.23,2.61
2023-09-24,Premium,7,3198.19,4.5,23.5,4,6549.879999999999,1561.0,8294.0,155.0,13890.59,1.8199999999999998
2023-09-24,Regular,2,1264.86,4.0,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-25,Inactive,7,6060.17,3.3333333333333335,18.666666666666668,3,9853.25,1439.0,23444.0,171.0,9753.39,2.9633333333333334
2023-09-25,New Users,4,1050.05,3.0,16.5,2,6680.57,1125.0,12011.0,93.0,16703.03,2.965
2023-09-25,Premium,6,3137.07,2.5,21.0,2,6459.73,1263.0,17544.0,99.0,13962.18,2.515
2023-09-25,Regular,1,563.45,3.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-26,Inactive,2,1902.54,3.0,36.0,1,4446.0199999999995,860.0,12176.0,105.0,15134.420000000002,2.31
2023-09-26,Premium,8,5302.0,3.8,20.8,5,6601.6,784.0,10628.0,102.0,11913.39,3.09
2023-09-26,Regular,6,3195.4799999999996,4.0,18.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-27,Inactive,3,1058.31,1.5,25.5,2,14899.46,2237.0,21785.0,190.0,19314.86,2.5025
2023-09-27,New Users,10,3219.91,3.2,33.6,5,3798.04,198.0,9266.0,88.0,8385.26,2.07
2023-09-27,Premium,11,6371.09,3.0,22.0,6,2198.74,375.0,8886.0,97.0,3263.4,3.88
2023-09-27,Regular,3,1192.65,5.0,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-28,Inactive,10,6683.719999999999,2.8,17.4,5,3278.93,623.0,7749.0,85.0,7426.39,3.15
2023-09-28,New Users,3,66.42,3.0,14.0,1,6075.16,1069.0,18019.0,123.0,25293.339999999997,3.4966666666666666
2023-09-28,Premium,7,3166.31,3.75,14.25,4,7709.639999999999,1230.0,13749.0,188.0,17919.35,2.85
2023-09-28,Regular,4,1594.24,4.0,13.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-29,Inactive,5,4057.85,4.0,21.5,2,4406.44,746.0,7977.0,35.0,4962.95,1.96
2023-09-29,New Users,1,530.85,5.0,13.0,1,7014.72,1229.0,8690.0,174.0,17843.37,1.895
2023-09-29,Premium,2,446.54,5.0,22.0,1,12941.9,2455.0,31271.0,205.0,31097.62,1.9780000000000002
2023-09-29,Regular,6,3834.09,3.0,18.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30,Inactive,3,2157.24,3.5,25.5,2,14478.89,2149.0,29759.0,251.0,18647.739999999998,2.186
2023-09-30,New Users,3,39.75,4.0,23.0,1,7151.07,891.0,14507.0,126.0,16533.379999999997,3.14
2023-09-30,Premium,6,4885.719999999999,3.6666666666666665,15.0,3,2932.21,256.0,4960.0,36.0,5731.34,2.24
2023-09-30,Regular,3,2482.32,2.0,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,Inactive,2,681.32,3.0,6.0,1,5615.33,1109.0,11473.0,57.0,13372.66,2.34
2023-10-01,New Users,3,912.9300000000001,2.5,12.5,2,4296.78,381.0,6658.0,59.0,5943.82,2.09
2023-10-01,Regular,3,575.6800000000001,4.5,20.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-02,Inactive,11,8591.54,4.0,18.4,5,15537.210000000001,3132.0,26401.0,248.0,34710.17,2.878
2023-10-02,New Users,7,2109.65,3.6666666666666665,17.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-02,Premium,5,1544.62,3.0,11.5,2,5045.66,909.0,8019.0,96.0,17843.7,2.7533333333333334
2023-10-02,Regular,2,1863.22,5.0,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-03,Inactive,4,2850.23,2.5,10.0,2,3938.32,1705.0,9368.0,65.0,6461.68,2.26
2023-10-03,New Users,4,2066.2999999999997,4.5,15.0,2,8164.530000000001,1014.0,8351.0,53.0,16118.27,3.19
2023-10-03,Premium,7,6411.74,3.0,15.25,4,12504.09,2302.0,22862.0,289.0,23239.48,3.5425
2023-10-03,Regular,9,4791.03,4.333333333333333,15.0,6,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-04,New Users,11,4591.4400000000005,3.0,22.5,4,7953.77,2348.0,12175.0,160.0,17814.74,2.4933333333333336
2023-10-04,Premium,7,3095.59,2.3333333333333335,21.666666666666668,3,3107.62,208.0,8359.0,65.0,6088.51,2.31
2023-10-04,Regular,12,2481.99,3.3333333333333335,17.666666666666668,6,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-05,Inactive,3,2297.28,4.0,18.0,1,8404.630000000001,1597.0,16385.0,188.0,20973.52,2.33
2023-10-05,New Users,7,4015.33,3.6666666666666665,16.0,3,11893.79,2175.0,17208.0,187.0,16731.39,2.6233333333333335
2023-10-05,Premium,2,1774.96,2.0,6.0,1,3139.81,148.0,5140.0,30.0,9434.74,1.67
2023-10-05,Regular,2,1724.56,4.0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-06,New Users,3,1474.5700000000002,4.5,16.5,2,20360.36,2039.0,28881.0,317.0,32144.96,2.742
2023-10-06,Premium,2,1395.06,4.0,18.0,1,6358.98,1418.0,4072.0,95.0,11589.5,2.07
2023-10-07,Inactive,2,1069.13,3.0,18.0,2,4801.5,963.0,15529.0,144.0,13591.039999999999,1.7999999999999998
2023-10-07,New Users,6,1646.52,2.0,24.0,2,10396.67,1595.0,19810.0,139.0,17852.12,3.02
2023-10-07,Premium,11,3684.7799999999997,4.5,27.75,4,2547.09,201.0,1659.0,15.0,6180.29,3.99
2023-10-07,Regular,3,1194.96,3.5,22.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-08,Inactive,2,895.4000000000001,4.5,11.5,2,2543.02,869.0,2093.0,80.0,4412.7,1.87
2023-10-08,New Users,7,3165.2599999999998,3.6666666666666665,13.666666666666666,3,7491.17,405.0,15191.0,64.0,15583.5,2.705
2023-10-08,Regular,5,4250.38,4.5,41.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09,Inactive,10,6832.32,3.2,16.4,5,6511.799999999999,914.0,4853.0,90.0,13287.29,2.8449999999999998
2023-10-09,New Users,4,2141.26,3.0,19.0,2,6890.29,667.0,22940.0,132.0,16034.239999999998,2.9633333333333334
2023-10-09,Premium,9,4560.65,2.25,25.5,4,1171.55,477.0,7099.0,52.0,7873.61,3.24
2023-10-09,Regular,7,6102.58,3.0,23.0,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10,Inactive,8,5553.68,3.0,22.333333333333332,3,8397.7,1292.0,11134.0,148.0,12179.85,2.8899999999999997
2023-10-10,New Users,1,556.35,2.0,37.0,1,12019.77,1266.0,11822.0,124.0,13421.92,3.27
2023-10-10,Premium,7,4996.17,2.5,19.0,4,4266.55,739.0,12612.0,70.0,12464.92,2.96
2023-10-11,Inactive,7,2819.25,3.25,15.75,4,12717.09,1030.0,17384.0,194.0,18138.77,2.36
2023-10-11,Premium,6,2213.73,2.6666666666666665,21.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-11,Regular,3,175.77,4.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-12,Inactive,5,3034.39,3.0,14.666666666666666,3,10289.92,1568.0,17948.0,142.0,26134.78,2.6325
2023-10-12,New Users,2,166.36,3.0,43.0,1,8877.45,1061.0,14684.0,134.0,19502.31,3.5700000000000003
2023-10-12,Premium,13,6202.52,3.0,15.6,5,7690.82,1137.0,10125.0,138.0,9590.4,2.8150000000000004
2023-10-12,Regular,3,2849.19,1.0,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-13,Inactive,6,1880.13,3.5,17.5,2,4923.52,1082.0,11550.0,115.0,15593.27,2.13
2023-10-13,New Users,3,2107.62,3.0,28.0,1,3181.53,562.0,4575.0,45.0,5707.35,2.19
2023-10-13,Premium,5,1777.54,4.0,20.5,2,21749.55,3636.0,20219.0,275.0,24496.2,3.118
2023-10-13,Regular,1,418.48,5.0,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-14,Inactive,1,160.07,5.0,15.0,1,13619.27,2136.0,20317.0,340.0,18815.09,2.1025
2023-10-14,New Users,2,1738.44,3.0,20.0,1,7625.39,851.0,9586.0,99.0,12908.09,2.56
2023-10-14,Premium,10,6478.07,3.5,16.5,4,1323.34,126.0,2358.0,30.0,5137.61,2.87
2023-10-14,Regular,2,880.38,3.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-15,Inactive,10,4417.24,3.4,22.4,5,2302.75,445.0,5048.0,64.0,3544.85,3.88
2023-10-15,New Users,2,847.12,1.0,11.0,1,9760.380000000001,1373.0,18699.0,182.0,24312.11,3.283333333333333
2023-10-15,Premium,4,1933.91,4.333333333333333,24.0,3,15348.39,3521.0,21329.0,341.0,28239.620000000003,2.716
2023-10-15,Regular,10,5922.63,2.2,16.4,5,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16,Inactive,4,3078.19,4.0,32.0,2,12492.89,1343.0,9705.0,90.0,22165.2,3.34
2023-10-16,New Users,6,3201.17,3.25,14.0,4,5671.32,742.0,6514.0,97.0,13992.66,2.935
2023-10-16,Regular,3,759.16,2.0,13.5,2,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17,Inactive,7,4046.39,2.6666666666666665,23.333333333333332,3,7947.610000000001,1203.0,10935.0,104.0,9038.01,3.76
2023-10-17,New Users,3,2026.38,2.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17,Premium,6,1665.2399999999998,4.0,19.0,2,10641.86,3379.0,26987.0,295.0,17202.64,2.6399999999999997
