주간_시작일,상품명,target_audience,수량,금액,평점,배송소요시간,카테고리,브랜드,spend,clicks,impressions,conversions,roas
2023-12-04,Cola,All,5,3032.96,3.0,13.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",74095.13,12988,120690,1190,2.7934782608695654
2023-12-04,Cola,Premium,5,625.94,3.0,15.5,Cold Drinks & Juices,Bhattacharyya PLC,25263.09,7029,53386,418,2.5244444444444443
2023-12-11,Cola,All,3,1266.69,5.0,15.0,Cold Drinks & Juices,Rastogi Inc,54870.52,8217,90832,969,2.8327777777777774
2023-12-11,Cola,Inactive,2,1343.36,3.0,7.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",20027.67,2380,38212,347,3.028333333333333
2023-12-18,Cola,Inactive,3,1266.69,4.0,16.0,Cold Drinks & Juices,Rastogi Inc,59080.48,10568,99576,1051,2.7649999999999997
2023-12-25,Cola,Inactive,2,1766.88,3.0,25.0,Cold Drinks & Juices,Pal-Sehgal,70086.63,12319,133698,1311,2.769090909090909
2024-01-01,Cola,Inactive,1,738.46,5.0,12.0,Cold Drinks & Juices,Khurana-Dewan,25044.15,3656,47779,456,2.785
2024-01-01,Cola,New Users,1,44.35,3.0,23.0,Cold Drinks & Juices,"Basu, Rout and Mistry",40567.59,6335,73513,947,2.742
2024-01-08,Cola,All,2,1766.88,4.0,23.0,Cold Drinks & Juices,Pal-Sehgal,60311.16,10139,82895,950,2.6038888888888887
2024-01-08,Cola,Inactive,4,3558.2400000000002,2.0,34.5,Cold Drinks & Juices,Pal-Sehgal,36953.840000000004,7261,67877,569,3.1266666666666665
2024-01-15,Cola,All,1,179.08,2.0,20.0,Cold Drinks & Juices,Bhattacharyya PLC,39169.83,7784,64391,644,2.738571428571429
2024-01-29,Cola,New Users,3,2674.8,4.0,17.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",52265.43,12524,114664,1044,2.5005263157894735
2024-02-05,Cola,Premium,3,2015.04,3.0,33.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",43257.770000000004,10317,95757,793,2.7175000000000002
2024-02-19,Cola,New Users,1,671.68,4.0,24.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",68388.43,11869,115340,1349,2.4952380952380953
2024-02-19,Cola,Premium,2,844.46,4.0,30.0,Cold Drinks & Juices,Rastogi Inc,62563.49,10956,101004,1019,2.813684210526316
2024-02-26,Cola,Premium,3,537.24,4.0,32.0,Cold Drinks & Juices,Bhattacharyya PLC,27401.34,7372,53516,576,2.812727272727273
2024-03-11,Cola,All,3,2674.8,5.0,11.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",63053.08,11806,126922,1426,2.591818181818182
2024-03-11,Cola,New Users,3,2650.32,4.0,11.0,Cold Drinks & Juices,Pal-Sehgal,47887.22,6132,69665,865,2.805
2024-03-11,Cola,Premium,2,358.16,5.0,11.0,Cold Drinks & Juices,Bhattacharyya PLC,47296.33,7499,75021,780,2.4764285714285714
2024-04-01,Cola,Inactive,2,88.7,2.0,16.0,Cold Drinks & Juices,"Basu, Rout and Mistry",50553.270000000004,10414,87494,809,2.5146666666666664
2024-04-15,Cola,All,1,738.46,1.0,17.0,Cold Drinks & Juices,Khurana-Dewan,71479.47,11886,118898,1307,2.838181818181818
2024-04-15,Cola,Inactive,3,2215.38,1.0,9.0,Cold Drinks & Juices,Khurana-Dewan,31148.48,5772,47797,603,3.077
2024-04-22,Cola,New Users,3,2015.04,4.0,19.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",31959.11,7720,86281,791,3.1738461538461538
2024-04-29,Cola,All,4,1420.68,2.5,16.0,Cold Drinks & Juices,Pal-Sehgal,64447.979999999996,12548,86975,944,2.731
2024-04-29,Cola,Inactive,1,179.08,3.0,11.0,Cold Drinks & Juices,Bhattacharyya PLC,47321.82,8809,56326,812,2.6425
2024-05-06,Cola,Premium,3,1266.69,3.0,17.0,Cold Drinks & Juices,Rastogi Inc,53933.34,9788,117499,1028,3.0673684210526315
2024-05-13,Cola,All,2,358.16,3.0,28.0,Cold Drinks & Juices,Bhattacharyya PLC,48601.899999999994,8408,71656,696,2.5
2024-05-20,Cola,New Users,2,88.7,3.0,25.0,Cold Drinks & Juices,"Basu, Rout and Mistry",52303.49,9885,75426,926,2.8547058823529414
2024-05-20,Cola,Premium,1,422.23,5.0,40.0,Cold Drinks & Juices,Rastogi Inc,68183.27,12961,145810,1275,2.8070833333333334
2024-06-03,Cola,Inactive,2,1476.92,3.0,11.0,Cold Drinks & Juices,Khurana-Dewan,64498.57,9673,116289,1013,2.4405
2024-06-10,Cola,Inactive,2,1476.92,3.0,17.0,Cold Drinks & Juices,Khurana-Dewan,44072.76,7150,80528,787,2.670714285714286
2024-06-17,Cola,Inactive,3,1266.69,4.0,13.0,Cold Drinks & Juices,Rastogi Inc,61374.479999999996,10738,101532,1172,2.546842105263158
2024-06-17,Cola,Premium,3,537.24,4.0,20.0,Cold Drinks & Juices,Bhattacharyya PLC,48445.21,9460,91713,656,2.45625
2024-06-24,Cola,Inactive,5,2320.44,3.5,17.0,Cold Drinks & Juices,Bhattacharyya PLC,44085.83,7835,68802,957,2.520625
2024-07-01,Cola,All,2,1343.36,3.0,27.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",58852.15,11818,77202,906,2.663333333333333
2024-07-08,Cola,All,3,537.24,3.0,18.0,Cold Drinks & Juices,Bhattacharyya PLC,47402.85,7660,93998,842,2.634375
2024-07-15,Cola,Inactive,4,3322.0,2.0,14.5,Cold Drinks & Juices,"Karan, Bandi and Acharya",45646.76,9136,93822,807,2.7246666666666663
2024-07-15,Cola,Premium,6,2783.3700000000003,2.0,14.0,Cold Drinks & Juices,Pal-Sehgal,35875.44,8031,66485,804,2.974285714285714
2024-07-22,Cola,All,3,2454.88,3.5,25.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",48766.61,8111,104841,878,3.141875
2024-07-29,Cola,All,1,422.23,4.0,19.0,Cold Drinks & Juices,Rastogi Inc,31118.879999999997,6446,61768,752,2.8975000000000004
2024-08-05,Cola,New Users,3,2215.38,5.0,10.0,Cold Drinks & Juices,Khurana-Dewan,39713.62,7291,85509,815,2.8857142857142857
2024-08-12,Cola,New Users,3,2215.38,1.0,25.0,Cold Drinks & Juices,Khurana-Dewan,42068.48,9251,86974,730,3.0493333333333337
2024-08-26,Cola,Inactive,3,1241.6000000000001,3.0,21.5,Cold Drinks & Juices,Pal-Sehgal,42613.38,7763,87084,906,2.865
2024-08-26,Cola,Premium,1,671.68,1.0,41.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",45352.09,8869,97777,771,2.766
2024-09-02,Cola,All,2,844.46,4.0,9.0,Cold Drinks & Juices,Rastogi Inc,73648.81,12932,129557,1434,2.8152173913043477
2024-09-02,Cola,New Users,3,537.24,5.0,35.0,Cold Drinks & Juices,Bhattacharyya PLC,42795.72,5808,84907,602,2.8225
2024-09-09,Cola,All,3,133.05,5.0,11.0,Cold Drinks & Juices,"Basu, Rout and Mistry",51231.57,9462,101292,1061,2.7070588235294117
2024-09-23,Cola,New Users,2,1343.36,3.0,15.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",47814.62,8329,75646,846,2.3921428571428573
2024-10-07,Cola,Inactive,3,2674.8,4.0,10.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",33218.9,5059,64611,556,2.5300000000000002
2024-10-07,Cola,New Users,3,2674.8,4.0,18.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",48280.58,9604,88886,1110,2.80625
2024-10-21,Cola,All,1,891.6,3.0,9.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",42054.95,7499,64990,710,2.8969230769230765
2024-10-21,Cola,Premium,1,738.46,5.0,14.0,Cold Drinks & Juices,Khurana-Dewan,47361.82,7235,89071,841,2.356
2024-10-28,Cola,All,2,844.46,4.0,15.0,Cold Drinks & Juices,Rastogi Inc,54789.89,10106,108833,1223,2.723
2024-10-28,Cola,Premium,4,3533.76,3.0,11.0,Cold Drinks & Juices,Pal-Sehgal,35877.58,6800,69820,503,2.8366666666666664
2023-03-20,Cookies,New Users,1,237.62,3.0,34.0,Snacks & Munchies,Mital-Oza,56821.229999999996,8345,85204,1018,2.6776470588235295
2023-04-10,Cookies,New Users,1,951.27,1.0,26.0,Snacks & Munchies,"Roy, Seth and Patla",45597.33,7144,78983,875,3.1538461538461537
2023-04-17,Cookies,Premium,1,357.42,4.0,31.0,Snacks & Munchies,Raj and Sons,58486.66,9275,103363,1029,2.7657894736842104
2023-04-24,Cookies,All,2,1902.54,1.0,17.0,Snacks & Munchies,"Roy, Seth and Patla",37049.9,7762,65981,646,2.4781818181818185
2023-05-01,Cookies,Inactive,3,712.86,1.0,11.0,Snacks & Munchies,Mital-Oza,37255.74,6717,67824,605,2.6991666666666667
2023-05-08,Cookies,New Users,2,714.84,4.0,10.0,Snacks & Munchies,Raj and Sons,54002.56,11182,82292,929,2.4555555555555557
2023-05-08,Cookies,Premium,3,2853.81,3.0,12.0,Snacks & Munchies,"Roy, Seth and Patla",62558.4,9978,113390,996,2.4765
2023-05-22,Cookies,New Users,3,1072.26,3.0,36.0,Snacks & Munchies,Raj and Sons,45888.2,7480,74625,659,2.7521428571428572
2023-06-12,Cookies,New Users,2,475.24,2.0,26.0,Snacks & Munchies,Mital-Oza,32524.37,6623,62760,546,2.7758333333333334
2023-06-19,Cookies,New Users,1,951.27,5.0,12.0,Snacks & Munchies,"Roy, Seth and Patla",42037.32,8303,82964,811,2.697142857142857
2023-07-31,Cookies,New Users,1,237.62,1.0,12.0,Snacks & Munchies,Mital-Oza,54874.95,10482,99265,903,2.6105555555555555
2023-09-25,Cookies,Inactive,2,1902.54,3.0,36.0,Snacks & Munchies,"Roy, Seth and Patla",56978.32,9163,114363,894,2.457777777777778
2023-10-02,Cookies,All,2,475.24,2.0,18.0,Snacks & Munchies,Mital-Oza,43100.62,7506,74614,738,2.988571428571429
2023-10-02,Cookies,Inactive,2,1902.54,3.0,24.0,Snacks & Munchies,"Roy, Seth and Patla",42641.6,9479,93748,858,2.271875
2023-10-02,Cookies,Premium,1,951.27,4.0,13.0,Snacks & Munchies,"Roy, Seth and Patla",44962.38,7238,68562,737,2.9
2023-11-20,Cookies,All,3,2853.81,1.0,14.0,Snacks & Munchies,"Roy, Seth and Patla",57442.38,10851,103540,830,2.5741176470588236
2023-11-20,Cookies,New Users,1,951.27,3.0,34.0,Snacks & Munchies,"Roy, Seth and Patla",48614.31,11025,103325,1215,2.6894736842105265
2023-11-27,Cookies,Inactive,1,951.27,4.0,15.0,Snacks & Munchies,"Roy, Seth and Patla",44676.42,6851,72278,636,2.772307692307692
2023-11-27,Cookies,Premium,2,475.24,1.0,9.0,Snacks & Munchies,Mital-Oza,52000.32,11256,126948,1043,2.7352631578947366
2023-12-18,Cookies,Premium,2,1902.54,5.0,13.0,Snacks & Munchies,"Roy, Seth and Patla",40266.83,7733,99034,886,2.693125
2024-01-01,Cookies,Premium,2,475.24,3.0,34.0,Snacks & Munchies,Mital-Oza,53382.9,9502,87521,899,2.651111111111111
2024-01-08,Cookies,All,3,712.86,5.0,20.0,Snacks & Munchies,Mital-Oza,60311.16,10139,82895,950,2.6038888888888887
2024-02-12,Cookies,Inactive,2,475.24,3.0,38.0,Snacks & Munchies,Mital-Oza,42007.979999999996,8213,77101,988,2.71625
2024-03-11,Cookies,All,2,714.84,5.0,12.0,Snacks & Munchies,Raj and Sons,63053.08,11806,126922,1426,2.591818181818182
2024-04-01,Cookies,Inactive,3,712.86,3.0,22.0,Snacks & Munchies,Mital-Oza,50553.270000000004,10414,87494,809,2.5146666666666664
2024-04-01,Cookies,New Users,1,951.27,1.0,17.0,Snacks & Munchies,"Roy, Seth and Patla",38206.86,9618,84673,733,2.6942857142857144
2024-04-15,Cookies,All,2,475.24,3.0,6.0,Snacks & Munchies,Mital-Oza,71479.47,11886,118898,1307,2.838181818181818
2024-04-15,Cookies,Inactive,3,1072.26,5.0,19.0,Snacks & Munchies,Raj and Sons,31148.48,5772,47797,603,3.077
2024-04-15,Cookies,New Users,1,951.27,3.0,20.0,Snacks & Munchies,"Roy, Seth and Patla",57591.46,7723,84026,908,2.848235294117647
2024-04-15,Cookies,Premium,2,475.24,4.0,16.0,Snacks & Munchies,Mital-Oza,39787.88,7161,64296,825,2.795714285714286
2024-05-27,Cookies,Premium,2,1902.54,1.0,37.0,Snacks & Munchies,"Roy, Seth and Patla",29399.73,5532,59854,581,2.948
2024-06-03,Cookies,Inactive,3,712.86,4.0,16.0,Snacks & Munchies,Mital-Oza,64498.57,9673,116289,1013,2.4405
2024-06-10,Cookies,All,2,714.84,4.0,23.0,Snacks & Munchies,Raj and Sons,61525.72,13487,115742,1190,2.4956521739130433
2024-06-10,Cookies,Inactive,2,1902.54,3.0,18.0,Snacks & Munchies,"Roy, Seth and Patla",44072.76,7150,80528,787,2.670714285714286
2024-06-17,Cookies,All,3,712.86,4.0,37.0,Snacks & Munchies,Mital-Oza,41747.9,6255,75385,692,2.6700000000000004
2024-06-17,Cookies,Inactive,3,712.86,4.0,21.0,Snacks & Munchies,Mital-Oza,61374.479999999996,10738,101532,1172,2.546842105263158
2024-07-01,Cookies,All,1,951.27,4.0,14.0,Snacks & Munchies,"Roy, Seth and Patla",58852.15,11818,77202,906,2.663333333333333
2024-07-15,Cookies,New Users,1,237.62,3.0,11.0,Snacks & Munchies,Mital-Oza,44623.76,10551,85393,871,2.840625
2024-08-12,Cookies,Inactive,2,714.84,3.0,17.0,Snacks & Munchies,Raj and Sons,60186.090000000004,10495,95509,1056,2.843888888888889
2024-08-19,Cookies,Inactive,3,712.86,5.0,25.0,Snacks & Munchies,Mital-Oza,36292.93,7656,67307,626,2.724285714285714
2024-09-09,Cookies,All,5,3329.05,4.0,24.5,Snacks & Munchies,"Roy, Seth and Patla",51231.57,9462,101292,1061,2.7070588235294117
2024-09-23,Cookies,All,3,1072.26,2.0,12.0,Snacks & Munchies,Raj and Sons,47070.4,9221,83464,954,2.551875
2024-09-30,Cookies,New Users,3,1072.26,1.0,6.0,Snacks & Munchies,Raj and Sons,59587.56,11047,129928,1077,2.5923809523809522
2024-09-30,Cookies,Premium,3,1072.26,4.0,6.0,Snacks & Munchies,Raj and Sons,38653.62,7299,53808,715,2.495
2024-10-14,Cookies,Premium,3,712.86,2.0,6.0,Snacks & Munchies,Mital-Oza,46563.91,10065,84660,753,2.6262499999999998
2024-10-21,Cookies,All,1,237.62,4.0,18.0,Snacks & Munchies,Mital-Oza,42054.95,7499,64990,710,2.8969230769230765
2023-03-13,Cough Syrup,Inactive,1,877.89,4.0,23.0,Pharmacy,Pant LLC,19932.99,3348,37978,418,2.867142857142857
2023-03-13,Cough Syrup,Premium,1,90.56,3.0,23.0,Pharmacy,Ram-Suri,9385.08,2244,18475,154,2.3733333333333335
2023-03-20,Cough Syrup,Premium,1,785.67,4.0,17.0,Pharmacy,Kurian-Chhabra,36226.59,6804,65038,658,2.6266666666666665
2023-03-27,Cough Syrup,All,1,90.56,4.0,28.0,Pharmacy,Ram-Suri,46757.7,8393,96262,880,2.623125
2023-03-27,Cough Syrup,Premium,2,181.12,3.0,21.0,Pharmacy,Ram-Suri,61319.81,11123,97441,1075,2.7783333333333333
2023-04-10,Cough Syrup,Inactive,2,1531.52,3.0,22.0,Pharmacy,Balan-Madan,42929.31,6259,83522,780,2.48
2023-04-10,Cough Syrup,Premium,2,434.8,4.0,27.0,Pharmacy,Edwin and Sons,52395.81,10599,90895,983,2.663888888888889
2023-04-17,Cough Syrup,New Users,2,1114.1799999999998,4.0,34.5,Pharmacy,Kurian-Chhabra,35359.79,5455,64341,577,2.518181818181818
2023-04-24,Cough Syrup,Inactive,2,1728.6,5.0,23.0,Pharmacy,Dalal PLC,44161.76,8579,75686,663,2.818
2023-04-24,Cough Syrup,New Users,1,864.3,3.0,23.0,Pharmacy,Dalal PLC,28332.309999999998,4375,62172,663,2.6027272727272726
2023-05-01,Cough Syrup,All,7,3065.0,3.0,18.666666666666668,Pharmacy,Edwin and Sons,65198.43,11180,106428,1254,2.799090909090909
2023-05-01,Cough Syrup,Inactive,2,1154.26,4.0,12.0,Pharmacy,Hayer-Banerjee,37255.74,6717,67824,605,2.6991666666666667
2023-05-08,Cough Syrup,All,5,452.8,3.0,30.5,Pharmacy,Ram-Suri,43120.64,8427,84971,717,2.6133333333333337
2023-05-08,Cough Syrup,New Users,3,271.68,4.0,23.0,Pharmacy,Ram-Suri,54002.56,11182,82292,929,2.4555555555555557
2023-05-08,Cough Syrup,Premium,4,1057.35,4.0,20.5,Pharmacy,Ram-Suri,62558.4,9978,113390,996,2.4765
2023-05-15,Cough Syrup,Inactive,1,577.13,2.0,19.0,Pharmacy,Hayer-Banerjee,47354.39,7461,77569,716,2.5820000000000003
2023-05-15,Cough Syrup,New Users,4,742.76,3.0,15.0,Pharmacy,Edwin and Sons,46403.020000000004,8224,107575,943,2.8294117647058825
2023-05-15,Cough Syrup,Premium,3,2633.67,3.0,10.0,Pharmacy,Pant LLC,41141.54,8323,78769,783,2.9407692307692312
2023-05-22,Cough Syrup,Inactive,2,1571.34,4.0,15.0,Pharmacy,Kurian-Chhabra,41940.92,7036,63237,780,2.6392307692307693
2023-05-22,Cough Syrup,New Users,2,1154.26,3.0,12.0,Pharmacy,Hayer-Banerjee,45888.2,7480,74625,659,2.7521428571428572
2023-05-22,Cough Syrup,Premium,2,1095.29,3.5,34.0,Pharmacy,Pant LLC,65568.96,12545,132815,1101,2.670952380952381
2023-05-29,Cough Syrup,Premium,3,2357.01,4.0,10.0,Pharmacy,Kurian-Chhabra,31890.93,6064,32683,635,2.6740000000000004
2023-06-05,Cough Syrup,Inactive,1,261.03,4.0,28.0,Pharmacy,Char-Divan,48968.97,9677,102613,972,2.88
2023-06-05,Cough Syrup,Premium,1,765.76,3.0,23.0,Pharmacy,Balan-Madan,53568.17,10356,83398,907,2.900588235294118
2023-06-12,Cough Syrup,All,1,90.56,5.0,14.0,Pharmacy,Ram-Suri,65846.36,9428,106752,840,2.7045000000000003
2023-06-19,Cough Syrup,All,4,3142.68,4.0,10.0,Pharmacy,Kurian-Chhabra,34791.79,7203,63264,647,2.8783333333333334
2023-06-19,Cough Syrup,Inactive,2,1571.34,3.0,26.0,Pharmacy,Kurian-Chhabra,70140.31,12667,130885,1290,2.590869565217391
2023-06-26,Cough Syrup,All,3,2337.1,3.5,15.0,Pharmacy,Balan-Madan,32417.34,6409,45535,693,2.715
2023-06-26,Cough Syrup,Inactive,5,3888.53,4.0,13.0,Pharmacy,Balan-Madan,47337.12,10464,121776,1006,2.855
2023-07-03,Cough Syrup,Premium,2,181.12,4.0,24.0,Pharmacy,Ram-Suri,42389.51,7869,85360,847,2.7786666666666666
2023-07-10,Cough Syrup,Inactive,5,4165.1900000000005,4.0,20.0,Pharmacy,Pant LLC,51539.340000000004,9477,94437,1037,2.3841176470588237
2023-07-17,Cough Syrup,Inactive,1,785.67,3.0,9.0,Pharmacy,Kurian-Chhabra,53340.71,11576,101180,807,2.7725
2023-07-17,Cough Syrup,New Users,1,261.03,3.0,16.0,Pharmacy,Char-Divan,59176.87,8565,107354,982,2.415294117647059
2023-07-24,Cough Syrup,Inactive,3,2317.19,1.5,17.5,Pharmacy,Kurian-Chhabra,40968.46,6868,105142,735,2.4766666666666666
2023-07-24,Cough Syrup,Premium,2,1531.52,4.0,34.0,Pharmacy,Balan-Madan,48265.82,8435,103331,926,2.58875
2023-07-31,Cough Syrup,All,5,3451.54,4.0,18.5,Pharmacy,Balan-Madan,36304.24,6213,64302,771,2.732727272727273
2023-08-07,Cough Syrup,New Users,3,2592.9,5.0,6.0,Pharmacy,Dalal PLC,82206.24,12667,122689,1282,2.6925000000000003
2023-08-21,Cough Syrup,Inactive,1,577.13,1.0,12.0,Pharmacy,Hayer-Banerjee,55256.8,10778,133351,1051,2.721818181818182
2023-08-21,Cough Syrup,New Users,1,261.03,4.0,16.0,Pharmacy,Char-Divan,29310.280000000002,6518,57574,614,3.03
2023-08-21,Cough Syrup,Premium,2,657.02,1.0,13.0,Pharmacy,"Savant, Batta and Mander",50311.37,12728,104313,780,2.6957894736842105
2023-08-28,Cough Syrup,All,1,90.56,3.0,8.0,Pharmacy,Ram-Suri,38827.78,6184,54966,650,2.861666666666667
2023-08-28,Cough Syrup,New Users,2,1728.6,1.0,16.0,Pharmacy,Dalal PLC,71970.96,13027,119308,1332,2.7504347826086954
2023-09-04,Cough Syrup,All,3,783.0899999999999,4.0,17.0,Pharmacy,Char-Divan,41361.89,8611,90427,695,2.467142857142857
2023-09-04,Cough Syrup,Inactive,2,522.06,3.0,17.0,Pharmacy,Char-Divan,73121.94,13862,135099,1640,2.486666666666667
2023-09-04,Cough Syrup,New Users,2,1154.26,4.0,44.0,Pharmacy,Hayer-Banerjee,37961.32,7021,51294,611,2.64
2023-09-11,Cough Syrup,All,3,985.53,3.0,14.5,Pharmacy,"Savant, Batta and Mander",30036.54,5483,65289,552,3.019090909090909
2023-09-11,Cough Syrup,New Users,3,2633.67,5.0,9.0,Pharmacy,Pant LLC,54414.37,9344,117560,1089,2.739
2023-09-18,Cough Syrup,Premium,3,652.2,5.0,6.0,Pharmacy,Edwin and Sons,48082.02,7002,73539,838,2.2814285714285716
2023-09-25,Cough Syrup,New Users,1,261.03,3.0,48.0,Pharmacy,Char-Divan,42890.94,6148,78650,738,2.829230769230769
2023-09-25,Cough Syrup,Premium,1,765.76,4.0,24.0,Pharmacy,Balan-Madan,57554.71,8979,126897,1013,2.6420000000000003
2023-10-02,Cough Syrup,All,4,2387.84,3.5,27.5,Pharmacy,Balan-Madan,43100.62,7506,74614,738,2.988571428571429
2023-10-02,Cough Syrup,Inactive,4,3161.58,4.5,14.5,Pharmacy,Balan-Madan,42641.6,9479,93748,858,2.271875
2023-10-02,Cough Syrup,New Users,3,783.0899999999999,1.0,36.0,Pharmacy,Char-Divan,66260.29000000001,9576,101616,920,2.772777777777778
2023-10-09,Cough Syrup,Premium,1,217.4,4.0,15.0,Pharmacy,Edwin and Sons,51550.2,9636,73742,906,2.926875
2023-10-16,Cough Syrup,Premium,3,1731.39,3.0,18.0,Pharmacy,Hayer-Banerjee,48452.97,9063,79855,972,2.9106666666666663
2023-10-23,Cough Syrup,Inactive,3,1731.39,5.0,12.0,Pharmacy,Hayer-Banerjee,58801.61,13122,122956,1269,2.859047619047619
2023-10-23,Cough Syrup,New Users,6,1478.9199999999998,3.3333333333333335,20.333333333333332,Pharmacy,Edwin and Sons,14268.95,4145,49901,428,2.575714285714286
2023-10-30,Cough Syrup,Inactive,3,271.68,3.0,22.0,Pharmacy,Ram-Suri,48603.88,8832,80084,705,2.8993333333333333
2023-10-30,Cough Syrup,Premium,2,1755.78,3.0,13.0,Pharmacy,Pant LLC,48699.99,8942,102514,834,2.7664705882352942
2023-11-06,Cough Syrup,All,2,434.8,4.0,5.0,Pharmacy,Edwin and Sons,36042.15,6787,66737,767,2.924285714285714
2023-11-06,Cough Syrup,Inactive,2,1154.26,3.0,14.0,Pharmacy,Hayer-Banerjee,45682.46,9224,79717,867,2.5733333333333333
2023-11-06,Cough Syrup,New Users,3,783.0899999999999,4.0,26.0,Pharmacy,Char-Divan,47853.24,8348,84252,1090,3.238235294117647
2023-11-13,Cough Syrup,All,2,434.8,4.0,30.0,Pharmacy,Edwin and Sons,37227.729999999996,6464,74209,558,2.5175
2023-11-13,Cough Syrup,Inactive,3,2357.01,3.0,17.0,Pharmacy,Kurian-Chhabra,51092.15,12733,111478,1360,2.894761904761905
2023-11-13,Cough Syrup,New Users,3,652.2,2.0,15.0,Pharmacy,Edwin and Sons,46076.9,10407,80066,931,2.739333333333333
2023-11-13,Cough Syrup,Premium,2,181.12,3.0,7.0,Pharmacy,Ram-Suri,49246.76,7391,86469,724,2.6806666666666668
2023-11-20,Cough Syrup,New Users,2,657.02,4.0,18.0,Pharmacy,"Savant, Batta and Mander",48614.31,11025,103325,1215,2.6894736842105265
2023-11-27,Cough Syrup,All,2,434.8,1.0,9.0,Pharmacy,Edwin and Sons,53433.4,7874,87412,958,2.877222222222222
2023-11-27,Cough Syrup,New Users,3,2016.81,4.0,26.0,Pharmacy,Char-Divan,35592.63,6646,63169,704,2.838461538461538
2023-11-27,Cough Syrup,Premium,4,1966.32,4.0,15.5,Pharmacy,Balan-Madan,52000.32,11256,126948,1043,2.7352631578947366
2023-12-04,Cough Syrup,All,3,271.68,1.0,14.0,Pharmacy,Ram-Suri,74095.13,12988,120690,1190,2.7934782608695654
2023-12-04,Cough Syrup,Inactive,4,2558.3100000000004,3.0,19.5,Pharmacy,Char-Divan,53880.52,9401,102698,1025,2.716111111111111
2023-12-04,Cough Syrup,New Users,3,271.68,1.0,19.0,Pharmacy,Ram-Suri,37636.46,7938,78492,707,2.8153846153846156
2023-12-04,Cough Syrup,Premium,4,1863.42,3.0,27.5,Pharmacy,Pant LLC,25263.09,7029,53386,418,2.5244444444444443
2023-12-11,Cough Syrup,All,2,1531.52,4.0,27.0,Pharmacy,Balan-Madan,54870.52,8217,90832,969,2.8327777777777774
2023-12-18,Cough Syrup,All,1,577.13,2.0,16.0,Pharmacy,Hayer-Banerjee,36874.94,7473,78834,537,2.8561538461538465
2023-12-18,Cough Syrup,Inactive,2,1728.6,3.0,21.0,Pharmacy,Dalal PLC,59080.48,10568,99576,1051,2.7649999999999997
2023-12-18,Cough Syrup,New Users,5,2954.3,4.333333333333333,22.666666666666668,Pharmacy,Balan-Madan,37421.93,8739,77085,784,2.702142857142857
2023-12-25,Cough Syrup,All,3,2357.01,5.0,13.0,Pharmacy,Kurian-Chhabra,41725.66,8244,74462,725,2.5140000000000002
2023-12-25,Cough Syrup,Inactive,3,2297.28,4.0,20.0,Pharmacy,Balan-Madan,70086.63,12319,133698,1311,2.769090909090909
2023-12-25,Cough Syrup,New Users,5,3186.41,4.0,22.666666666666668,Pharmacy,Pant LLC,33957.14,4155,53450,559,2.5645454545454545
2024-01-01,Cough Syrup,All,3,2592.9,3.0,17.0,Pharmacy,Dalal PLC,63804.51,9252,118564,1275,2.4690000000000003
2024-01-01,Cough Syrup,Inactive,1,877.89,4.0,19.0,Pharmacy,Pant LLC,25044.15,3656,47779,456,2.785
2024-01-01,Cough Syrup,New Users,1,328.51,3.0,37.0,Pharmacy,"Savant, Batta and Mander",40567.59,6335,73513,947,2.742
2024-01-15,Cough Syrup,Inactive,2,1755.78,4.0,17.0,Pharmacy,Pant LLC,44851.57,8696,92016,1040,2.824375
2024-01-15,Cough Syrup,Premium,2,1154.26,3.0,18.0,Pharmacy,Hayer-Banerjee,60751.6,12517,98291,889,2.859
2024-01-29,Cough Syrup,Premium,3,2357.01,4.0,22.0,Pharmacy,Kurian-Chhabra,54636.56,8867,103201,960,3.0655555555555556
2024-02-05,Cough Syrup,All,1,877.89,4.0,16.0,Pharmacy,Pant LLC,52889.51,9910,92258,1033,3.1705555555555556
2024-02-05,Cough Syrup,Inactive,2,1531.52,4.0,24.0,Pharmacy,Balan-Madan,34733.56,4535,44693,509,2.6727272727272724
2024-02-05,Cough Syrup,New Users,3,2633.67,3.0,16.0,Pharmacy,Pant LLC,50180.9,11189,94212,1084,2.7083333333333335
2024-02-05,Cough Syrup,Premium,2,434.8,3.0,9.0,Pharmacy,Edwin and Sons,43257.770000000004,10317,95757,793,2.7175000000000002
2024-02-12,Cough Syrup,Premium,4,2006.1399999999999,2.0,25.0,Pharmacy,Kurian-Chhabra,44022.37,7299,62185,773,2.532857142857143
2024-02-19,Cough Syrup,All,2,522.06,5.0,18.0,Pharmacy,Char-Divan,34839.02,4213,53535,749,3.0954545454545452
