주문_ID,고객_ID_주문,주문일자,약속_배송시간,실제_배송시간,배송_소요시간_분,배송상태_주문,상품_ID,단가,상품명,카테고리,브랜드,가격,정가_MRP,마진율_퍼센트,유통기한_일수,거리_km,지연_사유,평점,피드백_내용,피드백_카테고리,피드백_일자
7193792738,84572019,2024-06-05,2024-06-05 15:49:59,2024-06-05 15:53:59,4.0,On Time,500633,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,2.36,Traffic,4,"Excellent quality, will buy again!",Delivery,2024-06-05
1533583386,35912599,2023-08-28,2023-08-28 20:27:24,2023-08-28 20:24:24,-3.0,On Time,240179,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,4.03,,3,Customer service was not helpful.,Product Quality,2023-08-28
7750989397,79672044,2024-01-07,2024-01-07 01:20:22,2024-01-07 01:24:22,4.0,On Time,300159,44.35,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,2.23,Traffic,3,"Delivery was fine, but the product could be better.",Delivery,2024-01-07
4434816229,63292875,2023-09-14,2023-09-14 07:10:00,2023-09-14 07:05:00,-5.0,On Time,537274,702.71,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,4.05,,4,"It was okay, nothing special.",Delivery,2023-09-14
6896732047,62068277,2024-04-18,2024-04-18 18:08:30,2024-04-18 18:06:30,-2.0,On Time,187399,53.49,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180,4.18,,4,"Nothing to complain about, but nothing exceptional.",Delivery,2024-04-18
4740837071,64795608,2023-11-01,2023-11-01 15:42:13,2023-11-01 15:47:13,5.0,On Time,833557,422.87,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,4.31,Traffic,4,Good selection of products.,Delivery,2023-11-01
6649631729,75640174,2024-09-30,2024-09-30 09:39:51,2024-09-30 09:38:51,-1.0,On Time,863930,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,0.86,,3,"It was okay, nothing special.",Product Quality,2024-09-30
5351526726,75892474,2023-03-28,2023-03-28 19:08:51,2023-03-28 19:04:51,-4.0,On Time,962054,16.86,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,2.79,,5,Good selection of products.,Delivery,2023-03-28
1506082041,11446157,2023-05-04,2023-05-04 08:00:45,2023-05-04 07:57:45,-3.0,On Time,880510,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,1.04,,1,Taste was not as expected.,App Experience,2023-05-04
1023260165,10683250,2024-02-16,2024-02-16 19:23:29,2024-02-16 19:23:29,0.0,On Time,470449,827.77,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,3.36,,3,The product met my expectations.,Delivery,2024-02-16
8257032403,17805991,2024-09-18,2024-09-18 21:34:58,2024-09-18 21:37:58,3.0,On Time,859361,432.39,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,2.03,Traffic,3,"Average experience, could improve.",App Experience,2024-09-18
7216524192,72605638,2024-09-01,2024-09-01 16:33:34,2024-09-01 16:30:34,-3.0,On Time,15314,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,3.33,,3,Customer service was not helpful.,Customer Service,2024-09-01
8619795820,98687927,2024-09-04,2024-09-04 09:30:19,2024-09-04 09:51:19,21.0,Significantly Delayed,449106,48.55,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35.0,365,4.22,Traffic,1,Delivery was late and I was unhappy.,Product Quality,2024-09-04
6494708839,25595836,2023-06-18,2023-06-18 16:18:43,2023-06-18 16:19:43,1.0,On Time,140154,171.2,Shampoo,Personal Care,Malhotra LLC,171.2,263.38,35.0,365,4.68,Traffic,5,"Excellent quality, will buy again!",App Experience,2023-06-18
9859249765,5039883,2024-05-13,2024-05-13 14:10:42,2024-05-13 14:07:42,-3.0,On Time,600767,722.42,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,4.49,,4,Highly recommended!,Product Quality,2024-05-13
3528020011,33675108,2023-11-12,2023-11-12 12:01:12,2023-11-12 12:04:12,3.0,On Time,592784,280.35,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35.0,90,2.96,Traffic,4,Good selection of products.,Customer Service,2023-11-12
5937934264,90346920,2024-09-11,2024-09-11 19:35:19,2024-09-11 19:50:19,15.0,Slightly Delayed,462526,449.97,Curd,Dairy & Breakfast,Pau and Sons,449.97,562.46,20.0,7,1.83,Traffic,5,Highly recommended!,App Experience,2024-09-11
2976477423,57213543,2023-08-17,2023-08-17 07:47:10,2023-08-17 07:47:10,0.0,On Time,585299,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,2.26,,3,"Delivery was fine, but the product could be better.",Customer Service,2023-08-17
1002438039,85198177,2024-02-17,2024-02-17 03:44:02,2024-02-17 03:43:02,-1.0,On Time,709916,33.76,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,1.4,,1,The packaging was poor.,Customer Service,2024-02-17
2571163022,59345983,2024-02-06,2024-02-06 22:20:16,2024-02-06 22:34:16,14.0,Slightly Delayed,487931,709.08,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365,4.14,Traffic,4,The product met my expectations.,Product Quality,2024-02-06
6850221497,21270783,2024-07-21,2024-07-21 22:52:39,2024-07-21 22:47:39,-5.0,On Time,812607,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,3.02,,4,Good selection of products.,Customer Service,2024-07-21
4706569127,68016312,2023-07-27,2023-07-27 18:51:32,2023-07-27 18:56:32,5.0,On Time,15314,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,4.56,Traffic,5,Items were in perfect condition.,Delivery,2023-07-27
8168261752,65903057,2024-04-22,2024-04-22 06:30:39,2024-04-22 06:53:39,23.0,Significantly Delayed,349294,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,2.24,Traffic,4,Customer service was very helpful.,App Experience,2024-04-22
5828325906,40587811,2023-12-04,2023-12-04 11:59:56,2023-12-04 11:57:56,-2.0,On Time,15314,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,4.29,,3,"Delivery was fine, but the product could be better.",Delivery,2023-12-04
5012271549,73061709,2024-09-21,2024-09-21 10:19:21,2024-09-21 10:47:21,28.0,Significantly Delayed,67197,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,2.59,Traffic,2,Product was damaged during delivery.,App Experience,2024-09-21
8110316958,61226835,2024-01-30,2024-01-30 19:48:34,2024-01-30 19:45:34,-3.0,On Time,451812,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,1.73,,1,Very disappointed with the quality.,Delivery,2024-01-30
3190808443,77618011,2024-01-10,2024-01-10 09:00:54,2024-01-10 08:56:54,-4.0,On Time,140489,650.2,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35.0,365,0.54,,4,Will definitely order again.,Delivery,2024-01-10
7175472728,9551011,2023-09-12,2023-09-12 12:01:20,2023-09-12 12:01:20,0.0,On Time,435929,856.89,Toilet Cleaner,Household Care,Memon Ltd,856.89,1142.52,25.0,365,4.77,,3,"It was okay, nothing special.",App Experience,2023-09-12
6011117738,24337950,2024-01-07,2024-01-07 11:01:31,2024-01-07 11:04:31,3.0,On Time,658389,152.55,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90,1.47,Traffic,3,"Average experience, could improve.",Product Quality,2024-01-07
5592928753,46875863,2024-08-23,2024-08-23 20:59:57,2024-08-23 21:10:57,11.0,Slightly Delayed,992178,632.43,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,3.13,Traffic,3,"Nothing to complain about, but nothing exceptional.",App Experience,2024-08-23
3952040848,31156674,2024-05-09,2024-05-09 00:41:37,2024-05-09 00:39:37,-2.0,On Time,927651,426.72,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,4.44,,3,Delivery was late and I was unhappy.,Product Quality,2024-05-09
7026479520,81994445,2024-07-17,2024-07-17 22:17:57,2024-07-17 22:19:57,2.0,On Time,613942,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,3.2,Traffic,3,Items were missing from my order.,Customer Service,2024-07-17
6572695161,64197854,2024-03-18,2024-03-18 08:32:53,2024-03-18 08:32:53,0.0,On Time,70969,631.7,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,0.88,,3,The packaging was poor.,Delivery,2024-03-18
9090769419,66485571,2024-09-02,2024-09-02 03:29:47,2024-09-02 03:25:47,-4.0,On Time,305754,979.99,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180,2.74,,4,Will definitely order again.,Delivery,2024-09-02
5979489110,22161071,2023-09-07,2023-09-07 08:03:52,2023-09-07 08:05:52,2.0,On Time,853932,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,1.9,Traffic,2,Items were missing from my order.,Product Quality,2023-09-07
964698323,81763298,2024-09-30,2024-09-30 23:34:20,2024-09-30 23:39:20,5.0,On Time,257719,281.73,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,2.87,Traffic,2,The packaging was poor.,App Experience,2024-09-30
2304242664,65815155,2024-03-21,2024-03-21 08:47:02,2024-03-21 08:47:02,0.0,On Time,516376,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,877.43,1169.91,25.0,3,2.7,,4,"Delivery was fine, but the product could be better.",Delivery,2024-03-21
2483843748,26040510,2023-05-24,2023-05-24 09:35:37,2023-05-24 09:38:37,3.0,On Time,812607,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,0.78,Traffic,5,Items were in perfect condition.,Customer Service,2023-05-24
2560588609,6291143,2024-06-21,2024-06-21 01:35:07,2024-06-21 01:36:07,1.0,On Time,186168,878.8,Dog Food,Pet Care,"Parekh, Lad and Kadakia",878.8,1352.0,35.0,365,1.87,Traffic,5,Very fresh and well-packaged.,App Experience,2024-06-21
9268920928,17805991,2023-07-05,2023-07-05 12:44:39,2023-07-05 12:48:39,4.0,On Time,9436,88.43,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35.0,365,1.7,Traffic,1,Delivery was late and I was unhappy.,Product Quality,2023-07-05
9554019312,6247821,2023-09-08,2023-09-08 02:10:46,2023-09-08 02:05:46,-5.0,On Time,578097,267.61,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35.0,90,3.54,,4,Great prices and fast delivery!,App Experience,2023-09-08
3749174258,38902193,2024-02-13,2024-02-13 07:59:49,2024-02-13 08:10:49,11.0,Slightly Delayed,613942,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,2.28,Traffic,4,Good selection of products.,Product Quality,2024-02-13
3947164241,95768401,2024-11-04,2024-11-04 20:43:15,2024-11-04 20:47:15,4.0,On Time,131136,37.8,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,3.26,Traffic,4,Items were in perfect condition.,App Experience,2024-11-04
487327038,67277562,2023-10-05,2023-10-05 00:41:02,2023-10-05 00:44:02,3.0,On Time,673058,765.76,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,1.42,Traffic,4,Highly recommended!,Product Quality,2023-10-05
8830321199,93341057,2024-08-10,2024-08-10 06:17:16,2024-08-10 06:32:16,15.0,Slightly Delayed,894539,445.48,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25.0,365,1.29,Traffic,5,Very fresh and well-packaged.,Product Quality,2024-08-10
3811318591,64940409,2023-07-07,2023-07-07 13:10:03,2023-07-07 13:08:03,-2.0,On Time,585299,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,4.0,,1,Product was damaged during delivery.,App Experience,2023-07-07
6795601573,46629917,2023-12-13,2023-12-13 02:49:49,2023-12-13 02:45:49,-4.0,On Time,677542,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,3.02,,5,Very happy with the service!,Customer Service,2023-12-13
2348495717,86067293,2023-06-27,2023-06-27 01:11:54,2023-06-27 01:11:54,0.0,On Time,709916,33.76,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,3.49,,5,"Excellent quality, will buy again!",Customer Service,2023-06-27
9505736584,63571453,2024-06-04,2024-06-04 05:50:56,2024-06-04 06:08:56,18.0,Significantly Delayed,667163,441.2,Orange Juice,Cold Drinks & Juices,Palla LLC,441.2,630.29,30.0,180,2.92,Traffic,5,Highly recommended!,Delivery,2024-06-04
1857227304,99301505,2024-03-19,2024-03-19 08:01:02,2024-03-19 08:05:02,4.0,On Time,194682,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,30.0,180,3.14,Traffic,5,Customer service was very helpful.,Product Quality,2024-03-19
5506485302,66655397,2023-05-19,2023-05-19 06:53:57,2023-05-19 06:48:57,-5.0,On Time,491521,556.35,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,2.4,,4,Highly recommended!,App Experience,2023-05-19
6074837981,61015113,2024-04-20,2024-04-20 13:08:11,2024-04-20 13:06:11,-2.0,On Time,373536,494.17,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,3.59,,5,Items were in perfect condition.,Customer Service,2024-04-20
4150569633,2903620,2023-10-29,2023-10-29 11:37:51,2023-10-29 12:01:51,24.0,Significantly Delayed,820973,114.52,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,3.71,Traffic,3,Customer service was not helpful.,App Experience,2023-10-29
609838437,54619715,2023-12-13,2023-12-13 05:18:58,2023-12-13 05:13:58,-5.0,On Time,382511,702.54,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,1.66,,3,The product met my expectations.,Delivery,2023-12-13
5229657139,18889370,2023-10-03,2023-10-03 12:08:27,2023-10-03 12:21:27,13.0,Slightly Delayed,487931,709.08,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365,2.36,Traffic,4,"Excellent quality, will buy again!",Product Quality,2023-10-03
2589639350,64141971,2023-08-01,2023-08-01 11:06:34,2023-08-01 11:03:34,-3.0,On Time,500739,359.98,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,3.06,,4,Very fresh and well-packaged.,App Experience,2023-08-01
7656948165,44410149,2023-06-07,2023-06-07 10:41:28,2023-06-07 10:54:28,13.0,Slightly Delayed,901144,340.36,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,2.72,Traffic,4,"Nothing to complain about, but nothing exceptional.",Delivery,2023-06-07
1806563605,25659794,2023-12-24,2023-12-24 00:41:24,2023-12-24 00:45:24,4.0,On Time,183929,738.74,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,7,2.11,Traffic,2,I had a bad experience.,Customer Service,2023-12-24
359819834,12755730,2023-12-27,2023-12-27 12:56:23,2023-12-27 13:25:23,29.0,Significantly Delayed,952168,236.95,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,1.31,Traffic,3,Customer service was not helpful.,App Experience,2023-12-27
1908423841,56441247,2023-10-28,2023-10-28 05:07:00,2023-10-28 05:08:00,1.0,On Time,449106,48.55,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35.0,365,1.43,Traffic,4,"Delivery was fine, but the product could be better.",App Experience,2023-10-28
299859815,2848415,2024-01-16,2024-01-16 03:03:51,2024-01-16 03:13:51,10.0,Slightly Delayed,707935,820.9,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,4.11,Traffic,1,Product was damaged during delivery.,Delivery,2024-01-16
923659418,25081012,2023-04-16,2023-04-16 13:32:50,2023-04-16 13:33:50,1.0,On Time,217710,58.59,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,2.11,Traffic,3,"It was okay, nothing special.",Customer Service,2023-04-16
3560625119,82989313,2023-05-13,2023-05-13 20:04:58,2023-05-13 20:14:58,10.0,Slightly Delayed,679865,347.91,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365,2.61,Traffic,2,I had a bad experience.,App Experience,2023-05-13
7111490680,32500305,2024-01-24,2024-01-24 19:29:43,2024-01-24 19:37:43,8.0,Slightly Delayed,317242,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,1.85,Traffic,5,Great prices and fast delivery!,Customer Service,2024-01-24
5766981431,93675757,2024-01-14,2024-01-14 04:42:49,2024-01-14 04:47:49,5.0,On Time,53833,134.69,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,4.34,Traffic,5,Highly recommended!,Delivery,2024-01-14
8609945311,51670882,2024-05-03,2024-05-03 10:10:04,2024-05-03 10:07:04,-3.0,On Time,853932,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,3.22,,1,Very disappointed with the quality.,Customer Service,2024-05-03
1691260635,80796977,2024-06-17,2024-06-17 10:35:39,2024-06-17 10:39:39,4.0,On Time,707935,820.9,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,3.43,Traffic,4,The product met my expectations.,Delivery,2024-06-17
8742091504,78254569,2023-07-03,2023-07-03 23:41:52,2023-07-03 23:54:52,13.0,Slightly Delayed,349294,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,3.54,Traffic,2,Product was damaged during delivery.,App Experience,2023-07-03
1997833025,72489544,2023-07-28,2023-07-28 23:39:23,2023-07-28 23:37:23,-2.0,On Time,123983,785.67,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,2.37,,1,Very disappointed with the quality.,App Experience,2023-07-28
3588296877,83404008,2024-08-13,2024-08-13 08:19:17,2024-08-13 08:44:17,25.0,Significantly Delayed,757274,98.32,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,3.92,Traffic,5,Good selection of products.,App Experience,2024-08-13
2404804990,81757554,2023-12-24,2023-12-24 12:50:31,2023-12-24 12:59:31,9.0,Slightly Delayed,557908,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,3.6,Traffic,4,Very fresh and well-packaged.,Product Quality,2023-12-24
8091385479,16082651,2024-04-09,2024-04-09 15:31:24,2024-04-09 15:36:24,5.0,On Time,14145,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,1.44,Traffic,5,Very happy with the service!,Customer Service,2024-04-09
7133174424,8513589,2023-06-22,2023-06-22 03:42:19,2023-06-22 03:43:19,1.0,On Time,264803,995.98,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,1.38,Traffic,5,Items were in perfect condition.,App Experience,2023-06-22
6110446321,78412820,2024-10-27,2024-10-27 02:11:26,2024-10-27 02:14:26,3.0,On Time,272170,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,4.49,Traffic,3,Items were missing from my order.,App Experience,2024-10-27
6964586050,4597433,2024-08-04,2024-08-04 18:49:03,2024-08-04 18:45:03,-4.0,On Time,378230,166.42,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,2.19,,1,Delivery was late and I was unhappy.,Delivery,2024-08-04
2351986014,85626346,2023-04-21,2023-04-21 13:04:41,2023-04-21 13:16:41,12.0,Slightly Delayed,589812,163.03,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,1.66,Traffic,3,Product was damaged during delivery.,Customer Service,2023-04-21
352569720,65660660,2023-06-23,2023-06-23 00:39:26,2023-06-23 00:34:26,-5.0,On Time,757274,98.32,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,4.29,,3,"Average experience, could improve.",Product Quality,2023-06-23
1235280275,46875863,2023-08-09,2023-08-09 22:57:03,2023-08-09 22:58:03,1.0,On Time,491521,556.35,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,1.62,Traffic,3,"Nothing to complain about, but nothing exceptional.",Product Quality,2023-08-09
9399859705,57548210,2023-10-29,2023-10-29 01:29:16,2023-10-29 01:24:16,-5.0,On Time,217710,58.59,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,1.12,,5,"Overall good experience, thank you!",Delivery,2023-10-29
7530379037,99729547,2024-08-02,2024-08-02 19:58:04,2024-08-02 20:03:04,5.0,On Time,952168,236.95,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,4.3,Traffic,4,"Nothing to complain about, but nothing exceptional.",Customer Service,2024-08-02
5952886441,16420489,2024-03-12,2024-03-12 11:39:17,2024-03-12 11:37:17,-2.0,On Time,328457,858.57,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180,3.27,,2,Very disappointed with the quality.,Delivery,2024-03-12
5815833211,31940833,2024-02-08,2024-02-08 19:27:31,2024-02-08 19:27:31,0.0,On Time,373536,494.17,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,4.11,,5,Highly recommended!,App Experience,2024-02-08
7307394687,47043878,2024-05-01,2024-05-01 11:04:18,2024-05-01 10:59:18,-5.0,On Time,739448,755.66,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,4.97,,4,Good selection of products.,Customer Service,2024-05-01
6033014029,29525287,2024-10-21,2024-10-21 14:09:53,2024-10-21 14:20:53,11.0,Slightly Delayed,587645,801.81,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20.0,365,2.16,Traffic,4,"It was okay, nothing special.",App Experience,2024-10-21
1409944718,39042103,2023-08-19,2023-08-19 14:25:37,2023-08-19 14:28:37,3.0,On Time,153019,947.95,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,4.11,Traffic,3,"Nothing to complain about, but nothing exceptional.",Product Quality,2023-08-19
1811382200,37915052,2023-08-25,2023-08-25 19:20:17,2023-08-25 19:16:17,-4.0,On Time,131748,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,1.62,,4,"Average experience, could improve.",Product Quality,2023-08-25
4485391413,11478478,2023-12-21,2023-12-21 09:15:06,2023-12-21 09:19:06,4.0,On Time,863930,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,3.19,Traffic,4,"Average experience, could improve.",Product Quality,2023-12-21
4076279641,89476734,2023-07-12,2023-07-12 17:35:25,2023-07-12 17:43:25,8.0,Slightly Delayed,684939,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,3.35,Traffic,2,Very disappointed with the quality.,Delivery,2023-07-12
2965387566,47955004,2023-08-16,2023-08-16 11:55:40,2023-08-16 12:00:40,5.0,On Time,615545,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,3.9,Traffic,4,"Excellent quality, will buy again!",App Experience,2023-08-16
9397774189,92245432,2023-06-28,2023-06-28 08:29:42,2023-06-28 08:26:42,-3.0,On Time,112390,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,3.57,,5,"Excellent quality, will buy again!",Delivery,2023-06-28
1437159967,68016312,2024-06-07,2024-06-07 01:59:08,2024-06-07 01:58:08,-1.0,On Time,803607,949.73,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.73,1461.12,35.0,365,0.58,,4,Customer service was very helpful.,Customer Service,2024-06-07
8397785448,67952740,2024-09-04,2024-09-04 03:11:31,2024-09-04 03:15:31,4.0,On Time,131136,37.8,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,1.34,Traffic,4,Highly recommended!,App Experience,2024-09-04
2778606949,33675108,2024-10-13,2024-10-13 14:09:43,2024-10-13 14:09:43,0.0,On Time,654623,422.14,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,2.56,,4,"Nothing to complain about, but nothing exceptional.",Customer Service,2024-10-13
1774096863,60656482,2023-06-13,2023-06-13 05:47:19,2023-06-13 05:47:19,0.0,On Time,784827,274.25,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,3.85,,4,"Average experience, could improve.",Customer Service,2023-06-13
1497256618,87220860,2023-04-26,2023-04-26 23:38:32,2023-04-26 23:41:32,3.0,On Time,853932,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,3.64,Traffic,4,Good selection of products.,App Experience,2023-04-26
734095510,56480776,2024-06-03,2024-06-03 21:44:06,2024-06-03 21:47:06,3.0,On Time,313754,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,4.78,Traffic,4,Customer service was very helpful.,App Experience,2024-06-03
5755859055,79592021,2024-10-30,2024-10-30 14:37:27,2024-10-30 14:54:27,17.0,Significantly Delayed,473929,440.19,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,3,1.07,Traffic,3,"It was okay, nothing special.",Customer Service,2024-10-30
5840290569,99490786,2023-09-18,2023-09-18 04:09:40,2023-09-18 04:08:40,-1.0,On Time,760828,563.45,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,4.15,,1,Delivery was late and I was unhappy.,Product Quality,2023-09-18
8200985533,1855421,2024-01-08,2024-01-08 07:39:54,2024-01-08 07:36:54,-3.0,On Time,555121,354.91,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.91,473.21,25.0,3,4.54,,3,I had a bad experience.,Delivery,2024-01-08
3255590064,92642745,2023-04-21,2023-04-21 04:51:28,2023-04-21 04:54:28,3.0,On Time,709916,33.76,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,0.57,Traffic,2,The packaging was poor.,Delivery,2023-04-21
4258404747,27692428,2024-10-11,2024-10-11 02:30:11,2024-10-11 02:29:11,-1.0,On Time,272170,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,1.33,,4,Will definitely order again.,Product Quality,2024-10-11
2455161115,27620326,2024-01-29,2024-01-29 09:17:28,2024-01-29 09:17:28,0.0,On Time,131748,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,0.68,,3,"Delivery was fine, but the product could be better.",Delivery,2024-01-29
4448004569,47215976,2024-01-10,2024-01-10 02:13:49,2024-01-10 02:08:49,-5.0,On Time,455083,959.01,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20.0,7,1.77,,5,Great prices and fast delivery!,Product Quality,2024-01-10
5951090793,27878182,2024-04-20,2024-04-20 19:26:47,2024-04-20 19:29:47,3.0,On Time,615545,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,4.97,Traffic,1,The order was incorrect.,App Experience,2024-04-20
7402491996,92509376,2024-07-14,2024-07-14 07:02:07,2024-07-14 07:04:07,2.0,On Time,672059,672.73,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35.0,365,1.19,Traffic,4,Items were in perfect condition.,Product Quality,2024-07-14
