주간_시작일,지역,상품명,주간_상품_판매량,주간_평균_최고기온,주간_평균_최저기온,주간_평균_일교차,주간_평균_강수량,주간_폭염_일수,주간_폭우_일수
2023-08-15,Ahmedabad,Dish Soap,2,32.8,24.8,7.9999999999999964,0.0,0.0,0.0
2023-08-15,Ahmedabad,Lemonade,1,32.3,25.5,6.799999999999997,0.3,0.0,0.0
2023-08-15,Alwar,Pulses,3,34.7,26.5,8.200000000000003,3.3,0.0,0.0
2023-08-15,Amritsar,Salt,2,32.9,26.0,6.899999999999999,1.5,0.0,0.0
2023-08-15,Anantapur,Cat Food,3,27.2,22.3,4.899999999999999,5.2,0.0,0.0
2023-08-15,Aurangabad,Dish Soap,1,29.3,25.0,4.300000000000001,3.5,0.0,0.0
2023-08-15,Bahraich,Carrots,1,33.7,27.0,6.700000000000003,4.4,0.0,0.0
2023-08-15,Bareilly,Onions,3,33.7,27.0,6.700000000000003,4.4,0.0,0.0
2023-08-15,Bidar,Mango Drink,3,30.0,19.4,10.6,0.8,0.0,0.0
2023-08-15,Bidhannagar,Pain Reliever,2,32.3,26.7,5.599999999999998,17.1,0.0,0.0
2023-08-15,Chinsurah,Onions,3,31.7,26.0,5.699999999999999,5.9,0.0,0.0
2023-08-15,Chittoor,Mango Drink,3,29.9,22.0,7.899999999999999,1.4,0.0,0.0
2023-08-15,Durg,Frozen Biryani,3,31.1,24.2,6.900000000000002,32.1,0.0,0.0
2023-08-15,Eluru,Eggs,3,30.2,23.1,7.099999999999998,3.8,0.0,0.0
2023-08-15,Etawah,Detergent,3,33.5,27.4,6.100000000000001,5.8,0.0,0.0
2023-08-15,Gandhinagar,Pet Treats,2,32.3,25.1,7.199999999999996,0.9,0.0,0.0
2023-08-15,Gandhinagar,Toilet Cleaner,1,32.3,25.1,7.199999999999996,0.9,0.0,0.0
2023-08-15,Gorakhpur,Pet Treats,3,,,,,0.0,0.0
2023-08-15,Guna,Dish Soap,2,29.5,22.7,6.800000000000001,3.5,0.0,0.0
2023-08-15,Hapur,Vitamins,3,33.0,25.5,7.5,1.2,0.0,0.0
2023-08-15,Hosur,Cereal,3,34.2,26.5,7.700000000000003,0.5,0.0,0.0
2023-08-15,Jamshedpur,Dish Soap,1,29.0,22.6,6.399999999999999,2.6,0.0,0.0
2023-08-15,Jaunpur,Cat Food,3,34.0,27.8,6.199999999999999,0.4,0.0,0.0
2023-08-15,Kakinada,Toilet Cleaner,3,29.5,23.4,6.100000000000001,3.8,0.0,0.0
2023-08-15,Kalyan-Dombivli,Onions,2,29.3,25.0,4.300000000000001,3.5,0.0,0.0
2023-08-15,Karaikudi,Biscuits,3,34.2,26.5,7.700000000000003,0.5,0.0,0.0
2023-08-15,Karimnagar,Biscuits,2,29.5,23.8,5.699999999999999,0.9,0.0,0.0
2023-08-15,Katihar,Popcorn,2,32.8,26.6,6.199999999999996,7.2,0.0,0.0
2023-08-15,Kavali,Butter,3,27.2,22.3,4.899999999999999,5.2,0.0,0.0
2023-08-15,Kavali,Carrots,1,28.5,23.4,5.100000000000001,3.3,0.0,0.0
2023-08-15,Khammam,Chips,1,29.5,23.4,6.100000000000001,3.8,0.0,0.0
2023-08-15,Kollam,Soap,2,29.0,24.1,4.899999999999999,0.1,0.0,0.0
2023-08-15,Kottayam,Cheese,3,28.6,24.4,4.200000000000003,5.7,0.0,0.0
2023-08-15,Kottayam,Iced Tea,3,29.0,24.1,4.899999999999999,0.1,0.0,0.0
2023-08-15,Kumbakonam,Wheat Flour,3,34.2,27.5,6.700000000000003,1.8,0.0,0.0
2023-08-15,Kurnool,Dish Soap,2,29.5,23.4,6.100000000000001,3.8,0.0,0.0
2023-08-15,Ludhiana,Onions,3,32.9,26.0,6.899999999999999,1.5,0.0,0.0
2023-08-15,Madurai,Lotion,2,34.2,26.5,7.700000000000003,0.5,0.0,0.0
2023-08-15,Madurai,Onions,3,34.2,27.5,6.700000000000003,1.8,0.0,0.0
2023-08-15,Moradabad,Mangoes,3,33.8,27.3,6.4999999999999964,0.4,0.0,0.0
2023-08-15,Morbi,Toilet Cleaner,3,32.8,24.8,7.9999999999999964,0.0,0.0,0.0
2023-08-15,Nadiad,Spinach,3,31.5,25.8,5.699999999999999,0.6,0.0,0.0
2023-08-15,Nagercoil,Iced Tea,3,35.3,24.4,10.9,0.8,0.0,0.0
2023-08-15,Nanded,Baby Food,1,28.7,25.6,3.099999999999998,4.1,0.0,0.0
2023-08-15,Nanded,Cat Food,3,28.9,25.6,3.299999999999997,2.0,0.0,0.0
2023-08-15,Narasaraopet,Orange Juice,2,27.2,22.3,4.899999999999999,5.2,0.0,0.0
2023-08-15,Nizamabad,Wheat Flour,3,29.5,23.8,5.699999999999999,0.9,0.0,0.0
2023-08-15,North Dumdum,Dog Food,1,31.4,26.4,5.0,2.0,0.0,0.0
2023-08-15,Orai,Iced Tea,2,34.0,27.8,6.199999999999999,0.4,0.0,0.0
2023-08-15,Panihati,Pain Reliever,3,32.3,26.7,5.599999999999998,17.1,0.0,0.0
2023-08-15,Panipat,Chocolates,1,33.0,26.6,6.399999999999999,0.4,0.0,0.0
2023-08-15,Panvel,Chips,2,27.9,25.0,2.8999999999999986,10.5,0.0,0.0
2023-08-15,Parbhani,Shampoo,3,28.7,24.6,4.099999999999998,3.8,0.0,0.0
2023-08-15,Purnia,Frozen Vegetables,2,33.2,27.5,5.700000000000003,5.7,0.0,0.0
2023-08-15,Raiganj,Pulses,3,33.3,26.3,6.9999999999999964,10.1,0.0,0.0
2023-08-15,Ratlam,Cereal,1,29.5,22.7,6.800000000000001,3.5,0.0,0.0
2023-08-15,Sagar,Diapers,1,29.6,23.2,6.400000000000002,19.4,0.0,0.0
2023-08-15,Saharsa,Toilet Cleaner,1,32.8,26.6,6.199999999999996,7.2,0.0,0.0
2023-08-15,Shahjahanpur,Toothpaste,3,33.7,27.0,6.700000000000003,4.4,0.0,0.0
2023-08-15,Sikar,Vitamins,2,34.2,25.9,8.300000000000004,0.0,0.0,0.0
2023-08-15,Singrauli,Frozen Pizza,3,30.1,23.7,6.400000000000002,4.1,0.0,0.0
2023-08-15,Solapur,Onions,1,27.9,25.0,2.8999999999999986,10.5,0.0,0.0
2023-08-15,Suryapet,Biscuits,3,28.5,23.4,5.100000000000001,3.3,0.0,0.0
2023-08-15,Tadepalligudem,Lotion,3,28.5,23.4,5.100000000000001,3.3,0.0,0.0
2023-08-15,Tadepalligudem,Toilet Cleaner,3,30.4,22.8,7.599999999999998,0.0,0.0,0.0
2023-08-15,Thiruvananthapuram,Mango Drink,3,28.6,24.2,4.400000000000002,2.8,0.0,0.0
2023-08-15,Tinsukia,Toilet Cleaner,2,32.5,25.8,6.699999999999999,3.1,0.0,0.0
2023-08-15,Vadodara,Eggs,2,33.3,24.9,8.399999999999999,0.0,0.0,0.0
2023-08-15,Yamunanagar,Baby Wipes,3,32.5,24.3,8.2,0.0,0.0,0.0
2023-08-15,Yamunanagar,Cola,2,32.9,26.0,6.899999999999999,1.5,0.0,0.0
2023-08-15,Yamunanagar,Pet Treats,1,33.0,25.2,7.800000000000001,0.7,0.0,0.0
2023-08-22,Agartala,Frozen Vegetables,3,34.8,27.0,7.799999999999997,0.1,0.0,0.0
2023-08-22,Agra,Cereal,2,33.2,24.9,8.300000000000004,0.0,0.0,0.0
2023-08-22,Agra,Salt,2,33.7,26.8,6.900000000000002,0.0,0.0,0.0
2023-08-22,Aizawl,Toilet Cleaner,2,34.3,27.3,6.9999999999999964,0.0,0.0,0.0
2023-08-22,Alwar,Rice,2,35.5,27.0,8.5,9.1,0.0,0.0
2023-08-22,Ambala,Carrots,3,30.8,23.4,7.400000000000002,0.0,0.0,0.0
2023-08-22,Arrah,Carrots,1,32.7,26.6,6.100000000000001,16.0,0.0,0.0
2023-08-22,Arrah,Curd,3,31.4,25.0,6.399999999999999,13.5,0.0,0.0
2023-08-22,Ballia,Mango Drink,3,31.9,25.9,6.0,7.0,0.0,0.0
2023-08-22,Bally,Pet Treats,3,30.5,26.0,4.5,24.5,0.0,0.0
2023-08-22,Bangalore,Iced Tea,2,30.5,20.5,10.0,0.0,0.0,0.0
2023-08-22,Bangalore,Salt,2,31.4,20.5,10.9,0.0,0.0,0.0
2023-08-22,Baranagar,Potatoes,1,31.6,25.7,5.900000000000002,35.1,0.0,0.0
2023-08-22,Bardhaman,Bananas,1,31.2,25.6,5.599999999999998,22.2,0.0,0.0
2023-08-22,Bardhaman,Lotion,3,32.2,25.5,6.700000000000003,28.2,0.0,0.0
2023-08-22,Bhagalpur,Cheese,3,31.4,25.0,6.399999999999999,13.5,0.0,0.0
2023-08-22,Bidhannagar,Dish Soap,2,33.5,25.8,7.699999999999999,1.9,0.0,0.0
2023-08-22,Bilaspur,Cough Syrup,1,31.9,24.1,7.799999999999997,0.0,0.0,0.0
2023-08-22,Buxar,Salt,1,32.1,25.9,6.200000000000003,7.2,0.0,0.0
2023-08-22,Chittoor,Vitamins,3,31.4,24.1,7.299999999999997,4.4,0.0,0.0
2023-08-22,Dewas,Bread,2,28.9,22.9,6.0,1.3,0.0,0.0
2023-08-22,Dhanbad,Cheese,3,27.5,22.8,4.699999999999999,1.4,0.0,0.0
2023-08-22,Dhanbad,Pulses,1,30.6,23.7,6.900000000000002,3.1,0.0,0.0
2023-08-22,Dharmavaram,Toilet Cleaner,1,31.0,23.5,7.5,0.3,0.0,0.0
2023-08-22,Dhule,Frozen Biryani,2,28.5,24.9,3.6000000000000014,6.2,0.0,0.0
2023-08-22,Durgapur,Potatoes,3,,,,,0.0,0.0
2023-08-22,Eluru,Milk,2,31.6,23.3,8.3,0.0,0.0,0.0
2023-08-22,Erode,Cat Food,3,33.7,26.5,7.200000000000003,1.2,0.0,0.0
2023-08-22,Etawah,Cola,2,33.2,24.9,8.300000000000004,0.0,0.0,0.0
2023-08-22,Gudivada,Potatoes,1,31.6,23.3,8.3,0.0,0.0,0.0
2023-08-22,Guna,Frozen Pizza,1,28.9,22.9,6.0,1.3,0.0,0.0
2023-08-22,Gwalior,Butter,2,28.9,22.9,6.0,1.3,0.0,0.0
2023-08-22,Hajipur,Dish Soap,1,31.4,25.0,6.399999999999999,13.5,0.0,0.0
2023-08-22,Imphal,Cough Syrup,1,33.9,25.6,8.299999999999997,0.0,0.0,0.0
2023-08-22,Jalna,Dog Food,3,28.5,24.9,3.6000000000000014,6.2,0.0,0.0
2023-08-22,Jammu,Shampoo,2,34.3,27.3,6.9999999999999964,0.0,0.0,0.0
2023-08-22,Jamnagar,Eggs,1,32.8,26.1,6.699999999999996,0.2,0.0,0.0
2023-08-22,Kavali,Butter,2,29.8,22.7,7.100000000000001,2.0,0.0,0.0
2023-08-22,Khammam,Orange Juice,2,31.0,23.5,7.5,0.3,0.0,0.0
2023-08-22,Kolhapur,Salt,2,28.5,24.9,3.6000000000000014,6.2,0.0,0.0
2023-08-22,Kottayam,Cough Syrup,2,29.6,24.5,5.100000000000001,2.6,0.0,0.0
2023-08-22,Kottayam,Eggs,2,29.2,24.8,4.399999999999999,1.7,0.0,0.0
2023-08-22,Kozhikode,Baby Food,2,29.6,24.5,5.100000000000001,0.9,0.0,0.0
2023-08-22,Loni,Soap,2,31.9,25.9,6.0,7.0,0.0,0.0
2023-08-22,Mira-Bhayandar,Cola,2,27.8,24.1,3.6999999999999993,15.1,0.0,0.0
2023-08-22,Mirzapur,Soap,3,33.7,26.8,6.900000000000002,0.0,0.0,0.0
2023-08-22,Munger,Detergent,1,30.5,25.5,5.0,27.7,0.0,0.0
2023-08-22,Nellore,Shampoo,1,31.0,22.7,8.3,0.7,0.0,0.0
2023-08-22,North Dumdum,Nuts,3,31.4,26.0,5.399999999999999,7.1,0.0,0.0
2023-08-22,North Dumdum,Toilet Cleaner,3,33.9,26.3,7.599999999999998,0.0,0.0,0.0
2023-08-22,Orai,Cola,1,30.3,25.8,4.5,19.7,0.0,0.0
2023-08-22,Panchkula,Curd,2,30.9,22.8,8.099999999999998,6.4,0.0,0.0
2023-08-22,Phagwara,Wheat Flour,3,32.7,25.5,7.200000000000003,2.9,0.0,0.0
2023-08-22,Raiganj,Butter,3,31.2,25.6,5.599999999999998,22.2,0.0,0.0
2023-08-22,Raiganj,Tomatoes,2,31.6,25.7,5.900000000000002,35.1,0.0,0.0
2023-08-22,Rajkot,Vitamins,2,34.0,24.8,9.2,0.3,0.0,0.0
2023-08-22,Raurkela Industrial Township,Biscuits,2,32.4,26.4,6.0,5.9,0.0,0.0
2023-08-22,Satara,Frozen Biryani,3,28.5,24.9,3.6000000000000014,6.2,0.0,0.0
2023-08-22,Satara,Pet Treats,2,29.4,25.1,4.299999999999997,3.8,0.0,0.0
2023-08-22,Secunderabad,Cough Syrup,1,31.0,22.7,8.3,0.7,0.0,0.0
2023-08-22,Serampore,Pain Reliever,2,33.5,25.8,7.699999999999999,1.9,0.0,0.0
2023-08-22,Siliguri,Ice Cream,2,32.2,25.5,6.700000000000003,28.2,0.0,0.0
2023-08-22,Srinagar,Butter,3,34.8,26.2,8.599999999999998,2.2,0.0,0.0
2023-08-22,Thoothukudi,Iced Tea,3,34.8,26.6,8.199999999999996,18.7,0.0,0.0
2023-08-22,Thrissur,Cheese,1,29.6,24.5,5.100000000000001,2.6,0.0,0.0
2023-08-22,Tiruppur,Carrots,1,33.5,26.2,7.300000000000001,5.6,0.0,0.0
2023-08-22,Visakhapatnam,Potatoes,2,31.0,23.5,7.5,0.3,0.0,0.0
2023-08-29,Agra,Detergent,2,33.8,26.2,7.599999999999998,0.2,0.0,0.0
2023-08-29,Agra,Vitamins,3,34.5,26.6,7.899999999999999,0.0,0.0,0.0
2023-08-29,Aligarh,Lotion,3,35.8,27.0,8.799999999999997,0.0,0.0,0.0
2023-08-29,Amaravati,Dog Food,3,30.5,22.6,7.899999999999999,0.5,0.0,0.0
2023-08-29,Amritsar,Pulses,2,33.1,26.0,7.100000000000001,0.2,0.0,0.0
2023-08-29,Aurangabad,Lotion,2,29.5,23.9,5.600000000000001,2.2,0.0,0.0
2023-08-29,Baranagar,Popcorn,2,31.3,25.9,5.400000000000002,11.8,0.0,0.0
2023-08-29,Bardhaman,Frozen Pizza,3,32.8,26.2,6.599999999999998,22.7,0.0,0.0
2023-08-29,Bijapur,Cough Syrup,2,28.8,19.9,8.900000000000002,8.8,0.0,0.0
2023-08-29,Bulandshahr,Dog Food,3,34.5,26.6,7.899999999999999,0.0,0.0,0.0
2023-08-29,Chittoor,Frozen Pizza,3,29.2,22.8,6.399999999999999,27.9,0.0,0.0
2023-08-29,Dindigul,Baby Wipes,1,32.2,25.4,6.800000000000004,5.5,0.0,0.0
2023-08-29,Gandhidham,Dog Food,2,34.0,25.6,8.399999999999999,0.0,0.0,0.0
2023-08-29,Gaya,Onions,2,33.0,25.5,7.5,0.6,0.0,0.0
2023-08-29,Gulbarga,Iced Tea,3,31.0,20.8,10.2,0.7,0.0,0.0
2023-08-29,Guntakal,Bananas,1,32.3,22.6,9.699999999999996,8.9,0.0,0.0
2023-08-29,Hajipur,Frozen Pizza,1,33.8,25.6,8.199999999999996,0.1,0.0,0.0
2023-08-29,Jalna,Cheese,2,28.6,24.9,3.700000000000003,3.6,0.0,0.0
2023-08-29,Jehanabad,Cat Food,1,35.0,27.1,7.899999999999999,10.1,0.0,0.0
2023-08-29,Jorhat,Potatoes,3,33.5,23.6,9.9,0.0,0.0,0.0
2023-08-29,Kolkata,Curd,1,31.3,25.9,5.400000000000002,11.8,0.0,0.0
2023-08-29,Korba,Bananas,3,32.5,25.9,6.600000000000001,5.6,0.0,0.0
2023-08-29,Kurnool,Rice,3,31.8,22.2,9.6,0.0,0.0,0.0
2023-08-29,Loni,Sugar,1,34.7,26.1,8.600000000000001,0.2,0.0,0.0
2023-08-29,Machilipatnam,Cheese,2,31.8,22.2,9.6,0.0,0.0,0.0
2023-08-29,Madhyamgram,Toothpaste,3,31.3,25.9,5.400000000000002,11.8,0.0,0.0
2023-08-29,Malegaon,Orange Juice,3,30.0,24.7,5.300000000000001,0.7,0.0,0.0
2023-08-29,Miryalaguda,Toothpaste,3,32.3,22.6,9.699999999999996,8.9,0.0,0.0
2023-08-29,Mysore,Orange Juice,2,28.8,19.9,8.900000000000002,8.8,0.0,0.0
2023-08-29,Nangloi Jat,Frozen Vegetables,2,37.3,26.6,10.699999999999996,0.0,0.0,0.0
2023-08-29,Ongole,Lotion,1,31.8,22.2,9.6,0.0,0.0,0.0
2023-08-29,Orai,Pain Reliever,3,34.5,26.6,7.899999999999999,0.0,0.0,0.0
2023-08-29,Orai,Spinach,2,32.9,24.4,8.5,8.7,0.0,0.0
2023-08-29,Pimpri-Chinchwad,Frozen Biryani,2,30.0,24.7,5.300000000000001,0.7,0.0,0.0
2023-08-29,Pimpri-Chinchwad,Soap,1,29.3,24.4,4.900000000000002,0.7,0.0,0.0
2023-08-29,Pondicherry,Frozen Pizza,1,37.3,26.6,10.699999999999996,0.0,0.0,0.0
2023-08-29,Raiganj,Toothpaste,2,32.7,27.1,5.600000000000001,23.4,0.0,0.0
2023-08-29,Rajahmundry,Onions,2,30.5,22.6,7.899999999999999,0.5,0.0,0.0
2023-08-29,Ratlam,Frozen Pizza,2,31.4,23.0,8.399999999999999,0.0,0.0,0.0
2023-08-29,Rohtak,Shampoo,3,32.0,23.6,8.399999999999999,0.0,0.0,0.0
2023-08-29,Suryapet,Cola,2,31.3,22.0,9.3,0.1,0.0,0.0
2023-08-29,Thanjavur,Lotion,1,34.3,25.0,9.299999999999995,8.3,0.0,0.0
2023-08-29,Tirunelveli,Instant Noodles,3,32.2,25.4,6.800000000000004,5.5,0.0,0.0
2023-08-29,Udaipur,Potatoes,1,35.3,26.4,8.899999999999999,0.4,0.0,0.0
2023-08-29,Ulhasnagar,Mango Drink,3,30.0,24.7,5.300000000000001,0.7,0.0,0.0
2023-08-29,Varanasi,Frozen Biryani,3,35.0,26.4,8.600000000000001,0.1,0.0,0.0
2023-08-29,Yamunanagar,Butter,1,32.0,22.6,9.4,0.0,0.0,0.0
2023-09-05,Agra,Lotion,3,32.7,27.0,5.700000000000003,2.8,0.0,0.0
2023-09-05,Akola,Pain Reliever,2,29.1,24.7,4.400000000000002,2.4,0.0,0.0
2023-09-05,Aligarh,Lotion,1,29.6,24.8,4.800000000000001,36.0,0.0,0.0
2023-09-05,Aurangabad,Eggs,2,28.1,25.6,2.5,50.6,0.0,1.0
2023-09-05,Aurangabad,Popcorn,1,29.9,26.0,3.899999999999999,1.0,0.0,0.0
2023-09-05,Avadi,Lotion,1,33.8,25.9,7.899999999999999,2.3,0.0,0.0
2023-09-05,Ballia,Dish Soap,2,32.6,26.2,6.400000000000002,0.0,0.0,0.0
2023-09-05,Bangalore,Baby Wipes,3,28.7,20.4,8.3,4.7,0.0,0.0
2023-09-05,Baranagar,Dog Food,3,32.5,26.5,6.0,4.3,0.0,0.0
2023-09-05,Belgaum,Lotion,2,29.0,19.7,9.3,1.1,0.0,0.0
2023-09-05,Bellary,Bananas,2,28.6,19.5,9.1,2.0,0.0,0.0
2023-09-05,Bellary,Cheese,2,29.0,19.7,9.3,1.1,0.0,0.0
2023-09-05,Berhampur,Butter,1,31.7,26.0,5.699999999999999,17.8,0.0,0.0
2023-09-05,Bhagalpur,Butter,2,30.6,25.0,5.600000000000001,16.5,0.0,0.0
2023-09-05,Bhusawal,Wheat Flour,1,28.8,25.0,3.8000000000000007,4.7,0.0,0.0
2023-09-05,Bidhannagar,Frozen Biryani,3,30.0,25.2,4.800000000000001,11.8,0.0,0.0
2023-09-05,Bidhannagar,Orange Juice,1,31.4,25.8,5.599999999999998,12.2,0.0,0.0
2023-09-05,Bijapur,Pain Reliever,1,29.0,19.7,9.3,1.1,0.0,0.0
2023-09-05,Bijapur,Rice,2,28.6,19.5,9.1,2.0,0.0,0.0
2023-09-05,Chapra,Pain Reliever,2,33.8,26.6,7.199999999999996,3.3,0.0,0.0
2023-09-05,Chennai,Cereal,1,33.8,25.9,7.899999999999999,2.3,0.0,0.0
2023-09-05,Chennai,Popcorn,2,33.0,26.0,7.0,6.4,0.0,0.0
2023-09-05,Coimbatore,Frozen Biryani,3,33.7,26.0,7.700000000000003,18.7,0.0,0.0
2023-09-05,Darbhanga,Biscuits,2,33.1,26.8,6.300000000000001,5.1,0.0,0.0
2023-09-05,Dehri,Eggs,2,32.2,26.5,5.700000000000003,2.6,0.0,0.0
2023-09-05,Deoghar,Cough Syrup,3,26.8,21.9,4.900000000000002,5.4,0.0,0.0
2023-09-05,Dhule,Cheese,3,29.0,25.5,3.5,5.5,0.0,0.0
2023-09-05,Firozabad,Cough Syrup,2,30.3,24.7,5.600000000000001,28.1,0.0,0.0
2023-09-05,Gandhinagar,Baby Wipes,3,35.8,26.1,9.699999999999996,0.0,0.0,0.0
2023-09-05,Gandhinagar,Biscuits,1,35.2,25.9,9.300000000000004,0.0,0.0,0.0
2023-09-05,Gandhinagar,Mango Drink,1,36.0,25.7,10.3,5.6,0.0,0.0
2023-09-05,Ghaziabad,Spinach,2,32.7,27.0,5.700000000000003,2.8,0.0,0.0
2023-09-05,Ghaziabad,Wheat Flour,3,30.3,24.7,5.600000000000001,28.1,0.0,0.0
2023-09-05,Gorakhpur,Butter,2,,,,,0.0,0.0
2023-09-05,Gwalior,Cat Food,3,28.3,23.0,5.300000000000001,16.0,0.0,0.0
2023-09-05,Haldia,Chocolates,3,31.4,25.8,5.599999999999998,12.2,0.0,0.0
2023-09-05,Hindupur,Cough Syrup,2,29.5,23.0,6.5,3.3,0.0,0.0
2023-09-05,Imphal,Rice,3,38.3,27.0,11.299999999999995,0.0,1.0,0.0
2023-09-05,Jabalpur,Carrots,2,28.3,23.2,5.100000000000001,7.2,0.0,0.0
2023-09-05,Jaipur,Frozen Pizza,2,33.8,24.6,9.199999999999996,3.2,0.0,0.0
2023-09-05,Jalna,Baby Wipes,1,28.3,25.0,3.3000000000000007,10.2,0.0,0.0
2023-09-05,Jalna,Dish Soap,1,29.0,25.5,3.5,5.5,0.0,0.0
2023-09-05,Jamshedpur,Onions,2,30.0,22.9,7.100000000000001,5.1,0.0,0.0
2023-09-05,Junagadh,Biscuits,1,36.0,25.7,10.3,5.6,0.0,0.0
2023-09-05,Junagadh,Shampoo,1,36.5,26.5,10.0,0.5,0.0,0.0
2023-09-05,Kanpur,Lotion,1,30.2,25.5,4.699999999999999,32.9,0.0,0.0
2023-09-05,Karimnagar,Dish Soap,1,29.3,22.8,6.5,14.1,0.0,0.0
2023-09-05,Katihar,Rice,3,33.8,26.6,7.199999999999996,3.3,0.0,0.0
2023-09-05,Khammam,Milk,2,26.3,22.0,4.300000000000001,27.0,0.0,0.0
2023-09-05,Kirari Suleman Nagar,Biscuits,2,38.3,27.0,11.299999999999995,0.0,1.0,0.0
2023-09-05,Kolkata,Mangoes,3,30.0,25.2,4.800000000000001,11.8,0.0,0.0
2023-09-05,Korba,Baby Wipes,1,31.7,24.9,6.800000000000001,11.9,0.0,0.0
2023-09-05,Lucknow,Chocolates,2,32.6,26.2,6.400000000000002,0.0,0.0,0.0
2023-09-05,Machilipatnam,Cough Syrup,1,29.4,23.1,6.299999999999997,0.0,0.0,0.0
2023-09-05,Mehsana,Carrots,2,35.2,25.9,9.300000000000004,0.0,0.0,0.0
2023-09-05,Mirzapur,Eggs,1,29.6,24.8,4.800000000000001,36.0,0.0,0.0
2023-09-05,Mumbai,Baby Wipes,3,29.0,25.5,3.5,5.5,0.0,0.0
2023-09-05,Muzaffarpur,Onions,3,33.1,26.8,6.300000000000001,5.1,0.0,0.0
2023-09-05,Mysore,Instant Noodles,2,29.0,19.7,9.3,1.1,0.0,0.0
2023-09-05,Nagpur,Eggs,1,28.3,25.0,3.3000000000000007,10.2,0.0,0.0
2023-09-05,Naihati,Rice,2,29.2,25.2,4.0,17.3,0.0,0.0
2023-09-05,Nanded,Shampoo,2,29.9,26.0,3.899999999999999,1.0,0.0,0.0
2023-09-05,Narasaraopet,Pet Treats,1,26.3,22.0,4.300000000000001,27.0,0.0,0.0
2023-09-05,Pali,Ice Cream,1,34.5,24.4,10.1,0.1,0.0,0.0
2023-09-05,Pallavaram,Lotion,1,32.3,25.6,6.699999999999996,0.1,0.0,0.0
2023-09-05,Panvel,Nuts,1,28.1,25.6,2.5,50.6,0.0,1.0
2023-09-05,Patna,Wheat Flour,2,33.1,26.8,6.300000000000001,5.1,0.0,0.0
2023-09-05,Pimpri-Chinchwad,Vitamins,3,29.9,26.0,3.899999999999999,1.0,0.0,0.0
2023-09-05,Pudukkottai,Cola,2,34.2,26.4,7.800000000000004,0.4,0.0,0.0
2023-09-05,Rajpur Sonarpur,Toothpaste,3,31.4,25.8,5.599999999999998,12.2,0.0,0.0
2023-09-05,Ramgarh,Curd,1,28.6,22.4,6.200000000000003,1.3,0.0,0.0
2023-09-05,Ratlam,Cola,1,28.4,23.5,4.899999999999999,24.1,0.0,0.0
2023-09-05,Rohtak,Onions,2,34.3,23.8,10.499999999999996,0.0,0.0,0.0
2023-09-05,Saharsa,Spinach,3,29.4,25.8,3.599999999999998,17.5,0.0,0.0
2023-09-05,Satara,Lotion,3,29.9,26.0,3.899999999999999,1.0,0.0,0.0
2023-09-05,Sikar,Baby Food,3,33.2,23.9,9.300000000000004,1.0,0.0,0.0
2023-09-05,Silchar,Baby Wipes,1,35.9,25.5,10.4,0.0,0.0,0.0
2023-09-05,Singrauli,Diapers,3,28.3,23.2,5.100000000000001,7.2,0.0,0.0
2023-09-05,Thane,Chocolates,2,28.8,25.0,3.8000000000000007,4.7,0.0,0.0
2023-09-05,Thanjavur,Mango Drink,1,33.0,26.0,7.0,6.4,0.0,0.0
2023-09-05,Thrissur,Vitamins,2,26.0,24.0,2.0,28.1,0.0,0.0
2023-09-05,Udupi,Eggs,3,25.8,19.5,6.300000000000001,1.5,0.0,0.0
2023-09-12,Arrah,Pet Treats,2,32.8,25.9,6.899999999999999,3.8,0.0,0.0
2023-09-12,Baranagar,Cheese,1,30.9,25.9,5.0,16.9,0.0,0.0
2023-09-12,Bathinda,Eggs,3,31.5,25.1,6.399999999999999,2.9,0.0,0.0
2023-09-12,Begusarai,Carrots,3,33.5,27.4,6.100000000000001,7.4,0.0,0.0
2023-09-12,Begusarai,Detergent,2,32.0,26.8,5.199999999999999,5.1,0.0,0.0
2023-09-12,Bhagalpur,Lotion,1,32.1,27.2,4.900000000000002,10.5,0.0,0.0
2023-09-12,Bhalswa Jahangir Pur,Lotion,1,33.7,26.4,7.300000000000004,7.4,0.0,0.0
2023-09-12,Bhatpara,Sugar,2,31.7,26.0,5.699999999999999,10.3,0.0,0.0
2023-09-12,Cuttack,Wheat Flour,3,31.7,25.5,6.199999999999999,3.7,0.0,0.0
2023-09-12,Delhi,Frozen Pizza,1,31.6,24.6,7.0,2.1,0.0,0.0
2023-09-12,Dharmavaram,Frozen Pizza,3,28.5,23.8,4.699999999999999,0.1,0.0,0.0
2023-09-12,Dibrugarh,Detergent,2,32.8,25.7,7.099999999999998,9.8,0.0,0.0
2023-09-12,Durg,Bread,3,30.6,24.2,6.400000000000002,16.1,0.0,0.0
2023-09-12,Durg,Salt,3,33.2,24.6,8.600000000000001,0.6,0.0,0.0
2023-09-12,Fatehpur,Cough Syrup,2,33.3,27.4,5.899999999999999,0.1,0.0,0.0
2023-09-12,Gaya,Wheat Flour,3,32.1,27.2,4.900000000000002,10.5,0.0,0.0
2023-09-12,Giridih,Dog Food,1,29.0,21.7,7.300000000000001,4.1,0.0,0.0
2023-09-12,Guwahati,Onions,3,32.6,25.8,6.800000000000001,0.7,0.0,0.0
2023-09-12,Hazaribagh,Tomatoes,3,28.7,22.5,6.199999999999999,5.7,0.0,0.0
2023-09-12,Hindupur,Cough Syrup,3,28.5,23.8,4.699999999999999,0.1,0.0,0.0
