주문날짜,상품_ID,상품명,카테고리,브랜드,유통기한_일수,지역,회원타입,금액,배송_지연시간,배송소요시간,수량,평점,상품별_평균평점,temp_max(최고 기온),temp_min(최저 기온),rain_pre(강수량 합계),temp_range(최고 기온-최저 기온),heatwave(폭염),heavy_rain(폭우)
2024-06-02,807452,Pulses,Grocery & Staples,Naik Ltd,365,Jalna,Inactive,288.38,0.0,14.0,2,3,3.71,34.5,28.0,0.3,6.5,0.0,0.0
2023-06-10,962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,180,Ludhiana,New,130.01,7.0,21.0,1,1,3.38,39.4,25.5,0.0,13.899999999999999,1.0,0.0
2023-09-08,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,7,Chennai,Regular,154.5,12.0,22.0,1,3,2.96,33.8,25.9,2.3,7.899999999999999,0.0,0.0
2024-01-17,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",365,Thanjavur,Premium,1728.66,-3.0,11.0,3,3,2.88,28.1,20.5,0.0,7.600000000000001,0.0,0.0
2023-08-25,606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,180,Dhule,Inactive,738.56,27.0,44.0,2,5,3.53,28.5,24.9,6.2,3.6000000000000014,0.0,0.0
2024-01-08,945635,Pulses,Grocery & Staples,Balasubramanian PLC,365,Salem,Premium,1557.8,25.0,42.0,2,3,3.36,26.8,24.0,25.5,2.8000000000000007,0.0,0.0
2024-10-30,490939,Lotion,Personal Care,"Roy, Barad and De",365,Kolhapur,Premium,80.25,8.0,22.0,1,4,2.95,32.7,24.0,0.0,8.700000000000003,0.0,0.0
2023-08-06,478531,Carrots,Fruits & Vegetables,Uppal Group,3,Pimpri-Chinchwad,New,825.46,8.0,26.0,1,3,3.08,28.8,26.2,2.8,2.6000000000000014,0.0,0.0
2023-07-27,222892,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,3,Hindupur,Inactive,2607.66,-2.0,15.0,3,4,3.0,24.1,22.5,82.7,1.6000000000000014,0.0,1.0
2024-09-17,704868,Detergent,Household Care,"Parikh, Oak and Kara",365,Bahraich,Regular,386.92,5.0,23.0,2,3,3.16,28.0,25.1,20.4,2.8999999999999986,0.0,0.0
2024-01-06,328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,180,Kochi,Premium,858.57,5.0,22.0,1,4,3.29,29.6,23.6,26.6,6.0,0.0,0.0
2024-07-24,888807,Bread,Dairy & Breakfast,Arya Group,7,Pali,Premium,691.74,8.0,28.0,3,4,3.43,33.8,25.8,17.6,7.9999999999999964,0.0,0.0
2024-10-31,264803,Vitamins,Pharmacy,Gole-Doshi,365,Bihar Sharif,Regular,1991.96,6.0,16.0,2,4,3.26,32.0,22.8,0.0,9.2,0.0,0.0
2024-05-06,714999,Bread,Dairy & Breakfast,Kala Group,7,Bhatpara,Regular,1765.02,6.0,24.0,2,1,3.57,36.5,25.0,38.8,11.5,0.0,0.0
2023-10-28,228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,180,Madurai,Regular,537.24,-1.0,10.0,3,1,2.94,30.1,24.5,4.8,5.600000000000001,0.0,0.0
2024-09-03,647462,Lotion,Personal Care,"Balan, Samra and Sekhon",365,Salem,New,652.84,-1.0,12.0,2,3,3.61,33.2,25.3,5.1,7.900000000000002,0.0,0.0
2023-10-24,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",365,Thanjavur,Premium,936.98,1.0,12.0,1,3,3.63,33.2,23.1,0.1,10.100000000000001,0.0,0.0
2024-05-27,18035,Dish Soap,Household Care,Ramesh Inc,365,Gurgaon,Inactive,968.94,30.0,42.0,1,3,3.4,42.9,28.1,0.0,14.799999999999997,1.0,0.0
2024-05-19,228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,180,Nangloi Jat,Regular,358.16,13.0,28.0,2,3,2.94,44.8,27.7,0.0,17.099999999999998,1.0,0.0
2024-01-10,942001,Cat Food,Pet Care,Acharya Ltd,365,Gangtok,New,671.55,-1.0,10.0,1,3,3.62,15.8,4.6,0.0,11.200000000000001,0.0,0.0
2024-01-20,89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",7,Deoghar,Regular,598.83,4.0,24.0,1,5,3.71,23.0,8.4,0.0,14.6,0.0,0.0
2023-04-21,563740,Chips,Snacks & Munchies,Mann-Kapadia,90,Bhilwara,Inactive,96.33,1.0,14.0,1,3,3.38,35.6,22.5,0.0,13.100000000000001,0.0,0.0
2024-01-08,564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",365,Gangtok,New,646.95,17.0,33.0,3,4,3.26,18.4,5.5,0.0,12.899999999999999,0.0,0.0
2024-08-02,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",365,Kakinada,Regular,1755.96,5.0,18.0,2,4,3.4,27.4,22.9,11.5,4.5,0.0,0.0
2023-05-23,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,180,Kadapa,Premium,998.52,11.0,30.0,3,5,3.14,36.3,23.5,0.0,12.799999999999997,0.0,0.0
2024-01-26,41853,Curd,Dairy & Breakfast,Handa PLC,7,Dindigul,New,910.44,1.0,11.0,1,4,3.24,29.0,22.0,1.0,7.0,0.0,0.0
2024-01-25,366066,Soap,Personal Care,Mandal LLC,365,Ongole,Inactive,1837.16,0.0,10.0,2,4,3.44,28.3,18.0,0.0,10.3,0.0,0.0
2024-04-18,890623,Onions,Fruits & Vegetables,"Sangha, Nagar and Varty",3,Bhilai,Regular,354.52,26.0,43.0,1,5,3.67,39.5,23.0,0.0,16.5,1.0,0.0
2023-03-30,481843,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",90,Surat,New,595.36,3.0,13.0,2,3,3.23,32.4,22.8,5.1,9.599999999999998,0.0,0.0
2024-07-19,888807,Bread,Dairy & Breakfast,Arya Group,7,Nizamabad,Inactive,230.58,1.0,12.0,1,1,3.43,27.5,22.4,28.3,5.100000000000001,0.0,0.0
2024-10-15,880510,Bread,Dairy & Breakfast,Roy-Char,7,Bhusawal,New,951.43,-3.0,15.0,1,5,3.38,29.6,24.4,0.0,5.200000000000003,0.0,0.0
2024-01-12,747801,Toilet Cleaner,Household Care,Saha-Vora,365,Nagpur,New,277.76,-2.0,8.0,1,5,3.7,34.2,22.8,0.0,11.400000000000002,0.0,0.0
2024-10-04,219598,Shampoo,Personal Care,Arora-Magar,365,Jalna,Premium,367.08,1.0,12.0,1,2,3.14,29.5,25.2,1.4,4.300000000000001,0.0,0.0
2023-06-03,397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",3,Mau,Regular,1457.46,-3.0,8.0,2,2,3.0,38.6,25.8,0.0,12.8,1.0,0.0
2023-07-06,34200,Lotion,Personal Care,Munshi-Grewal,365,Mango,New,319.8,18.0,34.0,1,1,2.92,28.8,23.6,8.5,5.199999999999999,0.0,0.0
2024-04-17,690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",90,Ichalkaranji,New,951.27,1.0,20.0,1,3,2.88,33.8,27.9,0.0,5.899999999999999,0.0,0.0
2024-07-06,644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",365,Satara,Premium,622.81,-3.0,17.0,1,3,3.53,29.5,25.8,17.6,3.6999999999999993,0.0,0.0
2024-02-27,762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",90,Pune,New,690.08,-4.0,9.0,1,3,3.19,34.0,20.9,0.0,13.100000000000001,0.0,0.0
2023-09-05,367391,Baby Wipes,Baby Care,Talwar and Sons,365,Gandhinagar,Inactive,2818.65,5.0,22.0,3,3,2.89,35.8,26.1,0.0,9.699999999999996,0.0,0.0
2023-08-09,901144,Sugar,Grocery & Staples,Deo-Kamdar,365,Mahbubnagar,Premium,340.36,5.0,17.0,1,4,3.67,30.5,23.2,0.4,7.300000000000001,0.0,0.0
2024-07-08,146840,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",7,Hindupur,Premium,2360.55,4.0,17.0,3,4,2.8,29.1,22.6,25.9,6.5,0.0,0.0
2023-08-05,739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",365,Gandhinagar,Inactive,1989.12,3.0,17.0,2,5,3.45,32.3,25.8,1.9,6.4999999999999964,0.0,0.0
2023-11-06,317242,Pulses,Grocery & Staples,Rastogi Group,365,Proddatur,Regular,594.45,2.0,12.0,3,5,3.33,30.1,21.3,6.5,8.8,0.0,0.0
2023-07-23,366066,Soap,Personal Care,Mandal LLC,365,Shahjahanpur,Inactive,1837.16,30.0,41.0,2,3,3.44,34.2,28.9,0.5,5.300000000000004,0.0,0.0
2023-05-04,953175,Baby Food,Baby Care,Sehgal-Nagarajan,365,Chittoor,Regular,675.63,13.0,23.0,3,5,3.84,31.4,21.5,0.2,9.899999999999999,0.0,0.0
2023-08-20,890232,Mango Drink,Cold Drinks & Juices,Jha Group,180,Bidar,New,1296.0,-5.0,7.0,3,4,3.06,30.0,19.4,0.8,10.600000000000001,0.0,0.0
2024-03-06,847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,3,Avadi,Inactive,781.08,-2.0,9.0,1,2,3.4,32.7,23.2,0.0,9.500000000000004,0.0,0.0
2024-01-13,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",365,Nandyal,Inactive,906.54,2.0,19.0,1,5,3.55,30.0,17.5,0.0,12.5,0.0,0.0
2023-10-30,11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,3,Salem,New,381.48,1.0,17.0,3,4,3.53,30.0,24.3,8.9,5.699999999999999,0.0,0.0
2024-02-24,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",365,Ranchi,Premium,1873.96,9.0,22.0,2,3,3.63,22.4,13.9,0.0,8.499999999999998,0.0,0.0
2024-10-05,871592,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",3,Bally,Premium,870.29,2.0,13.0,1,1,3.16,30.1,24.8,13.6,5.300000000000001,0.0,0.0
2023-06-23,707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",365,Mango,New,1641.8,21.0,33.0,2,3,3.57,32.2,23.0,15.5,9.200000000000003,0.0,0.0
2023-06-18,537274,Pet Treats,Pet Care,Lal-Chauhan,365,Salem,New,2108.13,30.0,41.0,3,5,3.64,34.2,27.0,3.0,7.200000000000003,0.0,0.0
2024-10-12,784827,Baby Wipes,Baby Care,Balakrishnan Ltd,365,Raebareli,Inactive,274.25,10.0,20.0,1,3,3.39,31.4,23.6,0.0,7.799999999999997,0.0,0.0
2023-06-02,949818,Biscuits,Snacks & Munchies,Yohannan Inc,90,Imphal,New,966.1,4.0,17.0,2,1,3.47,33.0,22.0,1.3,11.0,0.0,0.0
2024-07-22,723678,Dog Food,Pet Care,"Lall, Datta and Swamy",365,Hazaribagh,Inactive,2026.38,22.0,42.0,3,3,3.0,29.7,23.6,9.5,6.099999999999998,0.0,0.0
2024-01-19,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",365,Vellore,New,936.98,1.0,20.0,1,3,3.63,28.6,22.2,0.1,6.400000000000002,0.0,0.0
2023-11-25,91670,Dish Soap,Household Care,Barman-Ahluwalia,365,Kadapa,Inactive,439.24,5.0,16.0,1,3,3.21,28.5,19.8,0.0,8.7,0.0,0.0
2023-04-21,6405,Baby Food,Baby Care,Kashyap-Reddy,365,Gudivada,Inactive,236.51,3.0,20.0,1,4,3.06,35.0,23.1,1.6,11.899999999999999,0.0,0.0
2023-08-19,291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",90,Panipat,New,746.03,0.0,17.0,1,4,3.47,33.0,26.6,0.4,6.399999999999999,0.0,0.0
2024-05-21,327290,Sugar,Grocery & Staples,Nadkarni Inc,365,Ludhiana,New,1724.56,29.0,47.0,2,4,3.5,40.2,26.6,0.0,13.600000000000001,1.0,0.0
2024-08-27,890623,Onions,Fruits & Vegetables,"Sangha, Nagar and Varty",3,Vadodara,Inactive,709.04,2.0,12.0,2,3,3.67,26.3,24.5,80.1,1.8000000000000007,0.0,1.0
2024-08-17,760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",365,Thane,Regular,1690.35,1.0,13.0,3,3,2.94,29.6,25.6,0.5,4.0,0.0,0.0
2024-02-16,461804,Sugar,Grocery & Staples,"Ghose, Ben and Divan",365,Alappuzha,New,310.69,-4.0,9.0,1,3,3.5,34.9,25.0,0.0,9.899999999999999,0.0,0.0
2024-10-19,654297,Potatoes,Fruits & Vegetables,Chandran-Dass,3,Dehri,Regular,39.75,1.0,20.0,3,4,3.59,31.0,24.0,0.0,7.0,0.0,0.0
2023-08-08,992178,Pain Reliever,Pharmacy,Basu and Sons,365,Sambalpur,Premium,1264.86,-4.0,6.0,2,3,3.0,33.2,26.6,0.5,6.600000000000001,0.0,0.0
2024-01-15,228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,180,Pallavaram,Regular,179.08,5.0,20.0,1,2,2.94,28.4,21.5,0.0,6.899999999999999,0.0,0.0
2024-01-03,961614,Chocolates,Snacks & Munchies,Goda Inc,90,Morbi,Inactive,681.66,8.0,21.0,3,2,3.24,26.9,14.9,0.0,11.999999999999998,0.0,0.0
2024-09-19,968887,Dish Soap,Household Care,Keer-Gill,365,Ballia,Premium,81.4,8.0,27.0,2,5,3.05,32.0,25.1,0.0,6.899999999999999,0.0,0.0
2023-10-20,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",365,Panvel,Regular,231.33,0.0,15.0,3,4,3.38,34.3,23.8,0.0,10.499999999999996,0.0,0.0
2024-03-23,349294,Onions,Fruits & Vegetables,Ganesan Ltd,3,Bilaspur,Premium,934.75,5.0,23.0,1,5,3.73,34.9,18.1,0.0,16.799999999999997,0.0,0.0
2023-07-13,313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",90,Sri Ganganagar,New,273.2,-3.0,10.0,2,2,3.76,34.1,26.3,3.4,7.800000000000001,0.0,0.0
2024-10-25,51036,Baby Food,Baby Care,Karnik PLC,365,Rajpur Sonarpur,Premium,2794.83,-3.0,12.0,3,5,3.53,25.9,24.1,57.1,1.7999999999999972,0.0,1.0
2023-06-26,673058,Cough Syrup,Pharmacy,Balan-Madan,365,Faridabad,Inactive,1531.52,4.0,16.0,2,4,3.73,30.1,24.4,5.7,5.700000000000003,0.0,0.0
2024-04-21,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,Mau,Inactive,925.65,2.0,14.0,1,1,3.55,38.7,24.1,0.0,14.600000000000001,1.0,0.0
2024-06-06,365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,180,Burhanpur,Premium,688.14,14.0,25.0,3,3,3.38,41.1,29.5,0.0,11.600000000000001,1.0,0.0
2023-12-29,654623,Chips,Snacks & Munchies,Pradhan and Sons,90,Bhopal,Premium,844.28,1.0,12.0,2,3,3.25,25.5,12.0,0.0,13.5,0.0,0.0
2023-08-18,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",180,Nagercoil,Regular,36.96,2.0,18.0,3,5,3.86,35.3,24.4,0.8,10.899999999999999,0.0,0.0
2024-04-05,767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",365,Chittoor,Premium,44.28,-4.0,9.0,2,4,3.07,39.2,25.8,0.0,13.400000000000002,1.0,0.0
2023-05-05,848226,Tomatoes,Fruits & Vegetables,Barad and Sons,3,Orai,New,628.77,2.0,22.0,3,3,3.11,32.6,20.7,0.0,11.900000000000002,0.0,0.0
2023-09-20,652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,180,Anantapur,Premium,22.04,3.0,18.0,1,3,3.12,31.0,24.0,3.2,7.0,0.0,0.0
2023-08-29,455083,Butter,Dairy & Breakfast,Dutta Inc,7,Yamunanagar,New,959.01,-1.0,11.0,1,5,3.21,32.0,22.6,0.0,9.399999999999999,0.0,0.0
2023-08-28,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,180,Thoothukudi,Inactive,2736.87,14.0,24.0,3,4,3.37,34.8,26.6,18.7,8.199999999999996,0.0,0.0
2024-02-10,993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",365,Indore,New,204.88,2.0,12.0,2,4,4.08,24.8,11.6,0.0,13.200000000000001,0.0,0.0
2024-03-11,131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",365,Dewas,New,81.35,-3.0,14.0,1,2,3.17,32.0,17.5,0.0,14.5,0.0,0.0
2024-09-08,461804,Sugar,Grocery & Staples,"Ghose, Ben and Divan",365,Bhusawal,New,310.69,5.0,17.0,1,4,3.5,28.7,24.9,4.2,3.8000000000000007,0.0,0.0
2024-04-27,440875,Baby Wipes,Baby Care,Loyal Inc,365,Mehsana,Premium,550.06,-3.0,8.0,2,3,3.05,39.8,27.6,0.0,12.199999999999996,1.0,0.0
2024-09-25,704868,Detergent,Household Care,"Parikh, Oak and Kara",365,Allahabad,Regular,580.38,14.0,27.0,3,3,3.16,32.2,26.3,5.3,5.900000000000002,0.0,0.0
2023-06-22,89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",7,Pali,Regular,1197.66,0.0,17.0,2,5,3.71,35.2,27.0,0.0,8.200000000000003,0.0,0.0
2023-12-18,137909,Cough Syrup,Pharmacy,Dalal PLC,365,Serampore,Inactive,864.3,-3.0,9.0,1,5,3.25,24.7,12.1,0.0,12.6,0.0,0.0
2024-11-03,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",365,Karaikudi,New,154.22,9.0,29.0,2,5,3.38,29.6,23.7,3.7,5.900000000000002,0.0,0.0
2023-06-04,890232,Mango Drink,Cold Drinks & Juices,Jha Group,180,Jorhat,New,1296.0,18.0,34.0,3,3,3.06,34.6,24.2,1.4,10.400000000000002,0.0,0.0
2024-08-09,961614,Chocolates,Snacks & Munchies,Goda Inc,90,Kadapa,Regular,681.66,1.0,21.0,3,5,3.24,30.3,21.9,3.6,8.400000000000002,0.0,0.0
2023-09-06,540618,Popcorn,Snacks & Munchies,Golla-Luthra,90,Aurangabad,Premium,317.05,-3.0,10.0,1,4,3.65,29.9,26.0,1.0,3.8999999999999986,0.0,0.0
2024-10-17,557908,Vitamins,Pharmacy,Sundaram Inc,365,Kamarhati,Regular,2827.11,0.0,19.0,3,4,3.54,30.9,24.5,8.0,6.399999999999999,0.0,0.0
2023-11-27,880510,Bread,Dairy & Breakfast,Roy-Char,7,Karaikudi,Regular,951.43,-1.0,9.0,1,3,3.38,29.6,24.0,3.2,5.600000000000001,0.0,0.0
2023-06-19,930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",365,Pudukkottai,Premium,189.47,-1.0,16.0,1,1,2.46,32.0,25.8,16.8,6.199999999999999,0.0,0.0
2024-02-27,137909,Cough Syrup,Pharmacy,Dalal PLC,365,Durgapur,Regular,2592.9,-1.0,13.0,3,4,3.25,,,,,,
2024-03-03,927651,Baby Wipes,Baby Care,Narula Group,365,Vijayawada,Premium,426.72,25.0,35.0,1,1,3.5,35.0,21.4,0.0,13.600000000000001,0.0,0.0
2023-11-01,832348,Biscuits,Snacks & Munchies,Jani-Ram,90,Ludhiana,Regular,831.43,-3.0,14.0,1,3,3.74,28.9,16.5,0.0,12.399999999999999,0.0,0.0
2024-05-13,564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",365,Bhimavaram,New,215.65,3.0,20.0,1,1,3.26,34.9,24.9,1.6,10.0,0.0,0.0
2023-08-26,818990,Tomatoes,Fruits & Vegetables,Dugar Group,3,Raiganj,Regular,327.1,-1.0,16.0,2,1,3.69,31.6,25.7,35.1,5.900000000000002,0.0,0.0
2024-07-06,689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,180,Faridabad,New,93.24,0.0,18.0,2,3,3.46,32.8,25.2,0.1,7.599999999999998,0.0,0.0
2024-09-16,721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",365,Varanasi,Inactive,834.78,10.0,20.0,2,4,2.78,31.5,25.5,0.1,6.0,0.0,0.0
2023-12-17,851978,Vitamins,Pharmacy,Parsa-Bala,365,Ahmedabad,New,2147.16,6.0,16.0,3,3,3.27,28.4,15.1,0.0,13.299999999999999,0.0,0.0
2024-07-10,473647,Toothpaste,Personal Care,Ben-Ravi,365,Muzaffarnagar,Regular,129.14999999999998,2.0,19.0,3,2,3.13,34.8,26.5,5.9,8.299999999999997,0.0,0.0
2024-06-28,847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,3,Bhimavaram,Inactive,781.08,28.0,40.0,1,3,3.4,28.9,23.0,8.9,5.899999999999999,0.0,0.0
2024-04-16,487065,Chips,Snacks & Munchies,Kadakia-Yadav,90,Khandwa,New,374.68,-5.0,15.0,1,1,3.29,37.2,23.2,0.0,14.000000000000004,0.0,0.0
2023-09-26,673058,Cough Syrup,Pharmacy,Balan-Madan,365,Dewas,Premium,765.76,9.0,24.0,1,4,3.73,30.8,23.0,0.2,7.800000000000001,0.0,0.0
2023-06-26,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",365,Tezpur,Regular,1329.51,9.0,20.0,3,3,3.42,32.7,24.5,34.0,8.200000000000003,0.0,0.0
2023-11-25,723678,Dog Food,Pet Care,"Lall, Datta and Swamy",365,Kadapa,Premium,1350.92,3.0,17.0,2,4,3.0,28.5,19.8,0.0,8.7,0.0,0.0
2024-02-22,563740,Chips,Snacks & Munchies,Mann-Kapadia,90,Sambhal,Premium,288.99,-3.0,14.0,3,4,3.38,25.0,12.6,0.0,12.4,0.0,0.0
2023-12-03,807452,Pulses,Grocery & Staples,Naik Ltd,365,Amroha,Regular,288.38,8.0,27.0,2,5,3.71,28.0,15.6,0.0,12.4,0.0,0.0
2023-12-17,965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",3,Satna,New,532.57,-4.0,7.0,1,3,3.47,23.1,13.7,0.0,9.400000000000002,0.0,0.0
2024-05-25,700048,Dish Soap,Household Care,Khalsa-Bhavsar,365,Kishanganj,Regular,141.28,2.0,22.0,1,1,3.33,39.2,29.2,0.0,10.000000000000004,1.0,0.0
2024-10-21,942001,Cat Food,Pet Care,Acharya Ltd,365,Kumbakonam,Regular,2014.65,12.0,29.0,3,3,3.62,30.1,25.4,1.6,4.700000000000003,0.0,0.0
2023-08-18,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",365,Saharsa,Regular,576.22,1.0,18.0,1,2,2.88,32.8,26.6,7.2,6.199999999999996,0.0,0.0
2024-08-30,654623,Chips,Snacks & Munchies,Pradhan and Sons,90,Jammu,Regular,1266.42,-2.0,17.0,3,4,3.25,31.2,25.0,7.5,6.199999999999999,0.0,0.0
2023-09-14,741341,Eggs,Dairy & Breakfast,Prasad LLC,7,Vadodara,Regular,2771.52,20.0,35.0,3,3,3.4,34.2,27.0,0.3,7.200000000000003,0.0,0.0
2024-03-23,799688,Lotion,Personal Care,Arora LLC,365,Jalna,Inactive,928.86,-4.0,9.0,3,3,2.94,33.2,20.7,0.0,12.500000000000004,0.0,0.0
2024-09-07,52729,Cat Food,Pet Care,Saini LLC,365,Pali,Regular,948.06,26.0,42.0,3,5,3.56,29.0,23.8,12.4,5.199999999999999,0.0,0.0
2024-08-07,473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",3,Ratlam,Inactive,880.38,27.0,39.0,2,4,3.33,29.0,23.5,3.9,5.5,0.0,0.0
2023-06-13,53833,Rice,Grocery & Staples,Tella-Master,365,Aizawl,Premium,269.38,4.0,19.0,2,2,3.33,41.8,30.2,0.0,11.599999999999998,1.0,0.0
2023-05-12,721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",365,Agra,Premium,834.78,-3.0,16.0,2,3,2.78,38.8,21.8,0.0,16.999999999999996,1.0,0.0
2024-06-29,654623,Chips,Snacks & Munchies,Pradhan and Sons,90,Tinsukia,New,1266.42,0.0,15.0,3,4,3.25,29.2,24.8,46.1,4.399999999999999,0.0,0.0
2023-11-22,952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",90,Sambhal,Premium,710.8499999999999,-4.0,7.0,3,4,3.38,26.1,14.5,0.0,11.600000000000001,0.0,0.0
2024-10-15,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",365,Ulhasnagar,Regular,2719.62,0.0,17.0,3,3,3.55,29.6,24.4,0.0,5.200000000000003,0.0,0.0
2023-07-06,440875,Baby Wipes,Baby Care,Loyal Inc,365,Kollam,Inactive,275.03,-1.0,10.0,1,3,3.05,25.8,24.2,62.0,1.6000000000000014,0.0,1.0
2024-04-19,820973,Baby Wipes,Baby Care,Lall LLC,365,Bilaspur,Premium,343.56,7.0,24.0,3,4,3.39,40.7,23.2,0.0,17.500000000000004,1.0,0.0
2023-12-12,492958,Lotion,Personal Care,Acharya PLC,365,Giridih,Premium,168.4,14.0,27.0,2,3,3.29,20.5,10.7,0.0,9.8,0.0,0.0
2023-09-02,397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",3,Korba,Inactive,2186.19,20.0,31.0,3,1,3.0,32.5,25.9,5.6,6.600000000000001,0.0,0.0
2023-07-11,243235,Cat Food,Pet Care,Batta Inc,365,Anantapur,Regular,327.09000000000003,2.0,18.0,3,3,3.74,29.1,24.4,0.0,4.700000000000003,0.0,0.0
2024-04-28,313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",90,Nandyal,Inactive,409.8,11.0,24.0,3,4,3.76,40.5,25.8,0.0,14.7,1.0,0.0
2024-03-11,894539,Dish Soap,Household Care,"Pall, Sule and Sood",365,Ambattur,Premium,1336.44,21.0,35.0,3,3,3.13,32.7,24.7,0.0,8.000000000000004,0.0,0.0
2023-10-09,677542,Toilet Cleaner,Household Care,Thaman-Lanka,365,Guna,Inactive,425.22,-4.0,6.0,2,4,3.67,33.7,23.0,0.0,10.700000000000003,0.0,0.0
2024-09-04,820973,Baby Wipes,Baby Care,Lall LLC,365,Karawal Nagar,Premium,229.04,5.0,16.0,2,4,3.39,30.8,24.4,0.9,6.400000000000002,0.0,0.0
2024-01-18,692985,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",365,Kolkata,New,394.78,13.0,33.0,2,2,3.62,19.5,15.4,15.9,4.1,0.0,0.0
2023-05-11,451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",365,Jaunpur,Regular,1592.5500000000002,5.0,20.0,3,3,3.15,38.1,20.8,0.0,17.3,1.0,0.0
2024-10-05,709916,Detergent,Household Care,Varkey LLC,365,Bhubaneswar,New,101.28,2.0,20.0,3,2,2.67,32.2,24.8,2.1,7.400000000000002,0.0,0.0
2023-05-05,490939,Lotion,Personal Care,"Roy, Barad and De",365,Bellary,New,80.25,-3.0,17.0,1,4,2.95,27.7,20.0,0.7,7.699999999999999,0.0,0.0
2024-01-25,818522,Cheese,Dairy & Breakfast,Hora-Roy,7,Chennai,Regular,288.27,3.0,19.0,3,2,3.12,29.1,21.3,0.0,7.800000000000001,0.0,0.0
2024-06-08,56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",365,Kamarhati,Inactive,1553.31,-1.0,15.0,3,3,3.23,35.2,28.1,0.0,7.100000000000001,0.0,0.0
2024-03-15,319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,180,Ujjain,New,1973.4,19.0,31.0,3,5,3.11,31.6,18.3,0.0,13.3,0.0,0.0
2024-04-07,602241,Nuts,Snacks & Munchies,Bahl-Pau,90,Ratlam,New,2929.65,-3.0,9.0,3,4,3.16,34.0,21.9,1.5,12.100000000000001,0.0,0.0
2024-10-11,82484,Baby Food,Baby Care,Mallick PLC,365,Kota,Premium,1829.76,11.0,30.0,2,5,3.5,32.5,20.6,0.0,11.899999999999999,0.0,0.0
