주문날짜,상품명,수량,금액,평점,배송소요시간,카테고리,브랜드,수량_lag_1,평점_lag_1,수량_lag_7,평점_lag_7,주문_증가량,평점_변화
2024-01-18,Cheese,3,2767.92,3.0,26.0,Dairy & Breakfast,Padmanabhan-Virk,1.0,2.0,2.0,1.0,2.0,1.0
2024-01-25,Cheese,3,288.27,2.0,19.0,Dairy & Breakfast,Hora-Roy,3.0,3.0,2.0,3.0,0.0,-1.0
2024-01-30,Cheese,3,2767.92,5.0,23.0,Dairy & Breakfast,Padmanabhan-Virk,3.0,2.0,1.0,3.0,0.0,3.0
2024-02-23,Cheese,2,1157.7,4.0,11.0,Dairy & Breakfast,Banik-Ratta,3.0,5.0,2.0,4.0,-1.0,-1.0
2024-03-02,Cheese,1,319.34,5.0,18.0,Dairy & Breakfast,Kapadia-D’Alia,2.0,4.0,2.0,4.0,-1.0,1.0
2024-03-03,Cheese,3,932.61,5.0,28.0,Dairy & Breakfast,"Lala, Kalita and Sathe",1.0,5.0,2.0,3.0,2.0,0.0
2024-03-05,Cheese,3,2767.92,1.0,26.0,Dairy & Breakfast,Padmanabhan-Virk,3.0,5.0,1.0,2.0,0.0,-4.0
2024-03-08,Cheese,1,310.87,4.0,24.0,Dairy & Breakfast,"Lala, Kalita and Sathe",3.0,1.0,3.0,3.0,-2.0,3.0
2024-03-13,Cheese,1,578.85,5.0,10.0,Dairy & Breakfast,Banik-Ratta,1.0,4.0,3.0,2.0,0.0,1.0
2024-03-23,Cheese,1,319.34,4.0,5.0,Dairy & Breakfast,Kapadia-D’Alia,1.0,5.0,3.0,5.0,0.0,-1.0
2024-04-03,Cheese,3,932.61,4.0,8.0,Dairy & Breakfast,"Lala, Kalita and Sathe",1.0,4.0,2.0,4.0,2.0,0.0
2024-04-10,Cheese,3,932.61,3.0,16.0,Dairy & Breakfast,"Lala, Kalita and Sathe",3.0,4.0,1.0,5.0,0.0,-1.0
2024-04-16,Cheese,3,932.61,5.0,23.0,Dairy & Breakfast,"Lala, Kalita and Sathe",3.0,3.0,3.0,5.0,0.0,2.0
2024-04-22,Cheese,3,1736.5500000000002,1.0,17.0,Dairy & Breakfast,Banik-Ratta,3.0,5.0,3.0,1.0,0.0,-4.0
2024-05-12,Cheese,1,310.87,2.0,15.0,Dairy & Breakfast,"Lala, Kalita and Sathe",3.0,1.0,1.0,4.0,-2.0,1.0
2024-05-23,Cheese,3,2767.92,3.0,41.0,Dairy & Breakfast,Padmanabhan-Virk,1.0,2.0,1.0,5.0,2.0,1.0
2024-06-06,Cheese,3,958.02,5.0,19.0,Dairy & Breakfast,Kapadia-D’Alia,3.0,3.0,1.0,4.0,0.0,2.0
2024-06-13,Cheese,3,932.61,4.0,30.0,Dairy & Breakfast,"Lala, Kalita and Sathe",3.0,5.0,3.0,4.0,0.0,-1.0
2024-06-16,Cheese,1,922.64,3.0,39.0,Dairy & Breakfast,Padmanabhan-Virk,3.0,4.0,3.0,3.0,-2.0,-1.0
2024-07-16,Cheese,1,922.64,4.0,27.0,Dairy & Breakfast,Padmanabhan-Virk,1.0,3.0,3.0,5.0,0.0,1.0
2024-07-22,Cheese,3,958.02,5.0,10.0,Dairy & Breakfast,Kapadia-D’Alia,1.0,4.0,3.0,1.0,2.0,1.0
2024-07-31,Cheese,2,1157.7,4.0,15.0,Dairy & Breakfast,Banik-Ratta,3.0,5.0,1.0,2.0,-1.0,-1.0
2024-08-08,Cheese,2,1845.28,5.0,41.0,Dairy & Breakfast,Padmanabhan-Virk,2.0,4.0,3.0,3.0,0.0,1.0
2024-08-10,Cheese,1,96.09,2.0,21.0,Dairy & Breakfast,Hora-Roy,2.0,5.0,3.0,5.0,-1.0,-3.0
2024-08-19,Cheese,3,2767.92,4.0,17.0,Dairy & Breakfast,Padmanabhan-Virk,1.0,2.0,3.0,4.0,2.0,2.0
2024-08-26,Cheese,2,192.18,4.0,25.0,Dairy & Breakfast,Hora-Roy,3.0,4.0,1.0,3.0,-1.0,0.0
2024-09-01,Cheese,2,1157.7,3.0,7.0,Dairy & Breakfast,Banik-Ratta,2.0,4.0,1.0,4.0,0.0,-1.0
2024-09-07,Cheese,2,192.18,4.0,12.0,Dairy & Breakfast,Hora-Roy,2.0,3.0,3.0,5.0,0.0,1.0
2024-09-09,Cheese,3,288.27,4.0,16.0,Dairy & Breakfast,Hora-Roy,2.0,4.0,2.0,4.0,1.0,0.0
2024-09-13,Cheese,1,922.64,3.0,28.0,Dairy & Breakfast,Padmanabhan-Virk,3.0,4.0,2.0,5.0,-2.0,-1.0
2024-09-20,Cheese,3,288.27,1.0,21.0,Dairy & Breakfast,Hora-Roy,1.0,3.0,1.0,2.0,2.0,-2.0
2024-09-28,Cheese,3,288.27,4.0,15.0,Dairy & Breakfast,Hora-Roy,3.0,1.0,3.0,4.0,0.0,3.0
2024-09-30,Cheese,1,922.64,2.0,12.0,Dairy & Breakfast,Padmanabhan-Virk,3.0,4.0,2.0,4.0,-2.0,-2.0
2024-10-11,Cheese,1,319.34,4.0,15.0,Dairy & Breakfast,Kapadia-D’Alia,1.0,2.0,2.0,3.0,0.0,2.0
2023-05-16,Chips,5,2110.7,2.0,17.0,Snacks & Munchies,Pradhan and Sons,1.0,1.0,2.0,4.0,4.0,1.0
2023-05-19,Chips,2,749.36,4.0,15.0,Snacks & Munchies,Kadakia-Yadav,5.0,2.0,4.0,4.5,-3.0,2.0
2023-05-30,Chips,3,890.8199999999999,4.0,35.0,Snacks & Munchies,Datta Ltd,2.0,4.0,1.0,3.0,1.0,0.0
2023-06-07,Chips,1,296.94,4.0,18.0,Snacks & Munchies,Datta Ltd,3.0,4.0,2.0,5.0,-2.0,0.0
2023-06-18,Chips,1,422.14,4.0,21.0,Snacks & Munchies,Pradhan and Sons,1.0,4.0,2.0,4.0,0.0,0.0
2023-06-21,Chips,1,96.33,3.0,15.0,Snacks & Munchies,Mann-Kapadia,1.0,4.0,1.0,3.0,0.0,-1.0
2023-06-27,Chips,2,749.36,2.0,11.0,Snacks & Munchies,Kadakia-Yadav,1.0,3.0,1.0,1.0,1.0,-1.0
2023-07-06,Chips,1,422.14,3.0,38.0,Snacks & Munchies,Pradhan and Sons,2.0,2.0,5.0,2.0,-1.0,1.0
2023-07-16,Chips,1,374.68,5.0,21.0,Snacks & Munchies,Kadakia-Yadav,1.0,3.0,2.0,4.0,0.0,2.0
2023-07-19,Chips,2,749.36,4.0,25.0,Snacks & Munchies,Kadakia-Yadav,1.0,5.0,3.0,4.0,1.0,-1.0
2023-07-24,Chips,3,288.99,3.0,18.0,Snacks & Munchies,Mann-Kapadia,2.0,4.0,1.0,4.0,1.0,-1.0
2023-08-02,Chips,3,288.99,3.0,19.0,Snacks & Munchies,Mann-Kapadia,3.0,3.0,1.0,4.0,0.0,0.0
2023-08-06,Chips,3,1124.04,2.0,8.0,Snacks & Munchies,Kadakia-Yadav,3.0,3.0,1.0,3.0,0.0,-1.0
2023-08-07,Chips,1,422.14,5.0,27.0,Snacks & Munchies,Pradhan and Sons,3.0,2.0,2.0,2.0,-2.0,3.0
2023-08-12,Chips,1,374.68,3.0,15.0,Snacks & Munchies,Kadakia-Yadav,1.0,5.0,1.0,3.0,0.0,-2.0
2023-08-14,Chips,1,374.68,5.0,12.0,Snacks & Munchies,Kadakia-Yadav,1.0,3.0,1.0,5.0,0.0,2.0
2023-08-16,Chips,1,96.33,3.0,20.0,Snacks & Munchies,Mann-Kapadia,1.0,5.0,2.0,4.0,0.0,-2.0
2023-08-20,Chips,2,844.28,2.0,12.0,Snacks & Munchies,Pradhan and Sons,1.0,3.0,3.0,3.0,1.0,-1.0
2023-09-27,Chips,3,890.8199999999999,3.0,31.0,Snacks & Munchies,Datta Ltd,2.0,2.0,3.0,3.0,1.0,1.0
2023-10-04,Chips,3,288.99,3.0,17.0,Snacks & Munchies,Mann-Kapadia,3.0,3.0,3.0,2.0,0.0,0.0
2023-10-25,Chips,1,296.94,5.0,26.0,Snacks & Munchies,Datta Ltd,3.0,3.0,1.0,5.0,-2.0,2.0
2023-10-28,Chips,1,422.14,2.0,14.0,Snacks & Munchies,Pradhan and Sons,1.0,5.0,1.0,3.0,0.0,-3.0
2023-10-29,Chips,2,192.66,5.0,19.0,Snacks & Munchies,Mann-Kapadia,1.0,2.0,1.0,5.0,1.0,3.0
2023-11-02,Chips,2,844.28,5.0,17.0,Snacks & Munchies,Pradhan and Sons,2.0,5.0,1.0,3.0,0.0,0.0
2023-11-11,Chips,2,593.88,4.0,23.0,Snacks & Munchies,Datta Ltd,2.0,5.0,2.0,2.0,0.0,-1.0
2023-11-13,Chips,1,96.33,5.0,17.0,Snacks & Munchies,Mann-Kapadia,2.0,4.0,3.0,3.0,-1.0,1.0
2023-11-14,Chips,2,844.28,4.0,28.0,Snacks & Munchies,Pradhan and Sons,1.0,5.0,3.0,3.0,1.0,-1.0
2023-11-19,Chips,3,1266.42,4.0,23.0,Snacks & Munchies,Pradhan and Sons,2.0,4.0,1.0,5.0,1.0,0.0
2023-11-22,Chips,2,844.28,4.0,40.0,Snacks & Munchies,Pradhan and Sons,3.0,4.0,1.0,2.0,-1.0,0.0
2023-11-29,Chips,5,1640.1799999999998,3.5,17.5,Snacks & Munchies,Datta Ltd,2.0,4.0,2.0,5.0,3.0,-0.5
2023-12-08,Chips,3,1124.04,4.0,16.0,Snacks & Munchies,Kadakia-Yadav,5.0,3.5,2.0,5.0,-2.0,0.5
2023-12-20,Chips,3,890.8199999999999,4.0,29.0,Snacks & Munchies,Datta Ltd,3.0,4.0,2.0,4.0,0.0,0.0
2023-12-22,Chips,6,1413.03,3.5,21.0,Snacks & Munchies,Mann-Kapadia,3.0,4.0,1.0,5.0,3.0,-0.5
2023-12-24,Chips,1,374.68,2.0,16.0,Snacks & Munchies,Kadakia-Yadav,6.0,3.5,2.0,4.0,-5.0,-1.5
2023-12-29,Chips,2,844.28,3.0,12.0,Snacks & Munchies,Pradhan and Sons,1.0,2.0,3.0,4.0,1.0,1.0
2024-01-01,Chips,3,1266.42,3.0,16.0,Snacks & Munchies,Pradhan and Sons,2.0,3.0,2.0,4.0,1.0,0.0
2024-01-13,Chips,2,844.28,3.0,19.0,Snacks & Munchies,Pradhan and Sons,3.0,3.0,5.0,3.5,-1.0,0.0
2024-01-16,Chips,1,96.33,3.0,35.0,Snacks & Munchies,Mann-Kapadia,2.0,3.0,3.0,4.0,-1.0,0.0
2024-01-18,Chips,1,96.33,4.0,32.0,Snacks & Munchies,Mann-Kapadia,1.0,3.0,3.0,4.0,0.0,1.0
2024-02-04,Chips,2,749.36,4.0,25.0,Snacks & Munchies,Kadakia-Yadav,1.0,4.0,6.0,3.5,1.0,0.0
2024-02-13,Chips,1,296.94,4.0,21.0,Snacks & Munchies,Datta Ltd,2.0,4.0,1.0,2.0,-1.0,0.0
2024-02-22,Chips,3,288.99,4.0,14.0,Snacks & Munchies,Mann-Kapadia,1.0,4.0,2.0,3.0,2.0,0.0
2024-03-01,Chips,3,890.8199999999999,4.0,9.0,Snacks & Munchies,Datta Ltd,3.0,4.0,3.0,3.0,0.0,0.0
2024-03-03,Chips,1,296.94,1.0,16.0,Snacks & Munchies,Datta Ltd,3.0,4.0,2.0,3.0,-2.0,-3.0
2024-03-14,Chips,3,288.99,5.0,13.0,Snacks & Munchies,Mann-Kapadia,1.0,1.0,1.0,3.0,2.0,4.0
2024-03-31,Chips,3,1124.04,4.0,14.0,Snacks & Munchies,Kadakia-Yadav,3.0,5.0,1.0,4.0,0.0,-1.0
2024-04-06,Chips,1,96.33,1.0,15.0,Snacks & Munchies,Mann-Kapadia,3.0,4.0,2.0,4.0,-2.0,-3.0
2024-04-16,Chips,1,374.68,1.0,15.0,Snacks & Munchies,Kadakia-Yadav,1.0,1.0,1.0,4.0,0.0,0.0
2024-04-19,Chips,2,749.36,1.0,19.0,Snacks & Munchies,Kadakia-Yadav,1.0,1.0,3.0,4.0,1.0,0.0
2024-04-20,Chips,4,711.13,3.5,23.5,Snacks & Munchies,Pradhan and Sons,2.0,1.0,3.0,4.0,2.0,2.5
2024-05-16,Chips,3,1124.04,5.0,13.0,Snacks & Munchies,Kadakia-Yadav,4.0,3.5,1.0,1.0,-1.0,1.5
2024-05-20,Chips,2,593.88,5.0,18.0,Snacks & Munchies,Datta Ltd,3.0,5.0,3.0,5.0,-1.0,0.0
2024-05-24,Chips,3,1266.42,4.0,20.0,Snacks & Munchies,Pradhan and Sons,2.0,5.0,3.0,4.0,1.0,-1.0
2024-05-25,Chips,2,844.28,3.0,23.0,Snacks & Munchies,Pradhan and Sons,3.0,4.0,1.0,1.0,-1.0,-1.0
2024-05-27,Chips,3,890.8199999999999,2.0,34.0,Snacks & Munchies,Datta Ltd,2.0,3.0,1.0,1.0,1.0,-1.0
2024-06-01,Chips,2,192.66,5.0,13.0,Snacks & Munchies,Mann-Kapadia,3.0,2.0,2.0,1.0,-1.0,3.0
2024-06-16,Chips,4,1438.1599999999999,3.0,17.0,Snacks & Munchies,Datta Ltd,2.0,5.0,4.0,3.5,2.0,-2.0
2024-06-18,Chips,1,96.33,3.0,32.0,Snacks & Munchies,Mann-Kapadia,4.0,3.0,3.0,5.0,-3.0,0.0
2024-06-29,Chips,3,1266.42,4.0,15.0,Snacks & Munchies,Pradhan and Sons,1.0,3.0,2.0,5.0,2.0,1.0
2024-07-16,Chips,1,96.33,3.0,19.0,Snacks & Munchies,Mann-Kapadia,3.0,4.0,3.0,4.0,-2.0,-1.0
2024-07-23,Chips,3,890.8199999999999,2.0,27.0,Snacks & Munchies,Datta Ltd,1.0,3.0,2.0,3.0,2.0,-1.0
2024-07-26,Chips,2,749.36,1.0,18.0,Snacks & Munchies,Kadakia-Yadav,3.0,2.0,3.0,2.0,-1.0,-1.0
2024-08-11,Chips,2,593.88,2.0,13.0,Snacks & Munchies,Datta Ltd,2.0,1.0,2.0,5.0,0.0,1.0
2024-08-17,Chips,2,593.88,5.0,38.0,Snacks & Munchies,Datta Ltd,2.0,2.0,4.0,3.0,0.0,3.0
2024-08-30,Chips,3,1266.42,4.0,17.0,Snacks & Munchies,Pradhan and Sons,2.0,5.0,1.0,3.0,1.0,-1.0
2024-09-09,Chips,5,2110.7,2.0,26.5,Snacks & Munchies,Pradhan and Sons,3.0,4.0,3.0,4.0,2.0,-2.0
2024-09-14,Chips,1,422.14,5.0,13.0,Snacks & Munchies,Pradhan and Sons,5.0,2.0,1.0,3.0,-4.0,3.0
2024-09-28,Chips,1,96.33,1.0,9.0,Snacks & Munchies,Mann-Kapadia,1.0,5.0,3.0,2.0,0.0,-4.0
2024-09-30,Chips,2,844.28,4.0,21.0,Snacks & Munchies,Pradhan and Sons,1.0,1.0,2.0,1.0,1.0,3.0
2024-10-11,Chips,2,192.66,2.0,17.0,Snacks & Munchies,Mann-Kapadia,2.0,4.0,2.0,2.0,0.0,-2.0
2024-10-13,Chips,2,844.28,4.0,11.0,Snacks & Munchies,Pradhan and Sons,2.0,2.0,2.0,5.0,0.0,2.0
2024-10-19,Chips,1,296.94,4.0,12.0,Snacks & Munchies,Datta Ltd,2.0,4.0,3.0,4.0,-1.0,0.0
2024-10-24,Chips,1,374.68,2.0,22.0,Snacks & Munchies,Kadakia-Yadav,1.0,4.0,5.0,2.0,0.0,-2.0
2023-08-08,Chocolates,5,1347.48,1.5,24.0,Snacks & Munchies,"Taneja, Kala and Kota",2.0,4.0,3.0,5.0,3.0,-2.5
2023-08-19,Chocolates,1,746.03,4.0,17.0,Snacks & Munchies,"Sinha, Pau and Chhabra",5.0,1.5,2.0,3.0,-4.0,2.5
2023-09-06,Chocolates,2,1492.06,5.0,6.0,Snacks & Munchies,"Sinha, Pau and Chhabra",1.0,4.0,2.0,3.0,1.0,1.0
2023-09-09,Chocolates,3,2238.09,3.0,16.0,Snacks & Munchies,"Sinha, Pau and Chhabra",2.0,5.0,1.0,4.0,1.0,-2.0
2023-09-11,Chocolates,2,454.44,2.0,9.0,Snacks & Munchies,Goda Inc,3.0,3.0,2.0,5.0,-1.0,-1.0
2023-09-27,Chocolates,3,2238.09,3.0,40.0,Snacks & Munchies,"Sinha, Pau and Chhabra",2.0,2.0,1.0,1.0,1.0,1.0
2023-09-28,Chocolates,2,595.36,3.0,9.0,Snacks & Munchies,"Taneja, Kala and Kota",3.0,3.0,2.0,4.0,-1.0,0.0
2023-10-08,Chocolates,1,263.7,5.0,15.0,Snacks & Munchies,Guha-Subramaniam,2.0,3.0,5.0,1.5,-1.0,2.0
2023-11-03,Chocolates,2,1492.06,3.0,7.0,Snacks & Munchies,"Sinha, Pau and Chhabra",1.0,5.0,1.0,4.0,1.0,-2.0
2023-11-10,Chocolates,2,595.36,2.0,27.0,Snacks & Munchies,"Taneja, Kala and Kota",2.0,3.0,2.0,5.0,0.0,-1.0
2023-11-18,Chocolates,3,791.0999999999999,4.0,24.0,Snacks & Munchies,Guha-Subramaniam,2.0,2.0,3.0,3.0,1.0,2.0
2023-11-24,Chocolates,3,681.66,5.0,6.0,Snacks & Munchies,Goda Inc,3.0,4.0,2.0,2.0,0.0,1.0
2023-12-02,Chocolates,3,791.0999999999999,2.0,41.0,Snacks & Munchies,Guha-Subramaniam,3.0,5.0,3.0,3.0,0.0,-3.0
2023-12-10,Chocolates,2,454.44,3.0,18.0,Snacks & Munchies,Goda Inc,3.0,2.0,2.0,3.0,-1.0,1.0
2023-12-20,Chocolates,3,791.0999999999999,2.0,16.0,Snacks & Munchies,Guha-Subramaniam,2.0,3.0,1.0,5.0,1.0,-1.0
2023-12-27,Chocolates,2,1492.06,2.0,29.0,Snacks & Munchies,"Sinha, Pau and Chhabra",3.0,2.0,2.0,3.0,-1.0,0.0
2023-12-28,Chocolates,1,263.7,5.0,17.0,Snacks & Munchies,Guha-Subramaniam,2.0,2.0,2.0,2.0,-1.0,3.0
2023-12-30,Chocolates,3,681.66,2.0,15.0,Snacks & Munchies,Goda Inc,1.0,5.0,3.0,4.0,2.0,-3.0
2024-01-03,Chocolates,6,1363.32,2.5,13.0,Snacks & Munchies,Goda Inc,3.0,2.0,3.0,5.0,3.0,0.5
2024-01-13,Chocolates,2,595.36,4.0,9.0,Snacks & Munchies,"Taneja, Kala and Kota",6.0,2.5,3.0,2.0,-4.0,1.5
2024-01-18,Chocolates,2,1492.06,4.0,12.0,Snacks & Munchies,"Sinha, Pau and Chhabra",2.0,4.0,2.0,3.0,0.0,0.0
2024-01-20,Chocolates,1,227.22,5.0,34.0,Snacks & Munchies,Goda Inc,2.0,4.0,3.0,2.0,-1.0,1.0
2024-01-25,Chocolates,2,595.36,1.0,21.0,Snacks & Munchies,"Taneja, Kala and Kota",1.0,5.0,2.0,2.0,1.0,-4.0
2024-02-16,Chocolates,3,2238.09,4.0,16.0,Snacks & Munchies,"Sinha, Pau and Chhabra",2.0,1.0,1.0,5.0,1.0,3.0
2024-02-26,Chocolates,2,454.44,2.0,12.0,Snacks & Munchies,Goda Inc,3.0,4.0,3.0,2.0,-1.0,-2.0
2024-02-27,Chocolates,5,2765.4900000000002,4.0,22.5,Snacks & Munchies,"Sinha, Pau and Chhabra",2.0,2.0,6.0,2.5,3.0,2.0
2024-03-03,Chocolates,1,746.03,5.0,8.0,Snacks & Munchies,"Sinha, Pau and Chhabra",5.0,4.0,2.0,4.0,-4.0,1.0
2024-03-04,Chocolates,1,227.22,2.0,25.0,Snacks & Munchies,Goda Inc,1.0,5.0,2.0,4.0,0.0,-3.0
2024-03-10,Chocolates,4,908.88,3.5,19.5,Snacks & Munchies,Goda Inc,1.0,2.0,1.0,5.0,3.0,1.5
2024-03-15,Chocolates,3,893.04,3.0,25.0,Snacks & Munchies,"Taneja, Kala and Kota",4.0,3.5,2.0,1.0,-1.0,-0.5
2024-03-22,Chocolates,3,791.0999999999999,3.0,7.0,Snacks & Munchies,Guha-Subramaniam,3.0,3.0,3.0,4.0,0.0,0.0
2024-04-11,Chocolates,1,263.7,4.0,11.0,Snacks & Munchies,Guha-Subramaniam,3.0,3.0,2.0,2.0,-2.0,1.0
2024-04-12,Chocolates,3,893.04,4.0,25.0,Snacks & Munchies,"Taneja, Kala and Kota",1.0,4.0,5.0,4.0,2.0,0.0
2024-05-13,Chocolates,3,791.0999999999999,4.0,14.0,Snacks & Munchies,Guha-Subramaniam,3.0,4.0,1.0,5.0,0.0,0.0
2024-05-31,Chocolates,1,746.03,5.0,37.0,Snacks & Munchies,"Sinha, Pau and Chhabra",3.0,4.0,1.0,2.0,-2.0,1.0
2024-07-10,Chocolates,1,746.03,3.0,25.0,Snacks & Munchies,"Sinha, Pau and Chhabra",1.0,5.0,4.0,3.5,0.0,-2.0
2024-07-11,Chocolates,2,527.4,5.0,29.0,Snacks & Munchies,Guha-Subramaniam,1.0,3.0,3.0,3.0,1.0,2.0
2024-07-12,Chocolates,1,227.22,5.0,26.0,Snacks & Munchies,Goda Inc,2.0,5.0,3.0,3.0,-1.0,0.0
2024-07-17,Chocolates,3,893.04,3.0,29.0,Snacks & Munchies,"Taneja, Kala and Kota",1.0,5.0,1.0,4.0,2.0,-2.0
2024-07-24,Chocolates,1,297.68,4.0,14.0,Snacks & Munchies,"Taneja, Kala and Kota",3.0,3.0,3.0,4.0,-2.0,1.0
2024-07-29,Chocolates,3,791.0999999999999,5.0,39.0,Snacks & Munchies,Guha-Subramaniam,1.0,4.0,3.0,4.0,2.0,1.0
2024-08-09,Chocolates,3,681.66,5.0,21.0,Snacks & Munchies,Goda Inc,3.0,5.0,1.0,5.0,0.0,0.0
2024-08-15,Chocolates,2,1492.06,4.0,35.0,Snacks & Munchies,"Sinha, Pau and Chhabra",3.0,5.0,1.0,3.0,-1.0,-1.0
2024-08-21,Chocolates,1,297.68,5.0,18.0,Snacks & Munchies,"Taneja, Kala and Kota",2.0,4.0,2.0,5.0,-1.0,1.0
2024-09-06,Chocolates,1,746.03,3.0,21.0,Snacks & Munchies,"Sinha, Pau and Chhabra",1.0,5.0,1.0,5.0,0.0,-2.0
2024-09-09,Chocolates,1,263.7,4.0,18.0,Snacks & Munchies,Guha-Subramaniam,1.0,3.0,3.0,3.0,0.0,1.0
2024-09-13,Chocolates,3,2238.09,4.0,22.0,Snacks & Munchies,"Sinha, Pau and Chhabra",1.0,4.0,1.0,4.0,2.0,0.0
2024-09-15,Chocolates,2,595.36,4.0,15.0,Snacks & Munchies,"Taneja, Kala and Kota",3.0,4.0,3.0,5.0,-1.0,0.0
2024-09-20,Chocolates,1,297.68,4.0,19.0,Snacks & Munchies,"Taneja, Kala and Kota",2.0,4.0,3.0,5.0,-1.0,0.0
2024-09-24,Chocolates,1,227.22,3.0,22.0,Snacks & Munchies,Goda Inc,1.0,4.0,2.0,4.0,0.0,-1.0
2024-09-29,Chocolates,1,746.03,1.0,16.0,Snacks & Munchies,"Sinha, Pau and Chhabra",1.0,3.0,1.0,5.0,0.0,-2.0
2024-10-19,Chocolates,2,527.4,3.0,16.0,Snacks & Munchies,Guha-Subramaniam,1.0,1.0,1.0,3.0,1.0,2.0
2024-10-24,Chocolates,3,791.0999999999999,3.0,26.0,Snacks & Munchies,Guha-Subramaniam,2.0,3.0,1.0,4.0,1.0,0.0
2023-04-27,Cola,1,891.6,3.0,38.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",3.0,1.0,1.0,1.0,-2.0,2.0
2023-05-01,Cola,3,2650.32,3.0,20.0,Cold Drinks & Juices,Pal-Sehgal,1.0,3.0,2.0,4.0,2.0,0.0
2023-05-10,Cola,2,1766.88,5.0,28.0,Cold Drinks & Juices,Pal-Sehgal,3.0,3.0,2.0,4.0,-1.0,2.0
2023-05-15,Cola,1,44.35,1.0,19.0,Cold Drinks & Juices,"Basu, Rout and Mistry",2.0,5.0,3.0,2.0,-1.0,-4.0
2023-05-16,Cola,2,844.46,4.0,20.0,Cold Drinks & Juices,Rastogi Inc,1.0,1.0,3.0,1.0,1.0,3.0
2023-06-06,Cola,2,88.7,5.0,17.0,Cold Drinks & Juices,"Basu, Rout and Mistry",2.0,4.0,3.0,3.0,0.0,1.0
2023-06-07,Cola,3,2650.32,4.0,22.0,Cold Drinks & Juices,Pal-Sehgal,2.0,5.0,3.0,1.0,1.0,-1.0
2023-06-08,Cola,1,738.46,3.0,21.0,Cold Drinks & Juices,Khurana-Dewan,3.0,4.0,1.0,3.0,-2.0,-1.0
2023-06-09,Cola,1,671.68,4.0,14.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",1.0,3.0,3.0,3.0,0.0,1.0
2023-06-10,Cola,1,44.35,4.0,8.0,Cold Drinks & Juices,"Basu, Rout and Mistry",1.0,4.0,2.0,5.0,0.0,0.0
2023-06-23,Cola,1,891.6,4.0,18.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",1.0,4.0,1.0,1.0,0.0,0.0
2023-06-27,Cola,3,2215.38,5.0,18.0,Cold Drinks & Juices,Khurana-Dewan,1.0,4.0,2.0,4.0,2.0,1.0
2023-06-29,Cola,4,2753.5,2.5,13.5,Cold Drinks & Juices,Khurana-Dewan,3.0,5.0,2.0,5.0,1.0,-2.5
2023-07-11,Cola,2,1783.2,2.0,19.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",4.0,2.5,3.0,4.0,-2.0,-0.5
2023-07-14,Cola,3,537.24,1.0,14.0,Cold Drinks & Juices,Bhattacharyya PLC,2.0,2.0,1.0,3.0,1.0,-1.0
2023-07-30,Cola,3,2215.38,4.0,18.0,Cold Drinks & Juices,Khurana-Dewan,3.0,1.0,1.0,4.0,0.0,3.0
2023-08-01,Cola,2,1783.2,4.0,7.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",3.0,4.0,1.0,4.0,-1.0,0.0
2023-08-21,Cola,2,1476.92,4.0,20.0,Cold Drinks & Juices,Khurana-Dewan,2.0,4.0,1.0,4.0,0.0,0.0
2023-08-22,Cola,1,891.6,4.0,21.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",2.0,4.0,3.0,5.0,-1.0,0.0
2023-08-26,Cola,2,1766.88,5.0,10.0,Cold Drinks & Juices,Pal-Sehgal,1.0,4.0,4.0,2.5,1.0,1.0
2023-08-27,Cola,2,1343.36,3.0,8.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",2.0,5.0,2.0,2.0,0.0,-2.0
2023-08-30,Cola,2,1766.88,3.0,22.0,Cold Drinks & Juices,Pal-Sehgal,2.0,3.0,3.0,1.0,0.0,0.0
2023-09-06,Cola,1,671.68,4.0,20.0,Cold Drinks & Juices,"Karan, Bandi and Acharya",2.0,3.0,3.0,4.0,-1.0,1.0
2023-09-09,Cola,2,1783.2,5.0,15.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",1.0,4.0,2.0,4.0,1.0,1.0
2023-09-14,Cola,2,358.16,3.0,5.0,Cold Drinks & Juices,Bhattacharyya PLC,2.0,5.0,2.0,4.0,0.0,-2.0
2023-09-23,Cola,3,2215.38,4.0,13.0,Cold Drinks & Juices,Khurana-Dewan,2.0,3.0,1.0,4.0,1.0,1.0
2023-09-24,Cola,2,1476.92,5.0,18.0,Cold Drinks & Juices,Khurana-Dewan,3.0,4.0,2.0,5.0,-1.0,1.0
2023-09-25,Cola,5,3692.3,2.5,16.5,Cold Drinks & Juices,Khurana-Dewan,2.0,5.0,2.0,3.0,3.0,-2.5
2023-10-03,Cola,1,891.6,5.0,18.0,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",5.0,2.5,2.0,3.0,-4.0,2.5
2023-10-11,Cola,1,738.46,4.0,17.0,Cold Drinks & Juices,Khurana-Dewan,1.0,5.0,1.0,4.0,0.0,-1.0
2023-10-15,Cola,2,88.7,1.0,9.0,Cold Drinks & Juices,"Basu, Rout and Mistry",1.0,4.0,2.0,5.0,1.0,-3.0
